county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Burnet,Precinct 3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,16,147,68,231
Burnet,Precinct 3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,2,32,15,49
Burnet,Precinct 4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,40,1347,326,1713
Burnet,Precinct 4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,69,360,86,515
Burnet,Precinct 4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,9,61,22,92
Burnet,Precinct 5,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,41,515,137,693
Burnet,Precinct 5,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,27,128,45,200
Burnet,Precinct 5,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 5,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,0,16,8,24
Burnet,Precinct 6,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,1,14,0,15
Burnet,Precinct 6,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,0,4,1,5
Burnet,Precinct 6,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 6,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,0,0,0,0
Burnet,Precinct 6 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,12,266,118,396
Burnet,Precinct 6 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,6,72,24,102
Burnet,Precinct 6 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 6 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,2,12,6,20
Burnet,Precinct 7,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,22,311,104,437
Burnet,Precinct 7,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,15,56,17,88
Burnet,Precinct 7,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 7,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,0,17,5,22
Burnet,Precinct 8,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,34,731,162,927
Burnet,Precinct 8,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,22,114,33,169
Burnet,Precinct 8,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 8,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,0,27,15,42
Burnet,Precinct 9,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,9,114,24,147
Burnet,Precinct 9,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,3,21,2,26
Burnet,Precinct 9,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 9,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,1,0,2,3
Burnet,Precinct 9 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,58,1391,220,1669
Burnet,Precinct 9 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,50,254,50,354
Burnet,Precinct 9 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 9 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,4,59,28,91
Burnet,Precinct 10,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,29,1036,117,1182
Burnet,Precinct 10,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,36,199,29,264
Burnet,Precinct 10,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 10,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,2,43,9,54
Burnet,Precinct 11,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,13,348,139,500
Burnet,Precinct 11,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,7,40,19,66
Burnet,Precinct 11,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 11,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,1,9,6,16
Burnet,Precinct 12,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,36,1115,199,1350
Burnet,Precinct 12,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,27,238,38,303
Burnet,Precinct 12,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 12,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,1,40,24,65
Burnet,Precinct 13,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,22,614,148,784
Burnet,Precinct 13,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,5,145,54,204
Burnet,Precinct 13,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 13,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,2,35,9,46
Burnet,Precinct 14,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,9,358,96,463
Burnet,Precinct 14,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,6,47,18,71
Burnet,Precinct 14,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 14,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,0,11,3,14
Burnet,Precinct 15,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,22,401,248,671
Burnet,Precinct 15,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,12,73,41,126
Burnet,Precinct 15,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 15,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,1,14,15,30
Burnet,Precinct 16,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,14,238,188,440
Burnet,Precinct 16,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,7,41,40,88
Burnet,Precinct 16,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 16,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,0,2,7,9
Burnet,Precinct 17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,55,1394,185,1634
Burnet,Precinct 17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,40,192,42,274
Burnet,Precinct 17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,5,59,13,77
Burnet,Precinct 18,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,25,556,85,666
Burnet,Precinct 18,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,23,201,31,255
Burnet,Precinct 18,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 18,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,2,30,12,44
Burnet,Precinct 19,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,142,2074,329,2545
Burnet,Precinct 19,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,93,584,85,762
Burnet,Precinct 19,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 19,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,12,105,22,139
Burnet,Precinct 20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,0,15,1,16
Burnet,Precinct 20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,0,4,0,4
Burnet,Precinct 20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,0,0,0,0
Burnet,Precinct 20 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,84,1544,340,1968
Burnet,Precinct 20 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,82,482,108,672
Burnet,Precinct 20 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 20 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,12,85,31,128
Burnet,Precinct 1,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,107,859,114,1080
Burnet,Precinct 1,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,41,151,24,216
Burnet,Precinct 1,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,3,0,0,3
Burnet,Precinct 1,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,56,33,8,97
Burnet,Precinct 2,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,117,1485,217,1819
Burnet,Precinct 2,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,69,347,65,481
Burnet,Precinct 2,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 2,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,9,72,20,101
Burnet,Precinct 3,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,17,479,147,643
Burnet,Precinct 3,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,17,156,69,242
Burnet,Precinct 3,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 3,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,1,26,14,41
Burnet,Precinct 4,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,41,1337,325,1703
Burnet,Precinct 4,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,67,369,86,522
Burnet,Precinct 4,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 4,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,10,62,23,95
Burnet,Precinct 5,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,39,514,138,691
Burnet,Precinct 5,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,29,132,43,204
Burnet,Precinct 5,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 5,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,0,13,9,22
Burnet,Precinct 6,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,1,14,0,15
Burnet,Precinct 6,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,0,4,1,5
Burnet,Precinct 6,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 6,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,0,0,0,0
Burnet,Precinct 6 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,12,266,115,393
Burnet,Precinct 6 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,6,76,27,109
Burnet,Precinct 6 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 6 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,2,8,6,16
Burnet,Precinct 7,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,19,312,102,433
Burnet,Precinct 7,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,18,57,18,93
Burnet,Precinct 7,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 7,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,0,15,6,21
Burnet,Precinct 8,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,35,731,161,927
Burnet,Precinct 8,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,21,123,35,179
Burnet,Precinct 8,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 8,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,0,18,14,32
Burnet,Precinct 9,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,9,111,22,142
Burnet,Precinct 9,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,3,24,4,31
Burnet,Precinct 9,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 9,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,1,0,2,3
Burnet,Precinct 9 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,55,1380,215,1650
Burnet,Precinct 9 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,53,268,54,375
Burnet,Precinct 9 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 9 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,4,56,29,89
Burnet,Precinct 10,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,29,1024,116,1169
Burnet,Precinct 10,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,37,209,28,274
Burnet,Precinct 10,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 10,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,1,45,11,57
Burnet,Precinct 11,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,13,347,137,497
Burnet,Precinct 11,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,7,41,20,68
Burnet,Precinct 11,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 11,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,1,9,7,17
Burnet,Precinct 12,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,36,1097,195,1328
Burnet,Precinct 12,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,28,252,42,322
Burnet,Precinct 12,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 12,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,0,44,24,68
Burnet,Precinct 13,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,21,614,146,781
Burnet,Precinct 13,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,7,148,56,211
Burnet,Precinct 13,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 13,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,1,32,9,42
Burnet,Precinct 14,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,8,356,96,460
Burnet,Precinct 14,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,6,49,18,73
Burnet,Precinct 14,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 14,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,1,11,3,15
Burnet,Precinct 15,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,21,397,251,669
Burnet,Precinct 15,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,12,77,40,129
Burnet,Precinct 15,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 15,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,2,14,13,29
Burnet,Precinct 16,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,14,235,189,438
Burnet,Precinct 16,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,7,43,42,92
Burnet,Precinct 16,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 16,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,0,3,4,7
Burnet,Precinct 17,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,55,1399,182,1636
Burnet,Precinct 17,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,39,192,43,274
Burnet,Precinct 17,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 17,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,6,54,15,75
Burnet,Precinct 18,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,25,552,85,662
Burnet,Precinct 18,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,23,208,33,264
Burnet,Precinct 18,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 18,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,2,27,10,39
Burnet,Precinct 19,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,139,2048,324,2511
Burnet,Precinct 19,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,98,615,91,804
Burnet,Precinct 19,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 19,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,10,100,21,131
Burnet,Precinct 20,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,0,14,1,15
Burnet,Precinct 20,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,0,5,0,5
Burnet,Precinct 20,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 20,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,0,0,0,0
Burnet,Precinct 20 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,John Messinger,82,1533,330,1945
Burnet,Precinct 20 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Maggie Ellis,84,496,115,695
Burnet,Precinct 20 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Over Votes,0,0,0,0
Burnet,Precinct 20 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 2",,,Under Votes,12,82,34,128
Burnet,Precinct 1,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,64,397,56,517
Burnet,Precinct 1,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 1,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,143,646,90,879
Burnet,Precinct 2,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,100,801,158,1059
Burnet,Precinct 2,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 2,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,95,1103,144,1342
Burnet,Precinct 3,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,18,304,129,451
Burnet,Precinct 3,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 3,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,17,357,101,475
Burnet,Precinct 4,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,76,712,207,995
Burnet,Precinct 4,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 4,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,42,1056,227,1325
Burnet,Precinct 5,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,36,276,84,396
Burnet,Precinct 5,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 5,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,32,383,106,521
Burnet,Precinct 6,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,1,9,1,11
Burnet,Precinct 6,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 6,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,0,9,0,9
Burnet,Precinct 6 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,6,146,62,214
Burnet,Precinct 6 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 6 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,14,204,86,304
Burnet,Precinct 7,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,22,131,49,202
Burnet,Precinct 7,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 7,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,15,253,77,345
Burnet,Precinct 8,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,28,328,98,454
Burnet,Precinct 8,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 8,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,28,544,112,684
Burnet,Precinct 9,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,6,44,11,61
Burnet,Precinct 9,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 9,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,7,91,17,115
Burnet,Precinct 9 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,65,606,136,807
Burnet,Precinct 9 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 9 - MFISD,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,47,1098,162,1307
Burnet,Precinct 10,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,40,494,72,606
Burnet,Precinct 10,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 10,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,27,784,83,894
Burnet,Precinct 11,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,12,137,52,201
Burnet,Precinct 11,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 11,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,9,260,112,381
Burnet,Precinct 12,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,32,564,112,708
Burnet,Precinct 12,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Over Votes,0,0,0,0
Burnet,Precinct 12,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Under Votes,32,829,149,1010
Burnet,Precinct 13,"JUSTICE, 3RD COURT OF APPEALS DISTRICT, PLACE 3",,,Chari Kelly,13,308,110,431
