county,precinct,office,district,party,candidate,votes,absentee,early,election
Lubbock,45,Ballots Cast,,,,315,,,
Lubbock,46,Ballots Cast,,,,2314,,,
Lubbock,47,Ballots Cast,,,,1544,,,
Lubbock,49,Ballots Cast,,,,863,,,
Lubbock,50,Ballots Cast,,,,957,,,
Lubbock,51,Ballots Cast,,,,99,,,
Lubbock,52,Ballots Cast,,,,1962,,,
Lubbock,53,Ballots Cast,,,,1663,,,
Lubbock,54,Ballots Cast,,,,2352,,,
Lubbock,56,Ballots Cast,,,,624,,,
Lubbock,57,Ballots Cast,,,,2519,,,
Lubbock,58,Ballots Cast,,,,926,,,
Lubbock,59,Ballots Cast,,,,1713,,,
Lubbock,60,Ballots Cast,,,,926,,,
Lubbock,62,Ballots Cast,,,,1498,,,
Lubbock,63,Ballots Cast,,,,90,,,
Lubbock,65,Ballots Cast,,,,607,,,
Lubbock,66,Ballots Cast,,,,1861,,,
Lubbock,67,Ballots Cast,,,,1397,,,
Lubbock,72,Ballots Cast,,,,1750,,,
Lubbock,75,Ballots Cast,,,,882,,,
Lubbock,76,Ballots Cast,,,,1623,,,
Lubbock,78,Ballots Cast,,,,2642,,,
Lubbock,92,Ballots Cast,,,,380,,,
Lubbock,102,Ballots Cast,,,,423,,,
Lubbock,103,Ballots Cast,,,,391,,,
Lubbock,104,Ballots Cast,,,,809,,,
Lubbock,108,Ballots Cast,,,,838,,,
Lubbock,109,Ballots Cast,,,,2948,,,
Lubbock,110,Ballots Cast,,,,3620,,,
Lubbock,111,Ballots Cast,,,,2420,,,
Lubbock,112,Ballots Cast,,,,1279,,,
Lubbock,113,Ballots Cast,,,,1731,,,
Lubbock,114,Ballots Cast,,,,430,,,
Lubbock,118,Ballots Cast,,,,1076,,,
Lubbock,119,Ballots Cast,,,,1780,,,
Lubbock,120,Ballots Cast,,,,2480,,,
Lubbock,121,Ballots Cast,,,,3280,,,
Lubbock,122,Ballots Cast,,,,1180,,,
Lubbock,123,Ballots Cast,,,,1280,,,
Lubbock,124,Ballots Cast,,,,1387,,,
Lubbock,125,Ballots Cast,,,,1515,,,
Lubbock,126,Ballots Cast,,,,833,,,
Lubbock,127,Ballots Cast,,,,1761,,,
Lubbock,128,Ballots Cast,,,,1411,,,
Lubbock,129,Ballots Cast,,,,2462,,,
Lubbock,135,Ballots Cast,,,,600,,,
Lubbock,138,Ballots Cast,,,,422,,,
Lubbock,139,Ballots Cast,,,,1575,,,
Lubbock,140,Ballots Cast,,,,2278,,,
Lubbock,141,Ballots Cast,,,,1805,,,
Lubbock,142,Ballots Cast,,,,76,,,
Lubbock,151,Ballots Cast,,,,723,,,
Lubbock,152,Ballots Cast,,,,998,,,
Lubbock,153,Ballots Cast,,,,540,,,
Lubbock,154,Ballots Cast,,,,2700,,,
Lubbock,155,Ballots Cast,,,,1881,,,
Lubbock,178,Ballots Cast,,,,239,,,
Lubbock,32,Constable,No. 1,REP,Paul Hanna,1801,8,1471,322
Lubbock,33,Constable,No. 1,REP,Paul Hanna,2505,17,2159,329
Lubbock,37,Constable,No. 1,REP,Paul Hanna,911,6,794,111
Lubbock,52,Constable,No. 1,REP,Paul Hanna,1587,22,1260,305
Lubbock,56,Constable,No. 1,REP,Paul Hanna,531,9,445,77
Lubbock,62,Constable,No. 1,REP,Paul Hanna,1152,28,936,188
Lubbock,78,Constable,No. 1,REP,Paul Hanna,2175,48,1920,207
Lubbock,104,Constable,No. 1,REP,Paul Hanna,662,8,577,77
Lubbock,108,Constable,No. 1,REP,Paul Hanna,636,1,479,156
Lubbock,109,Constable,No. 1,REP,Paul Hanna,2456,45,2149,262
Lubbock,110,Constable,No. 1,REP,Paul Hanna,3069,64,2738,267
Lubbock,111,Constable,No. 1,REP,Paul Hanna,2046,16,1738,292
Lubbock,120,Constable,No. 1,REP,Paul Hanna,2121,31,1779,311
Lubbock,121,Constable,No. 1,REP,Paul Hanna,2836,24,2401,411
Lubbock,124,Constable,No. 1,REP,Paul Hanna,1083,18,911,154
Lubbock,125,Constable,No. 1,REP,Paul Hanna,1196,33,1040,123
Lubbock,128,Constable,No. 1,REP,Paul Hanna,1150,34,959,157
Lubbock,129,Constable,No. 1,REP,Paul Hanna,1945,35,1631,279
Lubbock,138,Constable,No. 1,REP,Paul Hanna,385,1,338,46
Lubbock,139,Constable,No. 1,REP,Paul Hanna,1296,19,1109,168
Lubbock,140,Constable,No. 1,REP,Paul Hanna,1887,30,1603,254
Lubbock,154,Constable,No. 1,REP,Paul Hanna,2211,23,1810,378
Lubbock,155,Constable,No. 1,REP,Paul Hanna,1679,18,1499,162
Lubbock,178,Constable,No. 1,REP,Paul Hanna,212,6,180,26
Lubbock,12,Constable,No. 2,REP,Jody A. Barnes,1047,20,878,149
Lubbock,21,Constable,No. 2,REP,Jody A. Barnes,738,11,549,178
Lubbock,22,Constable,No. 2,REP,Jody A. Barnes,1202,28,934,240
Lubbock,23,Constable,No. 2,REP,Jody A. Barnes,608,10,472,126
Lubbock,24,Constable,No. 2,REP,Jody A. Barnes,648,9,463,176
Lubbock,27,Constable,No. 2,REP,Jody A. Barnes,1128,17,829,282
Lubbock,28,Constable,No. 2,REP,Jody A. Barnes,963,18,787,158
Lubbock,30,Constable,No. 2,REP,Jody A. Barnes,1011,14,781,216
Lubbock,34,Constable,No. 2,REP,Jody A. Barnes,315,1,267,47
Lubbock,35,Constable,No. 2,REP,Jody A. Barnes,540,3,466,71
Lubbock,36,Constable,No. 2,REP,Jody A. Barnes,1083,20,875,188
Lubbock,38,Constable,No. 2,REP,Jody A. Barnes,543,6,396,141
Lubbock,39,Constable,No. 2,REP,Jody A. Barnes,1179,13,1013,153
Lubbock,54,Constable,No. 2,REP,Jody A. Barnes,1914,48,1690,176
Lubbock,60,Constable,No. 2,REP,Jody A. Barnes,729,19,622,88
Lubbock,66,Constable,No. 2,REP,Jody A. Barnes,1541,48,1371,122
Lubbock,67,Constable,No. 2,REP,Jody A. Barnes,1051,20,836,195
Lubbock,75,Constable,No. 2,REP,Jody A. Barnes,719,14,627,78
Lubbock,119,Constable,No. 2,REP,Jody A. Barnes,1319,5,1027,287
Lubbock,122,Constable,No. 2,REP,Jody A. Barnes,827,14,632,181
Lubbock,123,Constable,No. 2,REP,Jody A. Barnes,962,26,823,113
Lubbock,126,Constable,No. 2,REP,Jody A. Barnes,621,12,501,108
Lubbock,127,Constable,No. 2,REP,Jody A. Barnes,1367,47,1128,192
Lubbock,141,Constable,No. 2,REP,Jody A. Barnes,1366,19,1136,211
Lubbock,142,Constable,No. 2,REP,Jody A. Barnes,55,0,48,7
Lubbock,1,Constable,No. 3,REP,Joe Sanchez,971,22,745,204
Lubbock,2,Constable,No. 3,REP,Joe Sanchez,817,13,642,162
Lubbock,3,Constable,No. 3,REP,Joe Sanchez,616,9,434,173
Lubbock,4,Constable,No. 3,REP,Joe Sanchez,234,6,149,79
Lubbock,5,Constable,No. 3,REP,Joe Sanchez,266,2,198,66
Lubbock,6,Constable,No. 3,REP,Joe Sanchez,180,5,122,53
Lubbock,8,Constable,No. 3,REP,Joe Sanchez,743,2,556,185
Lubbock,10,Constable,No. 3,REP,Joe Sanchez,233,0,161,72
Lubbock,11,Constable,No. 3,REP,Joe Sanchez,56,0,45,11
Lubbock,17,Constable,No. 3,REP,Joe Sanchez,833,14,612,207
Lubbock,19,Constable,No. 3,REP,Joe Sanchez,219,5,151,63
Lubbock,20,Constable,No. 3,REP,Joe Sanchez,147,0,101,46
Lubbock,25,Constable,No. 3,REP,Joe Sanchez,280,2,215,63
Lubbock,26,Constable,No. 3,REP,Joe Sanchez,691,5,516,170
Lubbock,29,Constable,No. 3,REP,Joe Sanchez,907,17,689,201
Lubbock,40,Constable,No. 3,REP,Joe Sanchez,144,4,96,44
Lubbock,41,Constable,No. 3,REP,Joe Sanchez,1594,23,1348,223
Lubbock,43,Constable,No. 3,REP,Joe Sanchez,388,10,321,57
Lubbock,45,Constable,No. 3,REP,Joe Sanchez,276,3,227,46
Lubbock,51,Constable,No. 3,REP,Joe Sanchez,76,0,58,18
Lubbock,65,Constable,No. 3,REP,Joe Sanchez,482,12,389,81
Lubbock,114,Constable,No. 3,REP,Joe Sanchez,276,5,207,64
Lubbock,118,Constable,No. 3,REP,Joe Sanchez,760,16,596,148
Lubbock,153,Constable,No. 3,REP,Joe Sanchez,237,5,163,69
Lubbock,7,Constable,No. 4,REP,Joe Pinson,1527,23,1267,237
Lubbock,9,Constable,No. 4,REP,Joe Pinson,1233,47,1032,154
Lubbock,13,Constable,No. 4,REP,Joe Pinson,305,3,247,55
Lubbock,14,Constable,No. 4,REP,Joe Pinson,538,6,423,109
Lubbock,15,Constable,No. 4,REP,Joe Pinson,1002,12,799,191
Lubbock,31,Constable,No. 4,REP,Joe Pinson,959,11,792,156
Lubbock,44,Constable,No. 4,REP,Joe Pinson,702,9,593,100
Lubbock,46,Constable,No. 4,REP,Joe Pinson,2067,11,1715,341
Lubbock,47,Constable,No. 4,REP,Joe Pinson,1104,23,887,194
Lubbock,49,Constable,No. 4,REP,Joe Pinson,410,0,306,104
Lubbock,50,Constable,No. 4,REP,Joe Pinson,399,0,285,114
Lubbock,53,Constable,No. 4,REP,Joe Pinson,1177,8,871,298
Lubbock,57,Constable,No. 4,REP,Joe Pinson,1911,15,1478,418
Lubbock,58,Constable,No. 4,REP,Joe Pinson,684,15,563,106
Lubbock,59,Constable,No. 4,REP,Joe Pinson,1189,10,940,239
Lubbock,63,Constable,No. 4,REP,Joe Pinson,74,0,53,21
Lubbock,72,Constable,No. 4,REP,Joe Pinson,1320,12,1069,239
Lubbock,76,Constable,No. 4,REP,Joe Pinson,1266,5,1021,240
Lubbock,92,Constable,No. 4,REP,Joe Pinson,309,2,236,71
Lubbock,102,Constable,No. 4,REP,Joe Pinson,388,6,323,59
Lubbock,103,Constable,No. 4,REP,Joe Pinson,326,3,280,43
Lubbock,112,Constable,No. 4,REP,Joe Pinson,1031,29,817,185
Lubbock,113,Constable,No. 4,REP,Joe Pinson,1220,5,929,286
Lubbock,135,Constable,No. 4,REP,Joe Pinson,484,9,413,62
Lubbock,151,Constable,No. 4,REP,Joe Pinson,644,5,515,124
Lubbock,152,Constable,No. 4,REP,Joe Pinson,601,6,507,88
Lubbock,32,County Commissioner,No. 1,REP,Mike Dalby,1812,8,1478,326
Lubbock,33,County Commissioner,No. 1,REP,Mike Dalby,2515,17,2167,331
Lubbock,37,County Commissioner,No. 1,REP,Mike Dalby,914,6,798,110
Lubbock,52,County Commissioner,No. 1,REP,Mike Dalby,1586,22,1259,305
Lubbock,56,County Commissioner,No. 1,REP,Mike Dalby,532,9,446,77
Lubbock,62,County Commissioner,No. 1,REP,Mike Dalby,1150,28,936,186
Lubbock,78,County Commissioner,No. 1,REP,Mike Dalby,2185,48,1930,207
Lubbock,104,County Commissioner,No. 1,REP,Mike Dalby,663,8,577,78
Lubbock,108,County Commissioner,No. 1,REP,Mike Dalby,636,1,478,157
Lubbock,109,County Commissioner,No. 1,REP,Mike Dalby,2456,44,2152,260
Lubbock,110,County Commissioner,No. 1,REP,Mike Dalby,3085,64,2753,268
Lubbock,111,County Commissioner,No. 1,REP,Mike Dalby,2057,16,1745,296
Lubbock,120,County Commissioner,No. 1,REP,Mike Dalby,2136,31,1792,313
Lubbock,121,County Commissioner,No. 1,REP,Mike Dalby,2835,24,2401,410
Lubbock,124,County Commissioner,No. 1,REP,Mike Dalby,1092,19,916,157
Lubbock,125,County Commissioner,No. 1,REP,Mike Dalby,1200,33,1045,122
Lubbock,128,County Commissioner,No. 1,REP,Mike Dalby,1144,34,951,159
Lubbock,129,County Commissioner,No. 1,REP,Mike Dalby,1945,35,1631,279
Lubbock,138,County Commissioner,No. 1,REP,Mike Dalby,386,1,338,47
Lubbock,139,County Commissioner,No. 1,REP,Mike Dalby,1308,20,1119,169
Lubbock,140,County Commissioner,No. 1,REP,Mike Dalby,1898,29,1612,257
Lubbock,154,County Commissioner,No. 1,REP,Mike Dalby,2225,26,1818,381
Lubbock,155,County Commissioner,No. 1,REP,Mike Dalby,1688,18,1505,165
Lubbock,178,County Commissioner,No. 1,REP,Mike Dalby,212,6,182,24
Lubbock,1,County Commissioner,No. 3,REP,Cary Shaw,696,16,544,136
Lubbock,2,County Commissioner,No. 3,REP,Cary Shaw,641,11,529,101
Lubbock,3,County Commissioner,No. 3,REP,Cary Shaw,360,5,265,90
Lubbock,4,County Commissioner,No. 3,REP,Cary Shaw,146,4,98,44
Lubbock,5,County Commissioner,No. 3,REP,Cary Shaw,192,1,140,51
Lubbock,6,County Commissioner,No. 3,REP,Cary Shaw,88,1,60,27
Lubbock,8,County Commissioner,No. 3,REP,Cary Shaw,475,2,371,102
Lubbock,10,County Commissioner,No. 3,REP,Cary Shaw,170,1,120,49
Lubbock,11,County Commissioner,No. 3,REP,Cary Shaw,44,0,38,6
Lubbock,17,County Commissioner,No. 3,REP,Cary Shaw,592,11,441,140
Lubbock,19,County Commissioner,No. 3,REP,Cary Shaw,133,3,92,38
Lubbock,20,County Commissioner,No. 3,REP,Cary Shaw,52,0,34,18
Lubbock,25,County Commissioner,No. 3,REP,Cary Shaw,184,1,147,36
Lubbock,26,County Commissioner,No. 3,REP,Cary Shaw,480,5,378,97
Lubbock,29,County Commissioner,No. 3,REP,Cary Shaw,655,14,518,123
Lubbock,40,County Commissioner,No. 3,REP,Cary Shaw,72,0,51,21
Lubbock,41,County Commissioner,No. 3,REP,Cary Shaw,1552,26,1325,201
Lubbock,43,County Commissioner,No. 3,REP,Cary Shaw,377,10,317,50
Lubbock,45,County Commissioner,No. 3,REP,Cary Shaw,252,3,211,38
Lubbock,51,County Commissioner,No. 3,REP,Cary Shaw,63,0,49,14
Lubbock,65,County Commissioner,No. 3,REP,Cary Shaw,435,15,354,66
Lubbock,114,County Commissioner,No. 3,REP,Cary Shaw,179,1,138,40
Lubbock,118,County Commissioner,No. 3,REP,Cary Shaw,618,16,500,102
Lubbock,153,County Commissioner,No. 3,REP,Cary Shaw,126,0,92,34
Lubbock,1,County Commissioner,No. 3,DEM,Gilbert Flores,651,24,494,133
Lubbock,2,County Commissioner,No. 3,DEM,Gilbert Flores,423,10,319,94
Lubbock,3,County Commissioner,No. 3,DEM,Gilbert Flores,570,20,409,141
Lubbock,4,County Commissioner,No. 3,DEM,Gilbert Flores,245,6,176,63
Lubbock,5,County Commissioner,No. 3,DEM,Gilbert Flores,244,5,194,45
Lubbock,6,County Commissioner,No. 3,DEM,Gilbert Flores,372,30,272,70
Lubbock,8,County Commissioner,No. 3,DEM,Gilbert Flores,542,2,407,133
Lubbock,10,County Commissioner,No. 3,DEM,Gilbert Flores,199,4,141,54
Lubbock,11,County Commissioner,No. 3,DEM,Gilbert Flores,62,2,47,13
Lubbock,17,County Commissioner,No. 3,DEM,Gilbert Flores,696,25,519,152
Lubbock,19,County Commissioner,No. 3,DEM,Gilbert Flores,196,7,144,45
Lubbock,20,County Commissioner,No. 3,DEM,Gilbert Flores,370,19,274,77
Lubbock,25,County Commissioner,No. 3,DEM,Gilbert Flores,243,4,183,56
Lubbock,26,County Commissioner,No. 3,DEM,Gilbert Flores,499,6,354,139
Lubbock,29,County Commissioner,No. 3,DEM,Gilbert Flores,618,17,460,141
Lubbock,40,County Commissioner,No. 3,DEM,Gilbert Flores,253,13,177,63
Lubbock,41,County Commissioner,No. 3,DEM,Gilbert Flores,235,4,175,56
Lubbock,43,County Commissioner,No. 3,DEM,Gilbert Flores,67,2,48,17
Lubbock,45,County Commissioner,No. 3,DEM,Gilbert Flores,53,2,42,9
Lubbock,51,County Commissioner,No. 3,DEM,Gilbert Flores,32,0,22,10
Lubbock,65,County Commissioner,No. 3,DEM,Gilbert Flores,139,4,103,32
Lubbock,114,County Commissioner,No. 3,DEM,Gilbert Flores,221,10,170,41
Lubbock,118,County Commissioner,No. 3,DEM,Gilbert Flores,379,15,279,85
Lubbock,153,County Commissioner,No. 3,DEM,Gilbert Flores,359,19,243,97
Lubbock,1,County Tax Assessor-Collector,,REP,Ronnie Keister,973,20,748,205
Lubbock,2,County Tax Assessor-Collector,,REP,Ronnie Keister,823,13,649,161
Lubbock,3,County Tax Assessor-Collector,,REP,Ronnie Keister,603,8,423,172
Lubbock,4,County Tax Assessor-Collector,,REP,Ronnie Keister,225,6,144,75
Lubbock,5,County Tax Assessor-Collector,,REP,Ronnie Keister,256,2,189,65
Lubbock,6,County Tax Assessor-Collector,,REP,Ronnie Keister,184,6,123,55
Lubbock,7,County Tax Assessor-Collector,,REP,Ronnie Keister,1553,30,1285,238
Lubbock,8,County Tax Assessor-Collector,,REP,Ronnie Keister,747,2,563,182
Lubbock,9,County Tax Assessor-Collector,,REP,Ronnie Keister,1278,55,1067,156
Lubbock,10,County Tax Assessor-Collector,,REP,Ronnie Keister,239,0,168,71
Lubbock,11,County Tax Assessor-Collector,,REP,Ronnie Keister,54,0,43,11
Lubbock,12,County Tax Assessor-Collector,,REP,Ronnie Keister,1057,23,883,151
Lubbock,13,County Tax Assessor-Collector,,REP,Ronnie Keister,320,5,259,56
Lubbock,14,County Tax Assessor-Collector,,REP,Ronnie Keister,556,8,438,110
Lubbock,15,County Tax Assessor-Collector,,REP,Ronnie Keister,1044,12,836,196
Lubbock,17,County Tax Assessor-Collector,,REP,Ronnie Keister,851,14,630,207
Lubbock,19,County Tax Assessor-Collector,,REP,Ronnie Keister,222,6,154,62
Lubbock,20,County Tax Assessor-Collector,,REP,Ronnie Keister,149,2,103,44
Lubbock,21,County Tax Assessor-Collector,,REP,Ronnie Keister,757,11,562,184
Lubbock,22,County Tax Assessor-Collector,,REP,Ronnie Keister,1224,31,947,246
Lubbock,23,County Tax Assessor-Collector,,REP,Ronnie Keister,618,11,480,127
Lubbock,24,County Tax Assessor-Collector,,REP,Ronnie Keister,659,10,474,175
Lubbock,25,County Tax Assessor-Collector,,REP,Ronnie Keister,287,2,219,66
Lubbock,26,County Tax Assessor-Collector,,REP,Ronnie Keister,679,6,508,165
Lubbock,27,County Tax Assessor-Collector,,REP,Ronnie Keister,1145,19,846,280
Lubbock,28,County Tax Assessor-Collector,,REP,Ronnie Keister,992,25,802,165
Lubbock,29,County Tax Assessor-Collector,,REP,Ronnie Keister,893,17,681,195
Lubbock,30,County Tax Assessor-Collector,,REP,Ronnie Keister,1030,16,794,220
Lubbock,31,County Tax Assessor-Collector,,REP,Ronnie Keister,975,12,806,157
Lubbock,32,County Tax Assessor-Collector,,REP,Ronnie Keister,1821,9,1483,329
Lubbock,33,County Tax Assessor-Collector,,REP,Ronnie Keister,2536,20,2180,336
Lubbock,34,County Tax Assessor-Collector,,REP,Ronnie Keister,324,2,274,48
Lubbock,35,County Tax Assessor-Collector,,REP,Ronnie Keister,554,5,478,71
Lubbock,36,County Tax Assessor-Collector,,REP,Ronnie Keister,1090,21,879,190
Lubbock,37,County Tax Assessor-Collector,,REP,Ronnie Keister,913,6,798,109
Lubbock,38,County Tax Assessor-Collector,,REP,Ronnie Keister,550,7,400,143
Lubbock,39,County Tax Assessor-Collector,,REP,Ronnie Keister,1200,14,1029,157
Lubbock,40,County Tax Assessor-Collector,,REP,Ronnie Keister,149,2,99,48
Lubbock,41,County Tax Assessor-Collector,,REP,Ronnie Keister,1607,25,1355,227
Lubbock,43,County Tax Assessor-Collector,,REP,Ronnie Keister,397,10,331,56
Lubbock,44,County Tax Assessor-Collector,,REP,Ronnie Keister,719,10,604,105
Lubbock,45,County Tax Assessor-Collector,,REP,Ronnie Keister,277,4,227,46
Lubbock,46,County Tax Assessor-Collector,,REP,Ronnie Keister,2083,13,1728,342
Lubbock,47,County Tax Assessor-Collector,,REP,Ronnie Keister,1129,29,909,191
Lubbock,49,County Tax Assessor-Collector,,REP,Ronnie Keister,406,0,302,104
Lubbock,50,County Tax Assessor-Collector,,REP,Ronnie Keister,397,0,285,112
Lubbock,51,County Tax Assessor-Collector,,REP,Ronnie Keister,74,0,57,17
Lubbock,52,County Tax Assessor-Collector,,REP,Ronnie Keister,1615,23,1281,311
Lubbock,53,County Tax Assessor-Collector,,REP,Ronnie Keister,1199,14,886,299
Lubbock,54,County Tax Assessor-Collector,,REP,Ronnie Keister,1955,56,1722,177
Lubbock,56,County Tax Assessor-Collector,,REP,Ronnie Keister,531,9,446,76
Lubbock,57,County Tax Assessor-Collector,,REP,Ronnie Keister,1932,15,1496,421
Lubbock,58,County Tax Assessor-Collector,,REP,Ronnie Keister,706,21,578,107
Lubbock,59,County Tax Assessor-Collector,,REP,Ronnie Keister,1209,15,951,243
Lubbock,60,County Tax Assessor-Collector,,REP,Ronnie Keister,746,21,636,89
Lubbock,62,County Tax Assessor-Collector,,REP,Ronnie Keister,1173,30,954,189
Lubbock,63,County Tax Assessor-Collector,,REP,Ronnie Keister,76,0,55,21
Lubbock,65,County Tax Assessor-Collector,,REP,Ronnie Keister,483,14,388,81
Lubbock,66,County Tax Assessor-Collector,,REP,Ronnie Keister,1567,52,1391,124
Lubbock,67,County Tax Assessor-Collector,,REP,Ronnie Keister,1068,21,851,196
Lubbock,72,County Tax Assessor-Collector,,REP,Ronnie Keister,1350,16,1090,244
Lubbock,75,County Tax Assessor-Collector,,REP,Ronnie Keister,744,17,650,77
Lubbock,76,County Tax Assessor-Collector,,REP,Ronnie Keister,1283,7,1032,244
Lubbock,78,County Tax Assessor-Collector,,REP,Ronnie Keister,2209,47,1949,213
Lubbock,92,County Tax Assessor-Collector,,REP,Ronnie Keister,315,3,239,73
Lubbock,102,County Tax Assessor-Collector,,REP,Ronnie Keister,388,6,324,58
Lubbock,103,County Tax Assessor-Collector,,REP,Ronnie Keister,323,3,278,42
Lubbock,104,County Tax Assessor-Collector,,REP,Ronnie Keister,673,9,585,79
Lubbock,108,County Tax Assessor-Collector,,REP,Ronnie Keister,642,2,481,159
Lubbock,109,County Tax Assessor-Collector,,REP,Ronnie Keister,2498,51,2185,262
Lubbock,110,County Tax Assessor-Collector,,REP,Ronnie Keister,3107,69,2769,269
Lubbock,111,County Tax Assessor-Collector,,REP,Ronnie Keister,2071,20,1753,298
Lubbock,112,County Tax Assessor-Collector,,REP,Ronnie Keister,1039,31,824,184
Lubbock,113,County Tax Assessor-Collector,,REP,Ronnie Keister,1225,6,933,286
Lubbock,114,County Tax Assessor-Collector,,REP,Ronnie Keister,278,4,209,65
Lubbock,118,County Tax Assessor-Collector,,REP,Ronnie Keister,773,21,605,147
Lubbock,119,County Tax Assessor-Collector,,REP,Ronnie Keister,1340,8,1042,290
Lubbock,120,County Tax Assessor-Collector,,REP,Ronnie Keister,2154,33,1801,320
Lubbock,121,County Tax Assessor-Collector,,REP,Ronnie Keister,2853,24,2415,414
Lubbock,122,County Tax Assessor-Collector,,REP,Ronnie Keister,845,16,650,179
Lubbock,123,County Tax Assessor-Collector,,REP,Ronnie Keister,986,29,840,117
Lubbock,124,County Tax Assessor-Collector,,REP,Ronnie Keister,1113,23,933,157
Lubbock,125,County Tax Assessor-Collector,,REP,Ronnie Keister,1223,34,1065,124
Lubbock,126,County Tax Assessor-Collector,,REP,Ronnie Keister,634,13,511,110
Lubbock,127,County Tax Assessor-Collector,,REP,Ronnie Keister,1385,53,1142,190
Lubbock,128,County Tax Assessor-Collector,,REP,Ronnie Keister,1169,38,972,159
Lubbock,129,County Tax Assessor-Collector,,REP,Ronnie Keister,1980,40,1653,287
Lubbock,135,County Tax Assessor-Collector,,REP,Ronnie Keister,505,13,430,62
Lubbock,138,County Tax Assessor-Collector,,REP,Ronnie Keister,383,1,336,46
Lubbock,139,County Tax Assessor-Collector,,REP,Ronnie Keister,1330,23,1134,173
Lubbock,140,County Tax Assessor-Collector,,REP,Ronnie Keister,1911,29,1621,261
Lubbock,141,County Tax Assessor-Collector,,REP,Ronnie Keister,1379,21,1148,210
Lubbock,142,County Tax Assessor-Collector,,REP,Ronnie Keister,55,0,48,7
Lubbock,151,County Tax Assessor-Collector,,REP,Ronnie Keister,655,7,522,126
Lubbock,152,County Tax Assessor-Collector,,REP,Ronnie Keister,612,7,517,88
Lubbock,153,County Tax Assessor-Collector,,REP,Ronnie Keister,234,5,160,69
Lubbock,154,County Tax Assessor-Collector,,REP,Ronnie Keister,2257,32,1842,383
Lubbock,155,County Tax Assessor-Collector,,REP,Ronnie Keister,1694,20,1512,162
Lubbock,178,County Tax Assessor-Collector,,REP,Ronnie Keister,212,7,179,26
Lubbock,1,District Judge,,REP,Douglas H. Freitag,955,17,739,199
Lubbock,2,District Judge,,REP,Douglas H. Freitag,791,13,626,152
Lubbock,3,District Judge,,REP,Douglas H. Freitag,583,8,412,163
Lubbock,4,District Judge,,REP,Douglas H. Freitag,221,5,142,74
Lubbock,5,District Judge,,REP,Douglas H. Freitag,247,2,181,64
Lubbock,6,District Judge,,REP,Douglas H. Freitag,168,3,110,55
Lubbock,7,District Judge,,REP,Douglas H. Freitag,1526,24,1262,240
Lubbock,8,District Judge,,REP,Douglas H. Freitag,752,2,561,189
Lubbock,9,District Judge,,REP,Douglas H. Freitag,1247,52,1041,154
Lubbock,10,District Judge,,REP,Douglas H. Freitag,226,0,158,68
Lubbock,11,District Judge,,REP,Douglas H. Freitag,53,0,43,10
Lubbock,12,District Judge,,REP,Douglas H. Freitag,1043,21,872,150
Lubbock,13,District Judge,,REP,Douglas H. Freitag,311,4,250,57
Lubbock,14,District Judge,,REP,Douglas H. Freitag,541,8,426,107
Lubbock,15,District Judge,,REP,Douglas H. Freitag,990,11,789,190
Lubbock,17,District Judge,,REP,Douglas H. Freitag,823,12,609,202
Lubbock,19,District Judge,,REP,Douglas H. Freitag,207,5,145,57
Lubbock,20,District Judge,,REP,Douglas H. Freitag,137,0,94,43
