county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee
Guadalupe,226,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,6,4,2,0
Guadalupe,226,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,8,2,5,1
Guadalupe,226,RAILROAD COMMISSIONER,,Write-ins,,0,0,0,0
Guadalupe,226,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,226,RAILROAD COMMISSIONER,,Under Votes,,10,6,4,0
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,145,26,111,8
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,70,24,45,1
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,9,6,3,0
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,147,29,110,8
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,69,22,46,1
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,8,5,3,0
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,141,27,106,8
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,67,22,44,1
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,6,3,3,0
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,226,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,10,4,6,0
Guadalupe,226,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,148,29,111,8
Guadalupe,226,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,68,23,44,1
Guadalupe,226,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,226,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,8,4,4,0
Guadalupe,226,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,148,28,112,8
Guadalupe,226,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,68,23,44,1
Guadalupe,226,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,226,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,8,5,3,0
Guadalupe,226,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,150,29,113,8
Guadalupe,226,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,67,23,43,1
Guadalupe,226,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,226,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,7,4,3,0
Guadalupe,226,State House,44,Alan Schoolcraft,Rep,135,26,102,7
Guadalupe,226,State House,44,Eric Norman,Dem,77,23,52,2
Guadalupe,226,State House,44,Over Votes,,0,0,0,0
Guadalupe,226,State House,44,Under Votes,,12,7,5,0
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,142,26,108,8
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,69,22,46,1
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,13,8,5,0
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,142,24,110,8
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,71,26,44,1
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,11,6,5,0
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,140,26,106,8
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,73,24,48,1
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,11,6,5,0
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,173,42,123,8
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,51,14,36,1
Guadalupe,226,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,170,41,121,8
Guadalupe,226,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,226,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,54,15,38,1
Guadalupe,226,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,170,42,120,8
Guadalupe,226,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,226,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,54,14,39,1
Guadalupe,226,COUNTY ATTORNEY,,David Willborn,Rep,169,41,120,8
Guadalupe,226,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,226,COUNTY ATTORNEY,,Under Votes,,55,15,39,1
Guadalupe,226,SHERIFF,,Joshua Ray,Rep,170,42,120,8
Guadalupe,226,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,226,SHERIFF,,Under Votes,,54,14,39,1
Guadalupe,226,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,147,29,110,8
Guadalupe,226,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,68,22,45,1
Guadalupe,226,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,226,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,9,5,4,0
Guadalupe,226,"CONSTABLE, PRECINCT NO. 2",,Mark Reyes,Rep,166,40,118,8
Guadalupe,226,"CONSTABLE, PRECINCT NO. 2",,Over Votes,,0,0,0,0
Guadalupe,226,"CONSTABLE, PRECINCT NO. 2",,Under Votes,,58,16,41,1
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,120,34,80,6
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,226,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,104,22,79,3
Guadalupe,227,Registered Voters,,,,630,,,
Guadalupe,227,Ballots Cast,,,,418,75,327,16
Guadalupe,227,PRESIDENT,,Donald J. Trump,Rep,307,54,247,6
Guadalupe,227,PRESIDENT,,Kamala D. Harris,Dem,103,18,75,10
Guadalupe,227,PRESIDENT,,Chase Oliver,Lib,0,0,0,0
Guadalupe,227,PRESIDENT,,Jill Stein,Gre,2,0,2,0
Guadalupe,227,PRESIDENT,,Write-ins,,3,2,1,0
Guadalupe,227,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,227,PRESIDENT,,Under Votes,,3,1,2,0
Guadalupe,227,U.S. Senate,,Ted Cruz,Rep,290,50,234,6
Guadalupe,227,U.S. Senate,,Collin Allred,Dem,112,20,82,10
Guadalupe,227,U.S. Senate,,Ted Brown,Lib,6,2,4,0
Guadalupe,227,U.S. Senate,,Write-ins,,2,1,1,0
Guadalupe,227,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,227,U.S. Senate,,Under Votes,,8,2,6,0
Guadalupe,227,U.S. House,15,Monica De La Cruz,Rep,314,59,248,7
Guadalupe,227,U.S. House,15,Michelle Vallejo,Dem,93,14,70,9
Guadalupe,227,U.S. House,15,Over Votes,,0,0,0,0
Guadalupe,227,U.S. House,15,Under Votes,,11,2,9,0
Guadalupe,227,RAILROAD COMMISSIONER,,Christi Craddick,Rep,290,51,233,6
Guadalupe,227,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,85,15,61,9
Guadalupe,227,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,17,2,15,0
Guadalupe,227,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,7,3,4,0
Guadalupe,227,RAILROAD COMMISSIONER,,Write-ins,,0,0,0,0
Guadalupe,227,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,227,RAILROAD COMMISSIONER,,Under Votes,,19,4,14,1
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,298,50,242,6
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,100,21,70,9
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,20,4,15,1
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,298,52,240,6
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,99,19,71,9
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,21,4,16,1
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,288,49,233,6
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,96,16,71,9
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,15,5,10,0
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,227,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,19,5,13,1
Guadalupe,227,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,302,51,245,6
Guadalupe,227,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,98,19,70,9
Guadalupe,227,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,227,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,18,5,12,1
Guadalupe,227,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,301,51,244,6
Guadalupe,227,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,96,18,69,9
Guadalupe,227,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,227,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,21,6,14,1
Guadalupe,227,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,299,52,241,6
Guadalupe,227,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,98,19,70,9
Guadalupe,227,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,227,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,21,4,16,1
Guadalupe,227,State Senate,25,Donna Campbell,Rep,313,56,250,7
Guadalupe,227,State Senate,25,Merrie Fox,Dem,87,15,64,8
Guadalupe,227,State Senate,25,Over Votes,,0,0,0,0
Guadalupe,227,State Senate,25,Under Votes,,18,4,13,1
Guadalupe,227,State House,44,Alan Schoolcraft,Rep,271,47,218,6
Guadalupe,227,State House,44,Eric Norman,Dem,119,22,88,9
Guadalupe,227,State House,44,Over Votes,,0,0,0,0
Guadalupe,227,State House,44,Under Votes,,28,6,21,1
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,301,49,246,6
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,96,20,67,9
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,21,6,14,1
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,300,50,244,6
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,96,21,68,7
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,22,4,15,3
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,292,49,238,5
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,103,23,71,9
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,23,3,18,2
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,336,60,266,10
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,82,15,61,6
Guadalupe,227,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,334,59,264,11
Guadalupe,227,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,227,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,84,16,63,5
Guadalupe,227,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,331,59,261,11
Guadalupe,227,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,227,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,87,16,66,5
Guadalupe,227,COUNTY ATTORNEY,,David Willborn,Rep,334,58,265,11
Guadalupe,227,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,227,COUNTY ATTORNEY,,Under Votes,,84,17,62,5
Guadalupe,227,SHERIFF,,Joshua Ray,Rep,331,59,261,11
Guadalupe,227,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,227,SHERIFF,,Under Votes,,87,16,66,5
Guadalupe,227,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,311,53,248,10
Guadalupe,227,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,84,17,61,6
Guadalupe,227,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,227,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,23,5,18,0
Guadalupe,227,"CONSTABLE, PRECINCT NO. 2",,Mark Reyes,Rep,335,61,264,10
Guadalupe,227,"CONSTABLE, PRECINCT NO. 2",,Over Votes,,0,0,0,0
Guadalupe,227,"CONSTABLE, PRECINCT NO. 2",,Under Votes,,83,14,63,6
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,180,40,128,12
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,227,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,238,35,199,4
Guadalupe,228,Registered Voters,,,,830,,,
Guadalupe,228,Ballots Cast,,,,582,242,307,33
Guadalupe,228,PRESIDENT,,Donald J. Trump,Rep,388,163,208,17
Guadalupe,228,PRESIDENT,,Kamala D. Harris,Dem,186,75,95,16
Guadalupe,228,PRESIDENT,,Chase Oliver,Lib,3,2,1,0
Guadalupe,228,PRESIDENT,,Jill Stein,Gre,2,1,1,0
Guadalupe,228,PRESIDENT,,Write-ins,,0,0,0,0
Guadalupe,228,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,228,PRESIDENT,,Under Votes,,3,1,2,0
Guadalupe,228,U.S. Senate,,Ted Cruz,Rep,381,154,209,18
Guadalupe,228,U.S. Senate,,Collin Allred,Dem,191,84,92,15
Guadalupe,228,U.S. Senate,,Ted Brown,Lib,2,0,2,0
Guadalupe,228,U.S. Senate,,Write-ins,,0,0,0,0
Guadalupe,228,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,228,U.S. Senate,,Under Votes,,8,4,4,0
Guadalupe,228,U.S. House,15,Monica De La Cruz,Rep,390,162,210,18
Guadalupe,228,U.S. House,15,Michelle Vallejo,Dem,171,70,86,15
Guadalupe,228,U.S. House,15,Over Votes,,0,0,0,0
Guadalupe,228,U.S. House,15,Under Votes,,21,10,11,0
Guadalupe,228,RAILROAD COMMISSIONER,,Christi Craddick,Rep,377,154,206,17
Guadalupe,228,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,156,60,83,13
Guadalupe,228,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,10,9,1,0
Guadalupe,228,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,13,8,5,0
Guadalupe,228,RAILROAD COMMISSIONER,,Write-ins,,0,0,0,0
Guadalupe,228,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,228,RAILROAD COMMISSIONER,,Under Votes,,26,11,12,3
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,389,161,211,17
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,164,66,85,13
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,29,15,11,3
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,385,160,208,17
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,166,68,85,13
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,31,14,14,3
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,377,155,205,17
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,165,67,85,13
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,15,10,5,0
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,228,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,25,10,12,3
Guadalupe,228,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,380,157,206,17
Guadalupe,228,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,172,70,89,13
Guadalupe,228,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,228,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,30,15,12,3
Guadalupe,228,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,386,160,209,17
Guadalupe,228,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,168,69,86,13
Guadalupe,228,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,228,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,28,13,12,3
Guadalupe,228,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,390,164,209,17
Guadalupe,228,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,165,65,87,13
Guadalupe,228,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,228,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,27,13,11,3
Guadalupe,228,State House,44,Alan Schoolcraft,Rep,371,156,200,15
Guadalupe,228,State House,44,Eric Norman,Dem,179,73,91,15
Guadalupe,228,State House,44,Over Votes,,0,0,0,0
Guadalupe,228,State House,44,Under Votes,,32,13,16,3
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,373,153,203,17
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,176,73,90,13
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,33,16,14,3
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,371,150,203,18
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,178,76,90,12
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,33,16,14,3
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,375,157,201,17
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,174,70,91,13
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,33,15,15,3
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,420,175,226,19
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,162,67,81,14
Guadalupe,228,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,414,172,223,19
Guadalupe,228,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,228,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,168,70,84,14
Guadalupe,228,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,413,173,221,19
Guadalupe,228,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,228,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,169,69,86,14
Guadalupe,228,COUNTY ATTORNEY,,David Willborn,Rep,413,176,218,19
Guadalupe,228,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,228,COUNTY ATTORNEY,,Under Votes,,169,66,89,14
Guadalupe,228,SHERIFF,,Joshua Ray,Rep,424,176,228,20
Guadalupe,228,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,228,SHERIFF,,Under Votes,,158,66,79,13
Guadalupe,228,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,393,166,209,18
Guadalupe,228,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,153,60,83,10
Guadalupe,228,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,228,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,36,16,15,5
Guadalupe,228,"CONSTABLE, PRECINCT NO. 2",,Mark Reyes,Rep,415,172,224,19
Guadalupe,228,"CONSTABLE, PRECINCT NO. 2",,Over Votes,,0,0,0,0
Guadalupe,228,"CONSTABLE, PRECINCT NO. 2",,Under Votes,,167,70,83,14
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,256,118,121,17
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,228,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,326,124,186,16
Guadalupe,229 SEG6 SISD,Registered Voters,,,,211,,,
Guadalupe,229 SEG6 SISD,Ballots Cast,,,,108,23,68,17
Guadalupe,229 SEG6 SISD,PRESIDENT,,Donald J. Trump,Rep,68,14,47,7
Guadalupe,229 SEG6 SISD,PRESIDENT,,Kamala D. Harris,Dem,39,8,21,10
Guadalupe,229 SEG6 SISD,PRESIDENT,,Chase Oliver,Lib,0,0,0,0
Guadalupe,229 SEG6 SISD,PRESIDENT,,Jill Stein,Gre,1,1,0,0
Guadalupe,229 SEG6 SISD,PRESIDENT,,Write-ins,,0,0,0,0
Guadalupe,229 SEG6 SISD,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,229 SEG6 SISD,PRESIDENT,,Under Votes,,0,0,0,0
Guadalupe,229 SEG6 SISD,U.S. Senate,,Ted Cruz,Rep,55,11,38,6
Guadalupe,229 SEG6 SISD,U.S. Senate,,Collin Allred,Dem,48,11,26,11
Guadalupe,229 SEG6 SISD,U.S. Senate,,Ted Brown,Lib,1,1,0,0
Guadalupe,229 SEG6 SISD,U.S. Senate,,Write-ins,,0,0,0,0
Guadalupe,229 SEG6 SISD,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,229 SEG6 SISD,U.S. Senate,,Under Votes,,4,0,4,0
Guadalupe,229 SEG6 SISD,U.S. House,15,Monica De La Cruz,Rep,57,15,34,8
Guadalupe,229 SEG6 SISD,U.S. House,15,Michelle Vallejo,Dem,42,8,25,9
Guadalupe,229 SEG6 SISD,U.S. House,15,Over Votes,,0,0,0,0
Guadalupe,229 SEG6 SISD,U.S. House,15,Under Votes,,9,0,9,0
