county,precinct,office,district,party,candidate,votes,absentee,early,election,provisional
Gregg,01,Ballots Cast,,,,1208,,,,
Gregg,02,Ballots Cast,,,,2595,,,,
Gregg,03,Ballots Cast,,,,1434,,,,
Gregg,04,Ballots Cast,,,,2628,,,,
Gregg,05,Ballots Cast,,,,2877,,,,
Gregg,06,Ballots Cast,,,,1919,,,,
Gregg,07,Ballots Cast,,,,2253,,,,
Gregg,08,Ballots Cast,,,,3092,,,,
Gregg,09,Ballots Cast,,,,2903,,,,
Gregg,10,Ballots Cast,,,,2577,,,,
Gregg,11,Ballots Cast,,,,2901,,,,
Gregg,12,Ballots Cast,,,,3400,,,,
Gregg,13,Ballots Cast,,,,1977,,,,
Gregg,14,Ballots Cast,,,,3325,,,,
Gregg,15,Ballots Cast,,,,882,,,,
Gregg,16,Ballots Cast,,,,2835,,,,
Gregg,17,Ballots Cast,,,,515,,,,
Gregg,18,Ballots Cast,,,,2268,,,,
Gregg,19,Ballots Cast,,,,1647,,,,
Gregg,20,Ballots Cast,,,,1350,,,,
Gregg,21,Ballots Cast,,,,2388,,,,
Gregg,01,COUNTY COMMISSIONER PRECINCT 1,,REP,RONNIE MCKINNEY,935,37,746,149,3
Gregg,02,COUNTY COMMISSIONER PRECINCT 1,,REP,RONNIE MCKINNEY,1990,148,1557,280,5
Gregg,03,COUNTY COMMISSIONER PRECINCT 1,,REP,RONNIE MCKINNEY,1113,60,908,145,0
Gregg,04,COUNTY COMMISSIONER PRECINCT 1,,REP,RONNIE MCKINNEY,2196,104,1796,288,8
Gregg,05,COUNTY COMMISSIONER PRECINCT 1,,REP,RONNIE MCKINNEY,2396,64,2005,322,5
Gregg,06,COUNTY COMMISSIONER PRECINCT 1,,REP,RONNIE MCKINNEY,1691,48,1342,300,1
Gregg,07,COUNTY COMMISSIONER PRECINCT 1,,REP,RONNIE MCKINNEY,1943,48,1533,361,1
Gregg,12,COUNTY COMMISSIONER PRECINCT 3,,REP,FLOYD WINGO,3047,56,2604,384,3
Gregg,13,COUNTY COMMISSIONER PRECINCT 3,,REP,FLOYD WINGO,1607,53,1153,399,2
Gregg,14,COUNTY COMMISSIONER PRECINCT 3,,REP,FLOYD WINGO,2946,65,2211,660,10
Gregg,15,COUNTY COMMISSIONER PRECINCT 3,,REP,FLOYD WINGO,681,9,489,182,1
Gregg,16,COUNTY COMMISSIONER PRECINCT 3,,REP,FLOYD WINGO,2454,57,1976,418,3
Gregg,01,COUNTY CONSTABLE PRECINCT 1,,REP,MIKE GRISHAM,940,38,748,150,4
Gregg,02,COUNTY CONSTABLE PRECINCT 1,,REP,MIKE GRISHAM,2002,146,1565,286,5
Gregg,03,COUNTY CONSTABLE PRECINCT 1,,REP,MIKE GRISHAM,1110,62,904,144,0
Gregg,04,COUNTY CONSTABLE PRECINCT 1,,REP,MIKE GRISHAM,2194,104,1794,289,7
Gregg,05,COUNTY CONSTABLE PRECINCT 1,,REP,MIKE GRISHAM,2391,60,2000,326,5
Gregg,06,COUNTY CONSTABLE PRECINCT 1,,REP,MIKE GRISHAM,1692,47,1345,299,1
Gregg,07,COUNTY CONSTABLE PRECINCT 1,,REP,MIKE GRISHAM,1944,49,1531,363,1
Gregg,08,COUNTY CONSTABLE PRECINCT 2,,REP,ROGER ASKEW,2504,71,2051,380,2
Gregg,09,COUNTY CONSTABLE PRECINCT 2,,REP,ROGER ASKEW,2256,94,1835,324,3
Gregg,10,COUNTY CONSTABLE PRECINCT 2,,REP,ROGER ASKEW,1872,57,1389,425,1
Gregg,11,COUNTY CONSTABLE PRECINCT 2,,REP,ROGER ASKEW,2341,86,1854,399,2
Gregg,12,COUNTY CONSTABLE PRECINCT 3,,REP,JOHN SLAGLE,3019,57,2576,383,3
Gregg,13,COUNTY CONSTABLE PRECINCT 3,,REP,JOHN SLAGLE,1601,51,1155,393,2
Gregg,14,COUNTY CONSTABLE PRECINCT 3,,REP,JOHN SLAGLE,2963,67,2222,664,10
Gregg,15,COUNTY CONSTABLE PRECINCT 3,,REP,JOHN SLAGLE,686,9,490,186,1
Gregg,16,COUNTY CONSTABLE PRECINCT 3,,REP,JOHN SLAGLE,2467,60,1981,423,3
Gregg,17,COUNTY CONSTABLE PRECINCT 4,,DEM,DANNY CRAIG II,321,23,211,87,0
Gregg,18,COUNTY CONSTABLE PRECINCT 4,,DEM,DANNY CRAIG II,1492,107,1154,228,3
Gregg,19,COUNTY CONSTABLE PRECINCT 4,,DEM,DANNY CRAIG II,1428,137,913,371,7
Gregg,20,COUNTY CONSTABLE PRECINCT 4,,DEM,DANNY CRAIG II,1050,64,691,291,4
Gregg,21,COUNTY CONSTABLE PRECINCT 4,,DEM,DANNY CRAIG II,1505,108,1056,337,4
Gregg,01,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,960,39,766,151,4
Gregg,02,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,2037,149,1598,285,5
Gregg,03,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,1134,65,925,144,0
Gregg,04,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,2215,104,1814,289,8
Gregg,05,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,2412,68,2017,322,5
Gregg,06,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,1705,48,1354,302,1
Gregg,07,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,1964,47,1549,367,1
Gregg,08,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,2532,77,2069,384,2
Gregg,09,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,2297,100,1868,326,3
Gregg,10,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,1894,59,1401,433,1
Gregg,11,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,2371,87,1885,397,2
Gregg,12,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,3064,57,2613,391,3
Gregg,13,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,1631,53,1174,402,2
Gregg,14,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,2978,67,2234,666,11
Gregg,15,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,696,11,499,185,1
Gregg,16,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,2496,60,2009,424,3
Gregg,17,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,342,14,247,81,0
Gregg,18,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,1511,61,1225,222,3
Gregg,19,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,665,50,387,224,4
Gregg,20,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,670,33,455,180,2
Gregg,21,COUNTY TAX ASSESSOR-COLLECTOR,,REP,MICHELLE TERRY,1567,103,1168,293,3
Gregg,01,DISTRICT JUDGE,,REP,ALFONSO CHARLES,956,39,766,147,4
Gregg,02,DISTRICT JUDGE,,REP,ALFONSO CHARLES,2029,146,1593,284,6
Gregg,03,DISTRICT JUDGE,,REP,ALFONSO CHARLES,1123,63,914,146,0
Gregg,04,DISTRICT JUDGE,,REP,ALFONSO CHARLES,2198,104,1797,288,9
Gregg,05,DISTRICT JUDGE,,REP,ALFONSO CHARLES,2392,67,1996,324,5
Gregg,06,DISTRICT JUDGE,,REP,ALFONSO CHARLES,1694,46,1351,296,1
Gregg,07,DISTRICT JUDGE,,REP,ALFONSO CHARLES,1935,48,1525,361,1
Gregg,08,DISTRICT JUDGE,,REP,ALFONSO CHARLES,2512,75,2050,385,2
Gregg,09,DISTRICT JUDGE,,REP,ALFONSO CHARLES,2275,99,1853,320,3
Gregg,10,DISTRICT JUDGE,,REP,ALFONSO CHARLES,1875,58,1388,428,1
Gregg,11,DISTRICT JUDGE,,REP,ALFONSO CHARLES,2332,86,1848,396,2
Gregg,12,DISTRICT JUDGE,,REP,ALFONSO CHARLES,3044,60,2596,385,3
Gregg,13,DISTRICT JUDGE,,REP,ALFONSO CHARLES,1620,51,1168,399,2
Gregg,14,DISTRICT JUDGE,,REP,ALFONSO CHARLES,2945,63,2209,663,10
Gregg,15,DISTRICT JUDGE,,REP,ALFONSO CHARLES,687,10,491,185,1
Gregg,16,DISTRICT JUDGE,,REP,ALFONSO CHARLES,2477,59,1995,420,3
Gregg,17,DISTRICT JUDGE,,REP,ALFONSO CHARLES,340,16,244,80,0
Gregg,18,DISTRICT JUDGE,,REP,ALFONSO CHARLES,1467,55,1194,215,3
Gregg,19,DISTRICT JUDGE,,REP,ALFONSO CHARLES,644,48,369,224,3
Gregg,20,DISTRICT JUDGE,,REP,ALFONSO CHARLES,678,31,453,191,3
Gregg,21,DISTRICT JUDGE,,REP,ALFONSO CHARLES,1539,101,1144,292,2
Gregg,01,JUDGE,,DEM,CHIKA ANYIAM,331,31,241,55,4
Gregg,02,JUDGE,,DEM,CHIKA ANYIAM,673,69,476,122,6
Gregg,03,JUDGE,,DEM,CHIKA ANYIAM,368,35,264,68,1
Gregg,04,JUDGE,,DEM,CHIKA ANYIAM,498,48,389,60,1
Gregg,05,JUDGE,,DEM,CHIKA ANYIAM,581,16,437,126,2
Gregg,06,JUDGE,,DEM,CHIKA ANYIAM,269,12,192,65,0
Gregg,07,JUDGE,,DEM,CHIKA ANYIAM,351,20,239,92,0
Gregg,08,JUDGE,,DEM,CHIKA ANYIAM,686,34,501,149,2
Gregg,09,JUDGE,,DEM,CHIKA ANYIAM,788,50,621,116,1
Gregg,10,JUDGE,,DEM,CHIKA ANYIAM,837,38,581,218,0
Gregg,11,JUDGE,,DEM,CHIKA ANYIAM,644,30,491,123,0
Gregg,12,JUDGE,,DEM,CHIKA ANYIAM,364,15,284,64,1
Gregg,13,JUDGE,,DEM,CHIKA ANYIAM,368,32,222,113,1
Gregg,14,JUDGE,,DEM,CHIKA ANYIAM,408,36,267,103,2
Gregg,15,JUDGE,,DEM,CHIKA ANYIAM,244,15,150,79,0
Gregg,16,JUDGE,,DEM,CHIKA ANYIAM,426,19,295,110,2
Gregg,17,JUDGE,,DEM,CHIKA ANYIAM,201,23,125,53,0
Gregg,18,JUDGE,,DEM,CHIKA ANYIAM,994,88,755,151,0
Gregg,19,JUDGE,,DEM,CHIKA ANYIAM,1245,133,807,302,3
Gregg,20,JUDGE,,DEM,CHIKA ANYIAM,844,57,564,220,3
Gregg,21,JUDGE,,DEM,CHIKA ANYIAM,1023,88,698,232,5
Gregg,01,JUDGE,,REP,GINA PARKER,839,34,679,124,2
Gregg,02,JUDGE,,REP,GINA PARKER,1785,148,1402,231,4
Gregg,03,JUDGE,,REP,GINA PARKER,986,59,809,118,0
Gregg,04,JUDGE,,REP,GINA PARKER,2036,89,1681,257,9
Gregg,05,JUDGE,,REP,GINA PARKER,2184,66,1846,269,3
Gregg,06,JUDGE,,REP,GINA PARKER,1604,52,1292,259,1
Gregg,07,JUDGE,,REP,GINA PARKER,1802,45,1448,308,1
Gregg,08,JUDGE,,REP,GINA PARKER,2265,67,1875,321,2
Gregg,09,JUDGE,,REP,GINA PARKER,1983,90,1629,262,2
Gregg,10,JUDGE,,REP,GINA PARKER,1580,54,1194,331,1
Gregg,11,JUDGE,,REP,GINA PARKER,2112,80,1691,339,2
Gregg,12,JUDGE,,REP,GINA PARKER,2919,63,2504,350,2
Gregg,13,JUDGE,,REP,GINA PARKER,1518,38,1117,361,2
Gregg,14,JUDGE,,REP,GINA PARKER,2808,58,2129,611,10
Gregg,15,JUDGE,,REP,GINA PARKER,605,13,436,155,1
Gregg,16,JUDGE,,REP,GINA PARKER,2306,56,1878,369,3
Gregg,17,JUDGE,,REP,GINA PARKER,294,9,221,64,0
Gregg,18,JUDGE,,REP,GINA PARKER,1184,38,991,152,3
Gregg,19,JUDGE,,REP,GINA PARKER,306,20,173,111,2
Gregg,20,JUDGE,,REP,GINA PARKER,431,21,298,111,1
Gregg,21,JUDGE,,REP,GINA PARKER,1222,67,956,198,1
Gregg,01,JUDGE,,REP,LEE FINLEY,840,33,681,124,2
Gregg,02,JUDGE,,REP,LEE FINLEY,1795,150,1414,226,5
Gregg,03,JUDGE,,REP,LEE FINLEY,994,62,814,118,0
Gregg,04,JUDGE,,REP,LEE FINLEY,2035,89,1678,259,9
Gregg,05,JUDGE,,REP,LEE FINLEY,2175,67,1836,269,3
Gregg,06,JUDGE,,REP,LEE FINLEY,1604,51,1290,262,1
Gregg,07,JUDGE,,REP,LEE FINLEY,1811,47,1452,311,1
Gregg,08,JUDGE,,REP,LEE FINLEY,2273,67,1884,320,2
Gregg,09,JUDGE,,REP,LEE FINLEY,2003,92,1641,268,2
Gregg,10,JUDGE,,REP,LEE FINLEY,1604,56,1212,335,1
Gregg,11,JUDGE,,REP,LEE FINLEY,2125,80,1698,345,2
Gregg,12,JUDGE,,REP,LEE FINLEY,2924,62,2506,353,3
Gregg,13,JUDGE,,REP,LEE FINLEY,1524,39,1123,360,2
Gregg,14,JUDGE,,REP,LEE FINLEY,2829,57,2141,621,10
Gregg,15,JUDGE,,REP,LEE FINLEY,598,13,436,148,1
Gregg,16,JUDGE,,REP,LEE FINLEY,2310,53,1887,367,3
Gregg,17,JUDGE,,REP,LEE FINLEY,289,9,216,64,0
Gregg,18,JUDGE,,REP,LEE FINLEY,1188,40,994,151,3
Gregg,19,JUDGE,,REP,LEE FINLEY,314,19,178,115,2
Gregg,20,JUDGE,,REP,LEE FINLEY,425,20,296,108,1
Gregg,21,JUDGE,,REP,LEE FINLEY,1231,67,963,200,1
Gregg,01,JUDGE,,DEM,NANCY MULDER,337,29,249,55,4
Gregg,02,JUDGE,,DEM,NANCY MULDER,681,72,483,120,6
Gregg,03,JUDGE,,DEM,NANCY MULDER,378,38,271,68,1
Gregg,04,JUDGE,,DEM,NANCY MULDER,508,49,393,65,1
Gregg,05,JUDGE,,DEM,NANCY MULDER,588,18,439,129,2
Gregg,06,JUDGE,,DEM,NANCY MULDER,276,11,193,72,0
Gregg,07,JUDGE,,DEM,NANCY MULDER,369,22,251,96,0
Gregg,08,JUDGE,,DEM,NANCY MULDER,701,33,515,151,2
Gregg,09,JUDGE,,DEM,NANCY MULDER,804,52,629,122,1
Gregg,10,JUDGE,,DEM,NANCY MULDER,864,41,597,226,0
Gregg,11,JUDGE,,DEM,NANCY MULDER,656,30,500,126,0
Gregg,12,JUDGE,,DEM,NANCY MULDER,381,14,293,72,2
Gregg,13,JUDGE,,DEM,NANCY MULDER,384,33,231,119,1
Gregg,14,JUDGE,,DEM,NANCY MULDER,434,35,284,113,2
Gregg,15,JUDGE,,DEM,NANCY MULDER,239,15,152,72,0
Gregg,16,JUDGE,,DEM,NANCY MULDER,434,17,305,110,2
Gregg,17,JUDGE,,DEM,NANCY MULDER,203,23,126,54,0
Gregg,18,JUDGE,,DEM,NANCY MULDER,1001,91,758,152,0
Gregg,19,JUDGE,,DEM,NANCY MULDER,1254,133,816,302,3
Gregg,20,JUDGE,,DEM,NANCY MULDER,851,56,568,224,3
Gregg,21,JUDGE,,DEM,NANCY MULDER,1047,89,716,237,5
Gregg,01,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,333,31,241,57,4
Gregg,02,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,657,68,471,112,6
Gregg,03,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,366,38,263,64,1
Gregg,04,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,504,53,387,62,2
Gregg,05,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,576,19,436,119,2
Gregg,06,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,270,12,187,71,0
Gregg,07,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,355,21,240,93,1
Gregg,08,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,686,31,508,145,2
Gregg,09,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,792,51,616,124,1
Gregg,10,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,841,42,580,219,0
Gregg,11,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,636,33,487,116,0
Gregg,12,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,360,14,282,63,1
Gregg,13,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,377,31,222,123,1
Gregg,14,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,415,34,278,101,2
Gregg,15,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,240,16,148,76,0
Gregg,16,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,428,17,299,110,2
Gregg,17,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,203,22,126,55,0
Gregg,18,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,1012,91,768,152,1
Gregg,19,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,1223,133,799,288,3
Gregg,20,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,831,55,558,215,3
Gregg,21,JUSTICE,,DEM,BONNIE LEE GOLDSTEIN,1012,88,694,225,5
Gregg,01,JUSTICE,,DEM,CHRISTINE VINH WEEMS,346,32,248,62,4
Gregg,02,JUSTICE,,DEM,CHRISTINE VINH WEEMS,696,74,495,121,6
Gregg,03,JUSTICE,,DEM,CHRISTINE VINH WEEMS,382,36,276,69,1
Gregg,04,JUSTICE,,DEM,CHRISTINE VINH WEEMS,521,51,401,68,1
Gregg,05,JUSTICE,,DEM,CHRISTINE VINH WEEMS,602,17,454,129,2
Gregg,06,JUSTICE,,DEM,CHRISTINE VINH WEEMS,291,12,200,79,0
Gregg,07,JUSTICE,,DEM,CHRISTINE VINH WEEMS,375,22,257,95,1
Gregg,08,JUSTICE,,DEM,CHRISTINE VINH WEEMS,720,35,528,155,2
Gregg,09,JUSTICE,,DEM,CHRISTINE VINH WEEMS,822,51,644,126,1
Gregg,10,JUSTICE,,DEM,CHRISTINE VINH WEEMS,881,45,600,236,0
Gregg,11,JUSTICE,,DEM,CHRISTINE VINH WEEMS,673,33,516,124,0
Gregg,12,JUSTICE,,DEM,CHRISTINE VINH WEEMS,391,15,306,69,1
Gregg,13,JUSTICE,,DEM,CHRISTINE VINH WEEMS,392,31,231,129,1
Gregg,14,JUSTICE,,DEM,CHRISTINE VINH WEEMS,429,36,287,104,2
Gregg,15,JUSTICE,,DEM,CHRISTINE VINH WEEMS,246,16,150,80,0
Gregg,16,JUSTICE,,DEM,CHRISTINE VINH WEEMS,458,19,318,119,2
Gregg,17,JUSTICE,,DEM,CHRISTINE VINH WEEMS,211,23,129,59,0
Gregg,18,JUSTICE,,DEM,CHRISTINE VINH WEEMS,1022,90,779,152,1
Gregg,19,JUSTICE,,DEM,CHRISTINE VINH WEEMS,1256,134,815,303,4
Gregg,20,JUSTICE,,DEM,CHRISTINE VINH WEEMS,860,57,580,220,3
Gregg,21,JUSTICE,,DEM,CHRISTINE VINH WEEMS,1044,92,712,235,5
Gregg,01,JUSTICE,,DEM,DASEAN JONES,339,30,245,60,4
Gregg,02,JUSTICE,,DEM,DASEAN JONES,669,72,473,117,7
Gregg,03,JUSTICE,,DEM,DASEAN JONES,381,33,276,71,1
Gregg,04,JUSTICE,,DEM,DASEAN JONES,507,49,393,64,1
Gregg,05,JUSTICE,,DEM,DASEAN JONES,597,17,449,130,1
Gregg,06,JUSTICE,,DEM,DASEAN JONES,279,11,197,71,0
Gregg,07,JUSTICE,,DEM,DASEAN JONES,367,21,248,97,1
Gregg,08,JUSTICE,,DEM,DASEAN JONES,708,34,516,156,2
Gregg,09,JUSTICE,,DEM,DASEAN JONES,815,51,629,134,1
Gregg,10,JUSTICE,,DEM,DASEAN JONES,860,43,583,234,0
Gregg,11,JUSTICE,,DEM,DASEAN JONES,653,31,498,124,0
Gregg,12,JUSTICE,,DEM,DASEAN JONES,379,14,295,69,1
Gregg,13,JUSTICE,,DEM,DASEAN JONES,380,32,228,119,1
Gregg,14,JUSTICE,,DEM,DASEAN JONES,428,35,279,112,2
Gregg,15,JUSTICE,,DEM,DASEAN JONES,248,16,153,79,0
Gregg,16,JUSTICE,,DEM,DASEAN JONES,440,17,307,114,2
Gregg,17,JUSTICE,,DEM,DASEAN JONES,206,23,128,55,0
Gregg,18,JUSTICE,,DEM,DASEAN JONES,1011,88,772,151,0
Gregg,19,JUSTICE,,DEM,DASEAN JONES,1257,135,817,300,5
Gregg,20,JUSTICE,,DEM,DASEAN JONES,851,56,571,221,3
Gregg,21,JUSTICE,,DEM,DASEAN JONES,1028,90,693,240,5
Gregg,01,JUSTICE,,REP,GREGG NEELEY,935,37,745,148,5
Gregg,02,JUSTICE,,REP,GREGG NEELEY,2002,147,1562,288,5
Gregg,03,JUSTICE,,REP,GREGG NEELEY,1115,66,902,147,0
Gregg,04,JUSTICE,,REP,GREGG NEELEY,2184,103,1787,285,9
Gregg,05,JUSTICE,,REP,GREGG NEELEY,2378,65,1986,322,5
Gregg,06,JUSTICE,,REP,GREGG NEELEY,1701,49,1351,300,1
Gregg,07,JUSTICE,,REP,GREGG NEELEY,1943,49,1532,361,1
Gregg,08,JUSTICE,,REP,GREGG NEELEY,2479,73,2027,377,2
Gregg,09,JUSTICE,,REP,GREGG NEELEY,2247,98,1821,325,3
Gregg,10,JUSTICE,,REP,GREGG NEELEY,1858,58,1374,425,1
Gregg,11,JUSTICE,,REP,GREGG NEELEY,2316,89,1836,389,2
Gregg,12,JUSTICE,,REP,GREGG NEELEY,3038,62,2583,390,3
Gregg,13,JUSTICE,,REP,GREGG NEELEY,1615,52,1163,398,2
Gregg,14,JUSTICE,,REP,GREGG NEELEY,2945,64,2211,659,11
Gregg,15,JUSTICE,,REP,GREGG NEELEY,677,10,480,186,1
Gregg,16,JUSTICE,,REP,GREGG NEELEY,2461,58,1982,418,3
Gregg,17,JUSTICE,,REP,GREGG NEELEY,340,15,243,82,0
Gregg,18,JUSTICE,,REP,GREGG NEELEY,1431,53,1162,213,3
Gregg,19,JUSTICE,,REP,GREGG NEELEY,602,49,333,218,2
Gregg,20,JUSTICE,,REP,GREGG NEELEY,637,31,424,180,2
Gregg,21,JUSTICE,,REP,GREGG NEELEY,1514,94,1130,288,2
Gregg,01,JUSTICE,,LIB,J. DAVID ROBERSON,39,1,29,9,0
Gregg,02,JUSTICE,,LIB,J. DAVID ROBERSON,75,3,51,20,1
Gregg,03,JUSTICE,,LIB,J. DAVID ROBERSON,40,0,24,16,0
Gregg,04,JUSTICE,,LIB,J. DAVID ROBERSON,51,0,35,16,0
Gregg,05,JUSTICE,,LIB,J. DAVID ROBERSON,61,0,37,24,0
Gregg,06,JUSTICE,,LIB,J. DAVID ROBERSON,58,0,37,21,0
Gregg,07,JUSTICE,,LIB,J. DAVID ROBERSON,65,1,46,18,0
Gregg,08,JUSTICE,,LIB,J. DAVID ROBERSON,63,0,40,23,0
Gregg,09,JUSTICE,,LIB,J. DAVID ROBERSON,70,0,47,23,0
Gregg,10,JUSTICE,,LIB,J. DAVID ROBERSON,88,1,53,34,0
Gregg,11,JUSTICE,,LIB,J. DAVID ROBERSON,81,2,58,21,0
Gregg,12,JUSTICE,,LIB,J. DAVID ROBERSON,81,0,58,23,0
Gregg,13,JUSTICE,,LIB,J. DAVID ROBERSON,70,2,49,19,0
Gregg,14,JUSTICE,,LIB,J. DAVID ROBERSON,86,1,54,31,0
Gregg,15,JUSTICE,,LIB,J. DAVID ROBERSON,19,0,15,4,0
Gregg,16,JUSTICE,,LIB,J. DAVID ROBERSON,76,1,50,25,0
Gregg,17,JUSTICE,,LIB,J. DAVID ROBERSON,15,1,8,6,0
Gregg,18,JUSTICE,,LIB,J. DAVID ROBERSON,41,0,29,12,0
Gregg,19,JUSTICE,,LIB,J. DAVID ROBERSON,49,2,22,25,0
Gregg,20,JUSTICE,,LIB,J. DAVID ROBERSON,43,2,16,25,0
Gregg,21,JUSTICE,,LIB,J. DAVID ROBERSON,77,4,43,30,0
Gregg,01,JUSTICE,,REP,JANE BLAND,806,33,653,118,2
Gregg,02,JUSTICE,,REP,JANE BLAND,1751,156,1376,216,3
Gregg,03,JUSTICE,,REP,JANE BLAND,968,60,800,108,0
Gregg,04,JUSTICE,,REP,JANE BLAND,1997,90,1653,247,7
Gregg,05,JUSTICE,,REP,JANE BLAND,2141,67,1815,256,3
Gregg,06,JUSTICE,,REP,JANE BLAND,1564,52,1266,245,1
Gregg,07,JUSTICE,,REP,JANE BLAND,1757,45,1413,298,1
Gregg,08,JUSTICE,,REP,JANE BLAND,2230,70,1855,303,2
Gregg,09,JUSTICE,,REP,JANE BLAND,1944,92,1605,244,3
Gregg,10,JUSTICE,,REP,JANE BLAND,1527,54,1162,310,1
Gregg,11,JUSTICE,,REP,JANE BLAND,2067,76,1656,333,2
Gregg,12,JUSTICE,,REP,JANE BLAND,2856,62,2452,339,3
Gregg,13,JUSTICE,,REP,JANE BLAND,1455,39,1078,336,2
Gregg,14,JUSTICE,,REP,JANE BLAND,2746,58,2085,593,10
Gregg,15,JUSTICE,,REP,JANE BLAND,590,13,428,148,1
Gregg,16,JUSTICE,,REP,JANE BLAND,2236,55,1835,343,3
Gregg,17,JUSTICE,,REP,JANE BLAND,280,9,211,60,0
Gregg,18,JUSTICE,,REP,JANE BLAND,1143,40,960,140,3
Gregg,19,JUSTICE,,REP,JANE BLAND,294,18,170,104,2
Gregg,20,JUSTICE,,REP,JANE BLAND,408,20,292,95,1
Gregg,21,JUSTICE,,REP,JANE BLAND,1173,64,928,180,1
Gregg,01,JUSTICE,,REP,JEFF RAMBIN,922,38,737,144,3
Gregg,02,JUSTICE,,REP,JEFF RAMBIN,1971,152,1529,284,6
Gregg,03,JUSTICE,,REP,JEFF RAMBIN,1113,64,903,146,0
Gregg,04,JUSTICE,,REP,JEFF RAMBIN,2171,98,1779,285,9
Gregg,05,JUSTICE,,REP,JEFF RAMBIN,2361,66,1969,321,5
Gregg,06,JUSTICE,,REP,JEFF RAMBIN,1692,51,1343,298,0
Gregg,07,JUSTICE,,REP,JEFF RAMBIN,1937,48,1525,363,1
Gregg,08,JUSTICE,,REP,JEFF RAMBIN,2472,72,2021,377,2
Gregg,09,JUSTICE,,REP,JEFF RAMBIN,2238,100,1812,323,3
Gregg,10,JUSTICE,,REP,JEFF RAMBIN,1847,61,1359,426,1
Gregg,11,JUSTICE,,REP,JEFF RAMBIN,2322,89,1841,390,2
Gregg,12,JUSTICE,,REP,JEFF RAMBIN,3038,63,2585,387,3
Gregg,13,JUSTICE,,REP,JEFF RAMBIN,1615,52,1167,394,2
Gregg,14,JUSTICE,,REP,JEFF RAMBIN,2947,65,2210,662,10
Gregg,15,JUSTICE,,REP,JEFF RAMBIN,675,9,480,185,1
Gregg,16,JUSTICE,,REP,JEFF RAMBIN,2460,58,1979,420,3
Gregg,17,JUSTICE,,REP,JEFF RAMBIN,337,14,241,82,0
Gregg,18,JUSTICE,,REP,JEFF RAMBIN,1416,54,1148,211,3
Gregg,19,JUSTICE,,REP,JEFF RAMBIN,590,44,326,218,2
Gregg,20,JUSTICE,,REP,JEFF RAMBIN,639,33,428,176,2
Gregg,21,JUSTICE,,REP,JEFF RAMBIN,1508,93,1127,285,3
Gregg,01,JUSTICE,,REP,JIMMY BLACKLOCK,839,35,680,122,2
Gregg,02,JUSTICE,,REP,JIMMY BLACKLOCK,1821,157,1428,232,4
Gregg,03,JUSTICE,,REP,JIMMY BLACKLOCK,992,65,811,116,0
Gregg,04,JUSTICE,,REP,JIMMY BLACKLOCK,2049,93,1685,262,9
