county,precinct,office,district,party,candidate,votes,absentee,early_voting,early_voting_provisional,election_day,election_day_provisional
Kaufman,16,Railroad Commissioner,,DEM,Katherine Culbert,309,13,211,0,85,0
Kaufman,17,Railroad Commissioner,,DEM,Katherine Culbert,171,12,125,1,33,0
Kaufman,18,Railroad Commissioner,,DEM,Katherine Culbert,368,8,296,0,64,0
Kaufman,19,Railroad Commissioner,,DEM,Katherine Culbert,465,23,351,0,91,0
Kaufman,20,Railroad Commissioner,,DEM,Katherine Culbert,183,6,121,0,56,0
Kaufman,21,Railroad Commissioner,,DEM,Katherine Culbert,265,14,192,0,59,0
Kaufman,22,Railroad Commissioner,,DEM,Katherine Culbert,111,4,92,0,15,0
Kaufman,23,Railroad Commissioner,,DEM,Katherine Culbert,251,13,189,0,49,0
Kaufman,24,Railroad Commissioner,,DEM,Katherine Culbert,222,15,176,0,31,0
Kaufman,25,Railroad Commissioner,,DEM,Katherine Culbert,181,10,136,1,34,0
Kaufman,26,Railroad Commissioner,,DEM,Katherine Culbert,535,20,347,0,168,0
Kaufman,27,Railroad Commissioner,,DEM,Katherine Culbert,1054,19,875,0,160,0
Kaufman,28,Railroad Commissioner,,DEM,Katherine Culbert,242,8,204,0,30,0
Kaufman,29,Railroad Commissioner,,DEM,Katherine Culbert,1950,24,1406,1,519,0
Kaufman,30,Railroad Commissioner,,DEM,Katherine Culbert,249,8,165,2,74,0
Kaufman,31,Railroad Commissioner,,DEM,Katherine Culbert,451,2,357,0,92,0
Kaufman,32,Railroad Commissioner,,DEM,Katherine Culbert,528,18,429,0,81,0
Kaufman,33,Railroad Commissioner,,DEM,Katherine Culbert,107,3,75,0,29,0
Kaufman,34,Railroad Commissioner,,DEM,Katherine Culbert,1420,29,1083,0,308,0
Kaufman,35,Railroad Commissioner,,DEM,Katherine Culbert,1614,26,1183,1,404,0
Kaufman,36,Railroad Commissioner,,DEM,Katherine Culbert,797,12,635,0,150,0
Kaufman,37,Railroad Commissioner,,DEM,Katherine Culbert,887,10,614,0,263,0
Kaufman,1,Railroad Commissioner,,,Write-in,3,1,2,0,0,0
Kaufman,2,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,3,Railroad Commissioner,,,Write-in,3,1,2,0,0,0
Kaufman,4,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,5,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,6,Railroad Commissioner,,,Write-in,1,0,0,0,1,0
Kaufman,7,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,8,Railroad Commissioner,,,Write-in,2,0,2,0,0,0
Kaufman,9,Railroad Commissioner,,,Write-in,2,0,1,0,1,0
Kaufman,10,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,11,Railroad Commissioner,,,Write-in,1,0,0,0,1,0
Kaufman,12,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,13,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,14,Railroad Commissioner,,,Write-in,2,0,0,0,2,0
Kaufman,15,Railroad Commissioner,,,Write-in,1,0,0,0,1,0
Kaufman,16,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,17,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,18,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,19,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,20,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,21,Railroad Commissioner,,,Write-in,1,0,1,0,0,0
Kaufman,22,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,23,Railroad Commissioner,,,Write-in,1,0,0,0,1,0
Kaufman,24,Railroad Commissioner,,,Write-in,2,0,1,0,1,0
Kaufman,25,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,26,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,27,Railroad Commissioner,,,Write-in,1,0,1,0,0,0
Kaufman,28,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,29,Railroad Commissioner,,,Write-in,3,0,1,0,2,0
Kaufman,30,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,31,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,32,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,33,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,34,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Kaufman,35,Railroad Commissioner,,,Write-in,3,0,2,0,1,0
Kaufman,36,Railroad Commissioner,,,Write-in,2,0,2,0,0,0
Kaufman,37,Railroad Commissioner,,,Write-in,2,1,1,0,0,0
Kaufman,1,Registered Voters,,,,3444,,,,,
Kaufman,2,Registered Voters,,,,1755,,,,,
Kaufman,3,Registered Voters,,,,4320,,,,,
Kaufman,4,Registered Voters,,,,2273,,,,,
Kaufman,5,Registered Voters,,,,2359,,,,,
Kaufman,6,Registered Voters,,,,2572,,,,,
Kaufman,7,Registered Voters,,,,5874,,,,,
Kaufman,8,Registered Voters,,,,2368,,,,,
Kaufman,9,Registered Voters,,,,2135,,,,,
Kaufman,10,Registered Voters,,,,2944,,,,,
Kaufman,11,Registered Voters,,,,2053,,,,,
Kaufman,12,Registered Voters,,,,2301,,,,,
Kaufman,13,Registered Voters,,,,4839,,,,,
Kaufman,14,Registered Voters,,,,6415,,,,,
Kaufman,15,Registered Voters,,,,3175,,,,,
Kaufman,16,Registered Voters,,,,3951,,,,,
Kaufman,17,Registered Voters,,,,1908,,,,,
Kaufman,18,Registered Voters,,,,2744,,,,,
Kaufman,19,Registered Voters,,,,2678,,,,,
Kaufman,20,Registered Voters,,,,1746,,,,,
Kaufman,21,Registered Voters,,,,3087,,,,,
Kaufman,22,Registered Voters,,,,1273,,,,,
Kaufman,23,Registered Voters,,,,1932,,,,,
Kaufman,24,Registered Voters,,,,1521,,,,,
Kaufman,25,Registered Voters,,,,1090,,,,,
Kaufman,26,Registered Voters,,,,2036,,,,,
Kaufman,27,Registered Voters,,,,4398,,,,,
Kaufman,28,Registered Voters,,,,2037,,,,,
Kaufman,29,Registered Voters,,,,5031,,,,,
Kaufman,30,Registered Voters,,,,2369,,,,,
Kaufman,31,Registered Voters,,,,1837,,,,,
Kaufman,32,Registered Voters,,,,2513,,,,,
Kaufman,33,Registered Voters,,,,457,,,,,
Kaufman,34,Registered Voters,,,,5522,,,,,
Kaufman,35,Registered Voters,,,,5472,,,,,
Kaufman,36,Registered Voters,,,,3563,,,,,
Kaufman,37,Registered Voters,,,,2797,,,,,
Kaufman,1,Sheriff,,REP,Bryan Beavers,1499,26,1127,2,344,0
Kaufman,2,Sheriff,,REP,Bryan Beavers,941,20,715,0,206,0
Kaufman,3,Sheriff,,REP,Bryan Beavers,2244,38,1864,2,340,0
Kaufman,4,Sheriff,,REP,Bryan Beavers,1354,17,1162,1,174,0
Kaufman,5,Sheriff,,REP,Bryan Beavers,607,25,440,2,140,0
Kaufman,6,Sheriff,,REP,Bryan Beavers,1451,19,1063,0,369,0
Kaufman,7,Sheriff,,REP,Bryan Beavers,2734,44,2117,3,570,0
Kaufman,8,Sheriff,,REP,Bryan Beavers,971,27,735,1,208,0
Kaufman,9,Sheriff,,REP,Bryan Beavers,1132,16,821,0,294,1
Kaufman,10,Sheriff,,REP,Bryan Beavers,1796,21,1415,0,360,0
Kaufman,11,Sheriff,,REP,Bryan Beavers,973,21,805,0,147,0
Kaufman,12,Sheriff,,REP,Bryan Beavers,1301,15,1070,0,216,0
Kaufman,13,Sheriff,,REP,Bryan Beavers,1974,18,1522,2,432,0
Kaufman,14,Sheriff,,REP,Bryan Beavers,2518,26,1864,0,628,0
Kaufman,15,Sheriff,,REP,Bryan Beavers,1722,21,1401,5,295,0
Kaufman,16,Sheriff,,REP,Bryan Beavers,2288,30,1652,0,606,0
Kaufman,17,Sheriff,,REP,Bryan Beavers,1253,16,947,1,289,0
Kaufman,18,Sheriff,,REP,Bryan Beavers,1537,21,1244,1,271,0
Kaufman,19,Sheriff,,REP,Bryan Beavers,1287,40,974,2,271,0
Kaufman,20,Sheriff,,REP,Bryan Beavers,844,15,664,0,164,1
Kaufman,21,Sheriff,,REP,Bryan Beavers,1538,22,1154,1,361,0
Kaufman,22,Sheriff,,REP,Bryan Beavers,787,16,634,0,137,0
Kaufman,23,Sheriff,,REP,Bryan Beavers,958,9,766,0,183,0
Kaufman,24,Sheriff,,REP,Bryan Beavers,735,19,599,0,117,0
Kaufman,25,Sheriff,,REP,Bryan Beavers,439,9,345,0,85,0
Kaufman,26,Sheriff,,REP,Bryan Beavers,470,12,308,1,149,0
Kaufman,27,Sheriff,,REP,Bryan Beavers,2300,33,1913,0,354,0
Kaufman,28,Sheriff,,REP,Bryan Beavers,1145,19,960,0,166,0
Kaufman,29,Sheriff,,REP,Bryan Beavers,1979,23,1363,1,591,1
Kaufman,30,Sheriff,,REP,Bryan Beavers,1224,16,909,2,297,0
Kaufman,31,Sheriff,,REP,Bryan Beavers,806,7,640,0,159,0
Kaufman,32,Sheriff,,REP,Bryan Beavers,1318,23,1068,0,227,0
Kaufman,33,Sheriff,,REP,Bryan Beavers,159,1,120,0,38,0
Kaufman,34,Sheriff,,REP,Bryan Beavers,2686,45,2066,0,575,0
Kaufman,35,Sheriff,,REP,Bryan Beavers,1745,12,1307,2,424,0
Kaufman,36,Sheriff,,REP,Bryan Beavers,1699,21,1376,3,299,0
Kaufman,37,Sheriff,,REP,Bryan Beavers,1116,11,749,0,356,0
Kaufman,1,State Representative,4,DEM,Alex Bar-Sela,504,28,352,0,124,0
Kaufman,2,State Representative,4,DEM,Alex Bar-Sela,155,5,102,0,48,0
Kaufman,3,State Representative,4,DEM,Alex Bar-Sela,1116,28,895,0,193,0
Kaufman,4,State Representative,4,DEM,Alex Bar-Sela,293,12,246,0,35,0
Kaufman,5,State Representative,4,DEM,Alex Bar-Sela,664,24,478,2,158,2
Kaufman,6,State Representative,4,DEM,Alex Bar-Sela,276,14,188,0,74,0
Kaufman,7,State Representative,4,DEM,Alex Bar-Sela,1872,28,1436,2,405,1
Kaufman,8,State Representative,4,DEM,Alex Bar-Sela,445,4,349,2,90,0
Kaufman,9,State Representative,4,DEM,Alex Bar-Sela,252,7,175,1,69,0
Kaufman,10,State Representative,4,DEM,Alex Bar-Sela,207,4,153,0,50,0
Kaufman,11,State Representative,4,DEM,Alex Bar-Sela,346,13,273,1,59,0
Kaufman,12,State Representative,4,DEM,Alex Bar-Sela,180,6,126,0,48,0
Kaufman,13,State Representative,4,DEM,Alex Bar-Sela,1309,25,1008,0,276,0
Kaufman,14,State Representative,4,DEM,Alex Bar-Sela,2167,43,1665,3,456,0
Kaufman,15,State Representative,4,DEM,Alex Bar-Sela,262,4,205,2,51,0
Kaufman,16,State Representative,4,DEM,Alex Bar-Sela,306,10,205,0,91,0
Kaufman,17,State Representative,4,DEM,Alex Bar-Sela,174,11,120,1,42,0
Kaufman,18,State Representative,4,DEM,Alex Bar-Sela,366,9,293,0,64,0
Kaufman,19,State Representative,4,DEM,Alex Bar-Sela,489,24,356,0,109,0
Kaufman,20,State Representative,4,DEM,Alex Bar-Sela,198,6,132,0,60,0
Kaufman,21,State Representative,4,DEM,Alex Bar-Sela,255,12,182,0,61,0
Kaufman,22,State Representative,4,DEM,Alex Bar-Sela,112,4,91,0,17,0
Kaufman,23,State Representative,4,DEM,Alex Bar-Sela,263,13,198,0,52,0
Kaufman,24,State Representative,4,DEM,Alex Bar-Sela,228,14,183,0,31,0
Kaufman,25,State Representative,4,DEM,Alex Bar-Sela,162,6,119,1,36,0
Kaufman,26,State Representative,4,DEM,Alex Bar-Sela,538,20,347,1,170,0
Kaufman,27,State Representative,4,DEM,Alex Bar-Sela,1029,17,864,0,148,0
Kaufman,28,State Representative,4,DEM,Alex Bar-Sela,236,9,198,0,29,0
Kaufman,29,State Representative,4,DEM,Alex Bar-Sela,2010,26,1414,1,569,0
Kaufman,30,State Representative,4,DEM,Alex Bar-Sela,261,6,172,2,81,0
Kaufman,31,State Representative,4,DEM,Alex Bar-Sela,460,2,362,0,96,0
Kaufman,32,State Representative,4,DEM,Alex Bar-Sela,545,18,437,0,90,0
Kaufman,33,State Representative,4,DEM,Alex Bar-Sela,105,3,73,0,29,0
Kaufman,34,State Representative,4,DEM,Alex Bar-Sela,1441,27,1088,0,326,0
Kaufman,35,State Representative,4,DEM,Alex Bar-Sela,1628,27,1176,2,423,0
Kaufman,36,State Representative,4,DEM,Alex Bar-Sela,799,14,623,0,162,0
Kaufman,37,State Representative,4,DEM,Alex Bar-Sela,905,10,616,0,279,0
Kaufman,1,State Representative,4,REP,Keith Bell,1311,20,996,2,293,0
Kaufman,2,State Representative,4,REP,Keith Bell,895,20,690,0,185,0
Kaufman,3,State Representative,4,REP,Keith Bell,1874,33,1569,2,270,0
Kaufman,4,State Representative,4,REP,Keith Bell,1286,18,1109,1,158,0
Kaufman,5,State Representative,4,REP,Keith Bell,395,18,296,2,79,0
Kaufman,6,State Representative,4,REP,Keith Bell,1376,17,1015,0,344,0
Kaufman,7,State Representative,4,REP,Keith Bell,2033,39,1606,3,385,0
Kaufman,8,State Representative,4,REP,Keith Bell,803,25,609,0,169,0
Kaufman,9,State Representative,4,REP,Keith Bell,1071,14,790,0,266,1
Kaufman,10,State Representative,4,REP,Keith Bell,1762,20,1392,0,350,0
Kaufman,11,State Representative,4,REP,Keith Bell,884,20,742,0,122,0
Kaufman,12,State Representative,4,REP,Keith Bell,1247,17,1035,0,195,0
Kaufman,13,State Representative,4,REP,Keith Bell,1500,18,1181,2,299,0
Kaufman,14,State Representative,4,REP,Keith Bell,1711,21,1264,0,426,0
Kaufman,15,State Representative,4,REP,Keith Bell,1654,24,1357,6,267,0
Kaufman,16,State Representative,4,REP,Keith Bell,2231,27,1628,0,576,0
Kaufman,17,State Representative,4,REP,Keith Bell,1184,11,905,1,267,0
Kaufman,18,State Representative,4,REP,Keith Bell,1443,18,1184,1,240,0
Kaufman,19,State Representative,4,REP,Keith Bell,1141,33,870,2,236,0
Kaufman,20,State Representative,4,REP,Keith Bell,793,13,629,0,150,1
Kaufman,21,State Representative,4,REP,Keith Bell,1468,24,1109,1,334,0
Kaufman,22,State Representative,4,REP,Keith Bell,762,15,619,0,128,0
Kaufman,23,State Representative,4,REP,Keith Bell,884,8,714,0,162,0
Kaufman,24,State Representative,4,REP,Keith Bell,676,16,550,0,110,0
Kaufman,25,State Representative,4,REP,Keith Bell,414,8,339,0,67,0
Kaufman,26,State Representative,4,REP,Keith Bell,306,6,203,0,97,0
Kaufman,27,State Representative,4,REP,Keith Bell,2001,31,1665,0,305,0
Kaufman,28,State Representative,4,REP,Keith Bell,1070,16,899,0,155,0
Kaufman,29,State Representative,4,REP,Keith Bell,1207,19,829,0,358,1
Kaufman,30,State Representative,4,REP,Keith Bell,1114,13,840,1,260,0
Kaufman,31,State Representative,4,REP,Keith Bell,645,7,515,0,123,0
Kaufman,32,State Representative,4,REP,Keith Bell,1119,22,922,0,175,0
Kaufman,33,State Representative,4,REP,Keith Bell,120,1,90,0,29,0
Kaufman,34,State Representative,4,REP,Keith Bell,2145,41,1675,0,429,0
Kaufman,35,State Representative,4,REP,Keith Bell,1171,9,898,1,263,0
Kaufman,36,State Representative,4,REP,Keith Bell,1432,20,1184,3,225,0
Kaufman,37,State Representative,4,REP,Keith Bell,724,7,499,0,218,0
Kaufman,1,U.S. House,5,REP,Lance Gooden,1298,23,981,2,292,0
Kaufman,2,U.S. House,5,REP,Lance Gooden,881,19,681,0,181,0
Kaufman,3,U.S. House,5,REP,Lance Gooden,1862,34,1565,3,260,0
Kaufman,4,U.S. House,5,REP,Lance Gooden,1281,19,1104,1,157,0
Kaufman,5,U.S. House,5,REP,Lance Gooden,401,16,311,2,72,0
Kaufman,6,U.S. House,5,REP,Lance Gooden,1376,17,1017,0,342,0
Kaufman,7,U.S. House,5,REP,Lance Gooden,2017,39,1596,4,378,0
Kaufman,8,U.S. House,5,REP,Lance Gooden,812,26,619,0,167,0
Kaufman,9,U.S. House,5,REP,Lance Gooden,1077,16,787,0,274,0
Kaufman,10,U.S. House,5,REP,Lance Gooden,1782,21,1402,0,359,0
Kaufman,11,U.S. House,5,REP,Lance Gooden,870,19,731,0,120,0
Kaufman,12,U.S. House,5,REP,Lance Gooden,1258,17,1048,0,193,0
Kaufman,13,U.S. House,5,REP,Lance Gooden,1468,19,1154,2,293,0
Kaufman,14,U.S. House,5,REP,Lance Gooden,1645,21,1210,0,414,0
Kaufman,15,U.S. House,5,REP,Lance Gooden,1652,25,1356,6,265,0
Kaufman,16,U.S. House,5,REP,Lance Gooden,2230,27,1628,0,575,0
Kaufman,17,U.S. House,5,REP,Lance Gooden,1180,9,898,1,272,0
Kaufman,18,U.S. House,5,REP,Lance Gooden,1440,20,1179,0,241,0
Kaufman,19,U.S. House,5,REP,Lance Gooden,1127,33,858,2,234,0
Kaufman,20,U.S. House,5,REP,Lance Gooden,791,11,624,0,155,1
Kaufman,21,U.S. House,5,REP,Lance Gooden,1474,22,1112,1,339,0
Kaufman,22,U.S. House,5,REP,Lance Gooden,762,17,614,0,131,0
Kaufman,23,U.S. House,5,REP,Lance Gooden,887,8,720,0,159,0
Kaufman,24,U.S. House,5,REP,Lance Gooden,669,19,540,0,110,0
Kaufman,25,U.S. House,5,REP,Lance Gooden,390,7,316,0,67,0
Kaufman,26,U.S. House,5,REP,Lance Gooden,295,6,194,0,95,0
Kaufman,27,U.S. House,5,REP,Lance Gooden,1949,29,1635,0,285,0
Kaufman,28,U.S. House,5,REP,Lance Gooden,1068,16,898,0,154,0
Kaufman,29,U.S. House,5,REP,Lance Gooden,1191,19,810,0,361,1
Kaufman,30,U.S. House,5,REP,Lance Gooden,1125,13,856,1,255,0
Kaufman,31,U.S. House,5,REP,Lance Gooden,631,5,497,0,129,0
Kaufman,32,U.S. House,5,REP,Lance Gooden,1120,24,924,0,172,0
Kaufman,33,U.S. House,5,REP,Lance Gooden,114,1,85,0,28,0
Kaufman,34,U.S. House,5,REP,Lance Gooden,2098,38,1650,0,410,0
Kaufman,35,U.S. House,5,REP,Lance Gooden,1138,9,879,1,249,0
Kaufman,36,U.S. House,5,REP,Lance Gooden,1420,19,1179,3,219,0
Kaufman,37,U.S. House,5,REP,Lance Gooden,712,7,489,0,216,0
Kaufman,1,U.S. House,5,DEM,Ruth 'Truth' Torres,547,27,385,0,135,0
Kaufman,2,U.S. House,5,DEM,Ruth 'Truth' Torres,187,7,119,0,61,0
Kaufman,3,U.S. House,5,DEM,Ruth 'Truth' Torres,1170,28,931,0,211,0
Kaufman,4,U.S. House,5,DEM,Ruth 'Truth' Torres,307,13,254,0,40,0
Kaufman,5,U.S. House,5,DEM,Ruth 'Truth' Torres,677,27,480,2,166,2
Kaufman,6,U.S. House,5,DEM,Ruth 'Truth' Torres,299,15,200,0,84,0
Kaufman,7,U.S. House,5,DEM,Ruth 'Truth' Torres,1934,30,1486,2,415,1
Kaufman,8,U.S. House,5,DEM,Ruth 'Truth' Torres,459,5,352,2,100,0
Kaufman,9,U.S. House,5,DEM,Ruth 'Truth' Torres,267,6,188,1,71,1
Kaufman,10,U.S. House,5,DEM,Ruth 'Truth' Torres,220,4,162,0,54,0
Kaufman,11,U.S. House,5,DEM,Ruth 'Truth' Torres,374,14,297,1,62,0
Kaufman,12,U.S. House,5,DEM,Ruth 'Truth' Torres,183,6,128,0,49,0
Kaufman,13,U.S. House,5,DEM,Ruth 'Truth' Torres,1384,28,1058,0,298,0
Kaufman,14,U.S. House,5,DEM,Ruth 'Truth' Torres,2273,44,1745,3,481,0
Kaufman,15,U.S. House,5,DEM,Ruth 'Truth' Torres,274,4,214,2,54,0
Kaufman,16,U.S. House,5,DEM,Ruth 'Truth' Torres,329,9,224,0,96,0
Kaufman,17,U.S. House,5,DEM,Ruth 'Truth' Torres,200,14,140,1,45,0
Kaufman,18,U.S. House,5,DEM,Ruth 'Truth' Torres,396,7,313,1,75,0
Kaufman,19,U.S. House,5,DEM,Ruth 'Truth' Torres,514,25,373,0,116,0
Kaufman,20,U.S. House,5,DEM,Ruth 'Truth' Torres,209,6,143,0,60,0
Kaufman,21,U.S. House,5,DEM,Ruth 'Truth' Torres,271,14,192,0,65,0
Kaufman,22,U.S. House,5,DEM,Ruth 'Truth' Torres,130,3,108,0,19,0
Kaufman,23,U.S. House,5,DEM,Ruth 'Truth' Torres,281,13,208,0,60,0
Kaufman,24,U.S. House,5,DEM,Ruth 'Truth' Torres,239,12,191,0,36,0
Kaufman,25,U.S. House,5,DEM,Ruth 'Truth' Torres,193,8,146,1,38,0
Kaufman,26,U.S. House,5,DEM,Ruth 'Truth' Torres,543,20,347,0,176,0
Kaufman,27,U.S. House,5,DEM,Ruth 'Truth' Torres,1104,19,912,0,173,0
Kaufman,28,U.S. House,5,DEM,Ruth 'Truth' Torres,263,9,217,0,37,0
Kaufman,29,U.S. House,5,DEM,Ruth 'Truth' Torres,2072,26,1458,1,587,0
Kaufman,30,U.S. House,5,DEM,Ruth 'Truth' Torres,281,8,181,2,90,0
Kaufman,31,U.S. House,5,DEM,Ruth 'Truth' Torres,485,3,386,0,96,0
Kaufman,32,U.S. House,5,DEM,Ruth 'Truth' Torres,567,16,456,0,95,0
Kaufman,33,U.S. House,5,DEM,Ruth 'Truth' Torres,112,3,78,0,31,0
Kaufman,34,U.S. House,5,DEM,Ruth 'Truth' Torres,1529,30,1143,0,356,0
Kaufman,35,U.S. House,5,DEM,Ruth 'Truth' Torres,1697,28,1227,2,440,0
Kaufman,36,U.S. House,5,DEM,Ruth 'Truth' Torres,836,15,652,0,169,0
Kaufman,37,U.S. House,5,DEM,Ruth 'Truth' Torres,930,10,634,0,286,0
Kaufman,1,U.S. Senate,,DEM,Colin Allred,642,30,449,0,163,0
Kaufman,2,U.S. Senate,,DEM,Colin Allred,217,7,143,0,67,0
Kaufman,3,U.S. Senate,,DEM,Colin Allred,1276,28,1015,0,233,0
Kaufman,4,U.S. Senate,,DEM,Colin Allred,368,15,305,0,48,0
Kaufman,5,U.S. Senate,,DEM,Colin Allred,720,29,512,2,175,2
Kaufman,6,U.S. Senate,,DEM,Colin Allred,346,17,221,0,108,0
Kaufman,7,U.S. Senate,,DEM,Colin Allred,2083,29,1602,2,449,1
Kaufman,8,U.S. Senate,,DEM,Colin Allred,510,6,393,2,109,0
Kaufman,9,U.S. Senate,,DEM,Colin Allred,321,6,221,1,92,1
Kaufman,10,U.S. Senate,,DEM,Colin Allred,291,5,209,0,77,0
Kaufman,11,U.S. Senate,,DEM,Colin Allred,431,14,346,1,70,0
Kaufman,12,U.S. Senate,,DEM,Colin Allred,228,9,159,0,60,0
Kaufman,13,U.S. Senate,,DEM,Colin Allred,1489,32,1142,0,315,0
Kaufman,14,U.S. Senate,,DEM,Colin Allred,2413,44,1851,3,515,0
Kaufman,15,U.S. Senate,,DEM,Colin Allred,334,6,256,1,71,0
Kaufman,16,U.S. Senate,,DEM,Colin Allred,398,14,259,0,125,0
Kaufman,17,U.S. Senate,,DEM,Colin Allred,231,14,167,1,49,0
Kaufman,18,U.S. Senate,,DEM,Colin Allred,499,10,389,1,99,0
Kaufman,19,U.S. Senate,,DEM,Colin Allred,601,30,445,0,126,0
Kaufman,20,U.S. Senate,,DEM,Colin Allred,249,6,165,0,78,0
Kaufman,21,U.S. Senate,,DEM,Colin Allred,331,16,234,0,81,0
Kaufman,22,U.S. Senate,,DEM,Colin Allred,152,4,127,0,21,0
Kaufman,23,U.S. Senate,,DEM,Colin Allred,315,14,233,0,68,0
Kaufman,24,U.S. Senate,,DEM,Colin Allred,264,16,212,0,36,0
Kaufman,25,U.S. Senate,,DEM,Colin Allred,214,10,161,1,42,0
Kaufman,26,U.S. Senate,,DEM,Colin Allred,569,20,372,0,177,0
Kaufman,27,U.S. Senate,,DEM,Colin Allred,1235,20,1023,0,192,0
Kaufman,28,U.S. Senate,,DEM,Colin Allred,318,13,262,0,43,0
Kaufman,29,U.S. Senate,,DEM,Colin Allred,2181,26,1530,1,624,0
Kaufman,30,U.S. Senate,,DEM,Colin Allred,335,8,221,2,104,0
Kaufman,31,U.S. Senate,,DEM,Colin Allred,526,3,410,0,113,0
Kaufman,32,U.S. Senate,,DEM,Colin Allred,636,20,509,0,107,0
Kaufman,33,U.S. Senate,,DEM,Colin Allred,118,4,83,0,31,0
Kaufman,34,U.S. Senate,,DEM,Colin Allred,1674,29,1263,0,382,0
Kaufman,35,U.S. Senate,,DEM,Colin Allred,1783,29,1289,2,463,0
Kaufman,36,U.S. Senate,,DEM,Colin Allred,937,16,738,0,183,0
Kaufman,37,U.S. Senate,,DEM,Colin Allred,1000,10,694,0,296,0
Kaufman,1,U.S. Senate,,LIB,Ted Brown,38,1,21,0,16,0
Kaufman,2,U.S. Senate,,LIB,Ted Brown,22,1,16,0,5,0
Kaufman,3,U.S. Senate,,LIB,Ted Brown,54,2,32,0,20,0
Kaufman,4,U.S. Senate,,LIB,Ted Brown,30,0,18,0,12,0
Kaufman,5,U.S. Senate,,LIB,Ted Brown,31,1,20,0,10,0
Kaufman,6,U.S. Senate,,LIB,Ted Brown,47,0,28,0,19,0
Kaufman,7,U.S. Senate,,LIB,Ted Brown,67,1,40,0,26,0
Kaufman,8,U.S. Senate,,LIB,Ted Brown,35,0,22,0,13,0
Kaufman,9,U.S. Senate,,LIB,Ted Brown,22,0,17,0,5,0
Kaufman,10,U.S. Senate,,LIB,Ted Brown,28,0,15,0,13,0
Kaufman,11,U.S. Senate,,LIB,Ted Brown,17,0,13,0,4,0
Kaufman,12,U.S. Senate,,LIB,Ted Brown,24,0,18,0,6,0
Kaufman,13,U.S. Senate,,LIB,Ted Brown,69,0,47,0,22,0
Kaufman,14,U.S. Senate,,LIB,Ted Brown,88,0,63,0,25,0
Kaufman,15,U.S. Senate,,LIB,Ted Brown,45,2,35,1,7,0
Kaufman,16,U.S. Senate,,LIB,Ted Brown,47,1,28,0,18,0
Kaufman,17,U.S. Senate,,LIB,Ted Brown,30,0,16,0,14,0
Kaufman,18,U.S. Senate,,LIB,Ted Brown,34,0,29,0,5,0
Kaufman,19,U.S. Senate,,LIB,Ted Brown,34,0,16,0,18,0
Kaufman,20,U.S. Senate,,LIB,Ted Brown,18,0,11,0,7,0
Kaufman,21,U.S. Senate,,LIB,Ted Brown,42,0,25,0,17,0
Kaufman,22,U.S. Senate,,LIB,Ted Brown,27,0,20,0,7,0
Kaufman,23,U.S. Senate,,LIB,Ted Brown,36,0,22,0,14,0
Kaufman,24,U.S. Senate,,LIB,Ted Brown,22,0,12,0,10,0
Kaufman,25,U.S. Senate,,LIB,Ted Brown,16,0,8,0,8,0
Kaufman,26,U.S. Senate,,LIB,Ted Brown,22,0,12,0,10,0
Kaufman,27,U.S. Senate,,LIB,Ted Brown,55,0,39,0,16,0
Kaufman,28,U.S. Senate,,LIB,Ted Brown,31,0,25,0,6,0
Kaufman,29,U.S. Senate,,LIB,Ted Brown,76,1,49,0,26,0
Kaufman,30,U.S. Senate,,LIB,Ted Brown,23,0,14,0,9,0
Kaufman,31,U.S. Senate,,LIB,Ted Brown,19,0,15,0,4,0
Kaufman,32,U.S. Senate,,LIB,Ted Brown,30,0,21,0,9,0
Kaufman,33,U.S. Senate,,LIB,Ted Brown,3,0,2,0,1,0
Kaufman,34,U.S. Senate,,LIB,Ted Brown,74,2,50,0,22,0
Kaufman,35,U.S. Senate,,LIB,Ted Brown,67,0,44,0,23,0
Kaufman,36,U.S. Senate,,LIB,Ted Brown,43,1,26,0,16,0
Kaufman,37,U.S. Senate,,LIB,Ted Brown,39,0,21,0,18,0
