county,precinct,office,district,party,candidate,votes,absentee,early_voting,early_voting_provisional,election_day,election_day_provisional
Kaufman,3,Justice,13,REP,Emily A. Miskel,1823,34,1526,2,261,0
Kaufman,4,Justice,13,REP,Emily A. Miskel,1243,17,1076,1,149,0
Kaufman,5,Justice,13,REP,Emily A. Miskel,354,14,271,2,67,0
Kaufman,6,Justice,13,REP,Emily A. Miskel,1337,18,1000,0,319,0
Kaufman,7,Justice,13,REP,Emily A. Miskel,1980,40,1566,3,371,0
Kaufman,8,Justice,13,REP,Emily A. Miskel,772,24,587,0,161,0
Kaufman,9,Justice,13,REP,Emily A. Miskel,1044,16,770,0,258,0
Kaufman,10,Justice,13,REP,Emily A. Miskel,1704,20,1351,0,333,0
Kaufman,11,Justice,13,REP,Emily A. Miskel,838,18,707,0,113,0
Kaufman,12,Justice,13,REP,Emily A. Miskel,1227,16,1023,0,188,0
Kaufman,13,Justice,13,REP,Emily A. Miskel,1420,17,1113,2,288,0
Kaufman,14,Justice,13,REP,Emily A. Miskel,1641,22,1219,0,400,0
Kaufman,15,Justice,13,REP,Emily A. Miskel,1610,23,1320,6,261,0
Kaufman,16,Justice,13,REP,Emily A. Miskel,2164,23,1576,0,565,0
Kaufman,17,Justice,13,REP,Emily A. Miskel,1161,9,883,1,268,0
Kaufman,18,Justice,13,REP,Emily A. Miskel,1389,19,1136,1,233,0
Kaufman,19,Justice,13,REP,Emily A. Miskel,1091,31,825,2,233,0
Kaufman,20,Justice,13,REP,Emily A. Miskel,768,13,610,0,144,1
Kaufman,21,Justice,13,REP,Emily A. Miskel,1418,23,1079,1,315,0
Kaufman,22,Justice,13,REP,Emily A. Miskel,743,15,597,0,131,0
Kaufman,23,Justice,13,REP,Emily A. Miskel,865,6,699,0,160,0
Kaufman,24,Justice,13,REP,Emily A. Miskel,638,17,519,0,102,0
Kaufman,25,Justice,13,REP,Emily A. Miskel,371,5,307,0,59,0
Kaufman,26,Justice,13,REP,Emily A. Miskel,288,6,192,0,90,0
Kaufman,27,Justice,13,REP,Emily A. Miskel,1892,28,1579,0,285,0
Kaufman,28,Justice,13,REP,Emily A. Miskel,1022,15,859,0,148,0
Kaufman,29,Justice,13,REP,Emily A. Miskel,1146,19,781,0,345,1
Kaufman,30,Justice,13,REP,Emily A. Miskel,1083,13,826,1,243,0
Kaufman,31,Justice,13,REP,Emily A. Miskel,624,6,494,0,124,0
Kaufman,32,Justice,13,REP,Emily A. Miskel,1100,24,910,0,166,0
Kaufman,33,Justice,13,REP,Emily A. Miskel,116,1,87,0,28,0
Kaufman,34,Justice,13,REP,Emily A. Miskel,2047,39,1609,0,399,0
Kaufman,35,Justice,13,REP,Emily A. Miskel,1099,9,855,1,234,0
Kaufman,36,Justice,13,REP,Emily A. Miskel,1392,20,1149,3,220,0
Kaufman,37,Justice,13,REP,Emily A. Miskel,688,6,479,0,203,0
Kaufman,1,Justice,13,DEM,Tonya Parker,543,27,383,0,133,0
Kaufman,2,Justice,13,DEM,Tonya Parker,185,7,121,0,57,0
Kaufman,3,Justice,13,DEM,Tonya Parker,1156,27,929,0,200,0
Kaufman,4,Justice,13,DEM,Tonya Parker,316,13,263,0,40,0
Kaufman,5,Justice,13,DEM,Tonya Parker,700,29,501,2,166,2
Kaufman,6,Justice,13,DEM,Tonya Parker,298,13,200,0,85,0
Kaufman,7,Justice,13,DEM,Tonya Parker,1939,27,1489,2,420,1
Kaufman,8,Justice,13,DEM,Tonya Parker,470,5,367,2,96,0
Kaufman,9,Justice,13,DEM,Tonya Parker,266,6,187,1,71,1
Kaufman,10,Justice,13,DEM,Tonya Parker,247,4,183,0,60,0
Kaufman,11,Justice,13,DEM,Tonya Parker,382,14,305,1,62,0
Kaufman,12,Justice,13,DEM,Tonya Parker,195,8,135,0,52,0
Kaufman,13,Justice,13,DEM,Tonya Parker,1390,28,1078,0,284,0
Kaufman,14,Justice,13,DEM,Tonya Parker,2254,43,1734,3,474,0
Kaufman,15,Justice,13,DEM,Tonya Parker,283,4,225,2,52,0
Kaufman,16,Justice,13,DEM,Tonya Parker,333,11,223,0,99,0
Kaufman,17,Justice,13,DEM,Tonya Parker,184,13,132,1,38,0
Kaufman,18,Justice,13,DEM,Tonya Parker,407,8,330,0,69,0
Kaufman,19,Justice,13,DEM,Tonya Parker,500,24,375,0,101,0
Kaufman,20,Justice,13,DEM,Tonya Parker,208,6,142,0,60,0
Kaufman,21,Justice,13,DEM,Tonya Parker,285,13,199,0,73,0
Kaufman,22,Justice,13,DEM,Tonya Parker,127,4,106,0,17,0
Kaufman,23,Justice,13,DEM,Tonya Parker,274,14,208,0,52,0
Kaufman,24,Justice,13,DEM,Tonya Parker,254,13,204,0,37,0
Kaufman,25,Justice,13,DEM,Tonya Parker,188,9,137,1,41,0
Kaufman,26,Justice,13,DEM,Tonya Parker,557,20,360,0,177,0
Kaufman,27,Justice,13,DEM,Tonya Parker,1095,18,916,0,161,0
Kaufman,28,Justice,13,DEM,Tonya Parker,263,8,221,0,34,0
Kaufman,29,Justice,13,DEM,Tonya Parker,2089,26,1487,1,575,0
Kaufman,30,Justice,13,DEM,Tonya Parker,292,7,188,2,95,0
Kaufman,31,Justice,13,DEM,Tonya Parker,478,3,380,0,95,0
Kaufman,32,Justice,13,DEM,Tonya Parker,558,15,450,0,93,0
Kaufman,33,Justice,13,DEM,Tonya Parker,115,3,82,0,30,0
Kaufman,34,Justice,13,DEM,Tonya Parker,1539,27,1167,0,345,0
Kaufman,35,Justice,13,DEM,Tonya Parker,1698,27,1232,2,437,0
Kaufman,36,Justice,13,DEM,Tonya Parker,836,14,659,0,163,0
Kaufman,37,Justice,13,DEM,Tonya Parker,932,11,632,0,289,0
Kaufman,1,Justice,2,DEM,DaSean Jones,539,31,378,0,130,0
Kaufman,2,Justice,2,DEM,DaSean Jones,178,7,118,0,53,0
Kaufman,3,Justice,2,DEM,DaSean Jones,1167,27,934,0,206,0
Kaufman,4,Justice,2,DEM,DaSean Jones,318,13,263,0,42,0
Kaufman,5,Justice,2,DEM,DaSean Jones,706,26,505,2,171,2
Kaufman,6,Justice,2,DEM,DaSean Jones,290,13,196,0,81,0
Kaufman,7,Justice,2,DEM,DaSean Jones,1958,27,1509,2,419,1
Kaufman,8,Justice,2,DEM,DaSean Jones,458,5,357,2,94,0
Kaufman,9,Justice,2,DEM,DaSean Jones,264,6,187,1,69,1
Kaufman,10,Justice,2,DEM,DaSean Jones,223,4,166,0,53,0
Kaufman,11,Justice,2,DEM,DaSean Jones,373,14,298,1,60,0
Kaufman,12,Justice,2,DEM,DaSean Jones,187,6,131,0,50,0
Kaufman,13,Justice,2,DEM,DaSean Jones,1389,28,1062,0,299,0
Kaufman,14,Justice,2,DEM,DaSean Jones,2255,41,1744,3,467,0
Kaufman,15,Justice,2,DEM,DaSean Jones,268,4,210,2,52,0
Kaufman,16,Justice,2,DEM,DaSean Jones,340,10,226,0,104,0
Kaufman,17,Justice,2,DEM,DaSean Jones,186,12,132,1,41,0
Kaufman,18,Justice,2,DEM,DaSean Jones,407,9,325,0,73,0
Kaufman,19,Justice,2,DEM,DaSean Jones,503,24,369,0,110,0
Kaufman,20,Justice,2,DEM,DaSean Jones,218,7,142,0,69,0
Kaufman,21,Justice,2,DEM,DaSean Jones,276,12,193,0,71,0
Kaufman,22,Justice,2,DEM,DaSean Jones,114,4,95,0,15,0
Kaufman,23,Justice,2,DEM,DaSean Jones,269,13,201,0,55,0
Kaufman,24,Justice,2,DEM,DaSean Jones,242,14,193,0,35,0
Kaufman,25,Justice,2,DEM,DaSean Jones,192,8,146,1,37,0
Kaufman,26,Justice,2,DEM,DaSean Jones,563,19,360,1,183,0
Kaufman,27,Justice,2,DEM,DaSean Jones,1094,19,911,0,164,0
Kaufman,28,Justice,2,DEM,DaSean Jones,252,8,215,0,29,0
Kaufman,29,Justice,2,DEM,DaSean Jones,2099,26,1476,1,596,0
Kaufman,30,Justice,2,DEM,DaSean Jones,275,7,176,2,90,0
Kaufman,31,Justice,2,DEM,DaSean Jones,492,3,388,0,101,0
Kaufman,32,Justice,2,DEM,DaSean Jones,563,18,449,0,96,0
Kaufman,33,Justice,2,DEM,DaSean Jones,114,3,80,0,31,0
Kaufman,34,Justice,2,DEM,DaSean Jones,1534,30,1161,0,343,0
Kaufman,35,Justice,2,DEM,DaSean Jones,1729,28,1256,2,443,0
Kaufman,36,Justice,2,DEM,DaSean Jones,836,13,662,0,161,0
Kaufman,37,Justice,2,DEM,DaSean Jones,944,11,646,0,287,0
Kaufman,1,Justice,2,REP,Jessica Lewis,1284,19,969,2,294,0
Kaufman,2,Justice,2,REP,Jessica Lewis,866,19,667,0,180,0
Kaufman,3,Justice,2,REP,Jessica Lewis,1859,34,1556,2,267,0
Kaufman,4,Justice,2,REP,Jessica Lewis,1270,18,1096,1,155,0
Kaufman,5,Justice,2,REP,Jessica Lewis,374,16,284,2,72,0
Kaufman,6,Justice,2,REP,Jessica Lewis,1371,17,1019,0,335,0
Kaufman,7,Justice,2,REP,Jessica Lewis,2048,42,1612,3,391,0
Kaufman,8,Justice,2,REP,Jessica Lewis,799,24,606,0,169,0
Kaufman,9,Justice,2,REP,Jessica Lewis,1069,16,780,0,273,0
Kaufman,10,Justice,2,REP,Jessica Lewis,1738,20,1372,0,346,0
Kaufman,11,Justice,2,REP,Jessica Lewis,859,18,723,0,118,0
Kaufman,12,Justice,2,REP,Jessica Lewis,1249,17,1039,0,193,0
Kaufman,13,Justice,2,REP,Jessica Lewis,1468,14,1145,2,307,0
Kaufman,14,Justice,2,REP,Jessica Lewis,1729,21,1273,0,435,0
Kaufman,15,Justice,2,REP,Jessica Lewis,1636,23,1337,7,269,0
Kaufman,16,Justice,2,REP,Jessica Lewis,2196,26,1600,0,570,0
Kaufman,17,Justice,2,REP,Jessica Lewis,1181,10,896,1,274,0
Kaufman,18,Justice,2,REP,Jessica Lewis,1411,19,1156,1,235,0
Kaufman,19,Justice,2,REP,Jessica Lewis,1117,32,848,2,235,0
Kaufman,20,Justice,2,REP,Jessica Lewis,785,13,624,0,147,1
Kaufman,21,Justice,2,REP,Jessica Lewis,1437,24,1087,1,325,0
Kaufman,22,Justice,2,REP,Jessica Lewis,749,16,602,0,131,0
Kaufman,23,Justice,2,REP,Jessica Lewis,872,7,706,0,159,0
Kaufman,24,Justice,2,REP,Jessica Lewis,658,17,529,0,112,0
Kaufman,25,Justice,2,REP,Jessica Lewis,383,5,316,0,62,0
Kaufman,26,Justice,2,REP,Jessica Lewis,299,6,196,0,97,0
Kaufman,27,Justice,2,REP,Jessica Lewis,1933,29,1610,0,294,0
Kaufman,28,Justice,2,REP,Jessica Lewis,1031,17,866,0,148,0
Kaufman,29,Justice,2,REP,Jessica Lewis,1217,19,835,0,362,1
Kaufman,30,Justice,2,REP,Jessica Lewis,1115,13,840,2,260,0
Kaufman,31,Justice,2,REP,Jessica Lewis,637,6,506,0,125,0
Kaufman,32,Justice,2,REP,Jessica Lewis,1112,24,917,0,171,0
Kaufman,33,Justice,2,REP,Jessica Lewis,119,1,91,0,27,0
Kaufman,34,Justice,2,REP,Jessica Lewis,2133,40,1665,0,428,0
Kaufman,35,Justice,2,REP,Jessica Lewis,1145,9,878,1,257,0
Kaufman,36,Justice,2,REP,Jessica Lewis,1425,21,1173,3,228,0
Kaufman,37,Justice,2,REP,Jessica Lewis,709,6,484,0,219,0
Kaufman,1,Justice,2,REP,Jimmy Blacklock,1284,17,980,2,285,0
Kaufman,2,Justice,2,REP,Jimmy Blacklock,875,19,669,0,187,0
Kaufman,3,Justice,2,REP,Jimmy Blacklock,1852,34,1552,2,264,0
Kaufman,4,Justice,2,REP,Jimmy Blacklock,1264,18,1092,1,153,0
Kaufman,5,Justice,2,REP,Jimmy Blacklock,365,14,284,2,65,0
Kaufman,6,Justice,2,REP,Jimmy Blacklock,1361,18,1009,0,334,0
Kaufman,7,Justice,2,REP,Jimmy Blacklock,2012,42,1592,4,374,0
Kaufman,8,Justice,2,REP,Jimmy Blacklock,797,25,604,0,168,0
Kaufman,9,Justice,2,REP,Jimmy Blacklock,1068,16,783,0,269,0
Kaufman,10,Justice,2,REP,Jimmy Blacklock,1753,20,1380,0,353,0
Kaufman,11,Justice,2,REP,Jimmy Blacklock,865,18,725,0,122,0
Kaufman,12,Justice,2,REP,Jimmy Blacklock,1252,18,1040,0,194,0
Kaufman,13,Justice,2,REP,Jimmy Blacklock,1464,17,1160,2,285,0
Kaufman,14,Justice,2,REP,Jimmy Blacklock,1698,24,1250,0,424,0
Kaufman,15,Justice,2,REP,Jimmy Blacklock,1660,24,1365,6,265,0
Kaufman,16,Justice,2,REP,Jimmy Blacklock,2208,27,1616,0,565,0
Kaufman,17,Justice,2,REP,Jimmy Blacklock,1175,10,891,1,273,0
Kaufman,18,Justice,2,REP,Jimmy Blacklock,1424,18,1163,1,242,0
Kaufman,19,Justice,2,REP,Jimmy Blacklock,1113,31,847,2,233,0
Kaufman,20,Justice,2,REP,Jimmy Blacklock,771,13,619,0,138,1
Kaufman,21,Justice,2,REP,Jimmy Blacklock,1456,24,1104,1,327,0
Kaufman,22,Justice,2,REP,Jimmy Blacklock,771,16,618,0,137,0
Kaufman,23,Justice,2,REP,Jimmy Blacklock,888,7,720,0,161,0
Kaufman,24,Justice,2,REP,Jimmy Blacklock,666,17,540,0,109,0
Kaufman,25,Justice,2,REP,Jimmy Blacklock,378,5,310,0,63,0
Kaufman,26,Justice,2,REP,Jimmy Blacklock,291,6,197,0,88,0
Kaufman,27,Justice,2,REP,Jimmy Blacklock,1935,28,1622,0,285,0
Kaufman,28,Justice,2,REP,Jimmy Blacklock,1059,17,886,0,156,0
Kaufman,29,Justice,2,REP,Jimmy Blacklock,1178,19,812,0,346,1
Kaufman,30,Justice,2,REP,Jimmy Blacklock,1124,13,859,1,251,0
Kaufman,31,Justice,2,REP,Jimmy Blacklock,626,6,497,0,123,0
Kaufman,32,Justice,2,REP,Jimmy Blacklock,1120,22,928,0,170,0
Kaufman,33,Justice,2,REP,Jimmy Blacklock,115,1,87,0,27,0
Kaufman,34,Justice,2,REP,Jimmy Blacklock,2109,38,1654,0,417,0
Kaufman,35,Justice,2,REP,Jimmy Blacklock,1129,9,876,1,243,0
Kaufman,36,Justice,2,REP,Jimmy Blacklock,1429,21,1178,3,227,0
Kaufman,37,Justice,2,REP,Jimmy Blacklock,700,6,483,0,211,0
Kaufman,1,Justice,2,DEM,Robbie Partida-Kipness,503,28,361,0,114,0
Kaufman,2,Justice,2,DEM,Robbie Partida-Kipness,171,7,111,0,53,0
Kaufman,3,Justice,2,DEM,Robbie Partida-Kipness,1125,25,904,0,196,0
Kaufman,4,Justice,2,DEM,Robbie Partida-Kipness,295,13,247,0,35,0
Kaufman,5,Justice,2,DEM,Robbie Partida-Kipness,679,25,486,2,164,2
Kaufman,6,Justice,2,DEM,Robbie Partida-Kipness,273,13,185,0,75,0
Kaufman,7,Justice,2,DEM,Robbie Partida-Kipness,1874,27,1445,2,399,1
Kaufman,8,Justice,2,DEM,Robbie Partida-Kipness,443,5,348,2,88,0
Kaufman,9,Justice,2,DEM,Robbie Partida-Kipness,250,6,181,1,61,1
Kaufman,10,Justice,2,DEM,Robbie Partida-Kipness,216,4,163,0,49,0
Kaufman,11,Justice,2,DEM,Robbie Partida-Kipness,370,14,292,1,63,0
Kaufman,12,Justice,2,DEM,Robbie Partida-Kipness,184,7,128,0,49,0
Kaufman,13,Justice,2,DEM,Robbie Partida-Kipness,1330,29,1035,0,266,0
Kaufman,14,Justice,2,DEM,Robbie Partida-Kipness,2170,43,1680,3,444,0
Kaufman,15,Justice,2,DEM,Robbie Partida-Kipness,261,4,208,1,48,0
Kaufman,16,Justice,2,DEM,Robbie Partida-Kipness,316,11,212,0,93,0
Kaufman,17,Justice,2,DEM,Robbie Partida-Kipness,162,12,117,1,32,0
Kaufman,18,Justice,2,DEM,Robbie Partida-Kipness,386,8,311,0,67,0
Kaufman,19,Justice,2,DEM,Robbie Partida-Kipness,485,23,360,0,102,0
Kaufman,20,Justice,2,DEM,Robbie Partida-Kipness,195,6,132,0,57,0
Kaufman,21,Justice,2,DEM,Robbie Partida-Kipness,268,12,196,0,60,0
Kaufman,22,Justice,2,DEM,Robbie Partida-Kipness,121,4,99,0,18,0
Kaufman,23,Justice,2,DEM,Robbie Partida-Kipness,268,13,202,0,53,0
Kaufman,24,Justice,2,DEM,Robbie Partida-Kipness,243,14,198,0,31,0
Kaufman,25,Justice,2,DEM,Robbie Partida-Kipness,182,9,134,1,38,0
Kaufman,26,Justice,2,DEM,Robbie Partida-Kipness,546,20,355,1,170,0
Kaufman,27,Justice,2,DEM,Robbie Partida-Kipness,1058,18,887,0,153,0
Kaufman,28,Justice,2,DEM,Robbie Partida-Kipness,256,8,217,0,31,0
Kaufman,29,Justice,2,DEM,Robbie Partida-Kipness,2016,25,1428,1,562,0
Kaufman,30,Justice,2,DEM,Robbie Partida-Kipness,262,6,176,1,79,0
Kaufman,31,Justice,2,DEM,Robbie Partida-Kipness,467,3,370,0,94,0
Kaufman,32,Justice,2,DEM,Robbie Partida-Kipness,550,15,443,0,92,0
Kaufman,33,Justice,2,DEM,Robbie Partida-Kipness,111,3,77,0,31,0
Kaufman,34,Justice,2,DEM,Robbie Partida-Kipness,1463,28,1114,0,321,0
Kaufman,35,Justice,2,DEM,Robbie Partida-Kipness,1653,27,1203,2,421,0
Kaufman,36,Justice,2,DEM,Robbie Partida-Kipness,806,12,637,0,157,0
Kaufman,37,Justice,2,DEM,Robbie Partida-Kipness,907,11,624,0,272,0
Kaufman,1,Justice,4,DEM,Christine Vinh Weems,547,30,388,0,129,0
Kaufman,2,Justice,4,DEM,Christine Vinh Weems,189,7,126,0,56,0
Kaufman,3,Justice,4,DEM,Christine Vinh Weems,1170,24,935,0,211,0
Kaufman,4,Justice,4,DEM,Christine Vinh Weems,315,13,261,0,41,0
Kaufman,5,Justice,4,DEM,Christine Vinh Weems,713,26,509,2,174,2
Kaufman,6,Justice,4,DEM,Christine Vinh Weems,312,14,208,0,90,0
Kaufman,7,Justice,4,DEM,Christine Vinh Weems,1974,28,1525,2,418,1
Kaufman,8,Justice,4,DEM,Christine Vinh Weems,479,5,372,2,100,0
Kaufman,9,Justice,4,DEM,Christine Vinh Weems,278,6,195,0,76,1
Kaufman,10,Justice,4,DEM,Christine Vinh Weems,235,4,174,0,57,0
Kaufman,11,Justice,4,DEM,Christine Vinh Weems,381,14,305,1,61,0
Kaufman,12,Justice,4,DEM,Christine Vinh Weems,198,8,137,0,53,0
Kaufman,13,Justice,4,DEM,Christine Vinh Weems,1399,28,1082,0,289,0
Kaufman,14,Justice,4,DEM,Christine Vinh Weems,2298,43,1766,3,486,0
Kaufman,15,Justice,4,DEM,Christine Vinh Weems,291,4,224,2,61,0
Kaufman,16,Justice,4,DEM,Christine Vinh Weems,366,11,250,0,105,0
Kaufman,17,Justice,4,DEM,Christine Vinh Weems,194,13,138,1,42,0
Kaufman,18,Justice,4,DEM,Christine Vinh Weems,421,9,335,0,77,0
Kaufman,19,Justice,4,DEM,Christine Vinh Weems,519,26,382,0,111,0
Kaufman,20,Justice,4,DEM,Christine Vinh Weems,219,7,145,0,67,0
Kaufman,21,Justice,4,DEM,Christine Vinh Weems,288,13,203,0,72,0
Kaufman,22,Justice,4,DEM,Christine Vinh Weems,125,4,105,0,16,0
Kaufman,23,Justice,4,DEM,Christine Vinh Weems,281,14,209,0,58,0
Kaufman,24,Justice,4,DEM,Christine Vinh Weems,244,13,196,0,35,0
Kaufman,25,Justice,4,DEM,Christine Vinh Weems,198,9,145,1,43,0
Kaufman,26,Justice,4,DEM,Christine Vinh Weems,561,20,362,1,178,0
Kaufman,27,Justice,4,DEM,Christine Vinh Weems,1116,18,933,0,165,0
Kaufman,28,Justice,4,DEM,Christine Vinh Weems,273,9,228,0,36,0
Kaufman,29,Justice,4,DEM,Christine Vinh Weems,2085,26,1480,1,578,0
Kaufman,30,Justice,4,DEM,Christine Vinh Weems,293,7,192,2,92,0
Kaufman,31,Justice,4,DEM,Christine Vinh Weems,485,3,386,0,96,0
Kaufman,32,Justice,4,DEM,Christine Vinh Weems,577,17,458,0,102,0
Kaufman,33,Justice,4,DEM,Christine Vinh Weems,113,3,80,0,30,0
Kaufman,34,Justice,4,DEM,Christine Vinh Weems,1539,29,1163,0,347,0
Kaufman,35,Justice,4,DEM,Christine Vinh Weems,1719,27,1249,2,441,0
Kaufman,36,Justice,4,DEM,Christine Vinh Weems,849,14,674,0,161,0
Kaufman,37,Justice,4,DEM,Christine Vinh Weems,937,10,643,0,284,0
Kaufman,1,Justice,4,REP,John Devine,1269,18,962,2,287,0
Kaufman,2,Justice,4,REP,John Devine,859,19,659,0,181,0
Kaufman,3,Justice,4,REP,John Devine,1840,35,1543,2,260,0
Kaufman,4,Justice,4,REP,John Devine,1263,18,1090,1,154,0
Kaufman,5,Justice,4,REP,John Devine,354,14,277,2,61,0
Kaufman,6,Justice,4,REP,John Devine,1344,17,997,0,330,0
Kaufman,7,Justice,4,REP,John Devine,1985,40,1568,4,373,0
Kaufman,8,Justice,4,REP,John Devine,774,25,588,0,161,0
Kaufman,9,Justice,4,REP,John Devine,1047,16,768,1,262,0
Kaufman,10,Justice,4,REP,John Devine,1737,20,1367,0,350,0
Kaufman,11,Justice,4,REP,John Devine,853,18,714,0,121,0
Kaufman,12,Justice,4,REP,John Devine,1229,16,1024,0,189,0
Kaufman,13,Justice,4,REP,John Devine,1443,15,1133,2,293,0
Kaufman,14,Justice,4,REP,John Devine,1652,22,1223,0,407,0
Kaufman,15,Justice,4,REP,John Devine,1632,24,1346,6,256,0
Kaufman,16,Justice,4,REP,John Devine,2175,26,1591,0,558,0
Kaufman,17,Justice,4,REP,John Devine,1167,9,883,1,274,0
Kaufman,18,Justice,4,REP,John Devine,1406,17,1153,1,235,0
Kaufman,19,Justice,4,REP,John Devine,1087,29,824,2,232,0
Kaufman,20,Justice,4,REP,John Devine,765,12,613,0,139,1
Kaufman,21,Justice,4,REP,John Devine,1432,22,1086,1,323,0
Kaufman,22,Justice,4,REP,John Devine,755,15,606,0,134,0
Kaufman,23,Justice,4,REP,John Devine,869,6,707,0,156,0
Kaufman,24,Justice,4,REP,John Devine,657,17,531,0,109,0
Kaufman,25,Justice,4,REP,John Devine,374,5,312,0,57,0
Kaufman,26,Justice,4,REP,John Devine,292,6,195,0,91,0
Kaufman,27,Justice,4,REP,John Devine,1898,27,1588,0,283,0
Kaufman,28,Justice,4,REP,John Devine,1034,16,870,0,148,0
Kaufman,29,Justice,4,REP,John Devine,1184,19,804,0,360,1
Kaufman,30,Justice,4,REP,John Devine,1103,13,838,1,251,0
Kaufman,31,Justice,4,REP,John Devine,621,6,492,0,123,0
Kaufman,32,Justice,4,REP,John Devine,1105,23,919,0,163,0
Kaufman,33,Justice,4,REP,John Devine,112,1,83,0,28,0
Kaufman,34,Justice,4,REP,John Devine,2092,38,1639,0,415,0
Kaufman,35,Justice,4,REP,John Devine,1132,10,881,1,240,0
Kaufman,36,Justice,4,REP,John Devine,1402,19,1156,3,224,0
Kaufman,37,Justice,4,REP,John Devine,707,7,487,0,213,0
Kaufman,1,Justice,5,REP,Cynthia Barbare,1266,18,959,2,287,0
Kaufman,2,Justice,5,REP,Cynthia Barbare,862,17,660,0,185,0
Kaufman,3,Justice,5,REP,Cynthia Barbare,1839,34,1539,2,264,0
Kaufman,4,Justice,5,REP,Cynthia Barbare,1258,18,1088,1,151,0
Kaufman,5,Justice,5,REP,Cynthia Barbare,363,14,275,2,72,0
Kaufman,6,Justice,5,REP,Cynthia Barbare,1359,17,1008,0,334,0
Kaufman,7,Justice,5,REP,Cynthia Barbare,2000,41,1574,3,382,0
Kaufman,8,Justice,5,REP,Cynthia Barbare,780,24,593,0,163,0
Kaufman,9,Justice,5,REP,Cynthia Barbare,1053,16,772,0,265,0
Kaufman,10,Justice,5,REP,Cynthia Barbare,1723,19,1367,0,337,0
Kaufman,11,Justice,5,REP,Cynthia Barbare,848,18,717,0,113,0
Kaufman,12,Justice,5,REP,Cynthia Barbare,1241,16,1032,0,193,0
Kaufman,13,Justice,5,REP,Cynthia Barbare,1451,15,1137,2,297,0
Kaufman,14,Justice,5,REP,Cynthia Barbare,1682,21,1250,0,411,0
Kaufman,15,Justice,5,REP,Cynthia Barbare,1621,23,1330,6,262,0
Kaufman,16,Justice,5,REP,Cynthia Barbare,2170,26,1584,0,560,0
Kaufman,17,Justice,5,REP,Cynthia Barbare,1167,9,886,1,271,0
Kaufman,18,Justice,5,REP,Cynthia Barbare,1399,18,1150,0,231,0
Kaufman,19,Justice,5,REP,Cynthia Barbare,1106,31,838,2,235,0
Kaufman,20,Justice,5,REP,Cynthia Barbare,771,13,615,0,142,1
Kaufman,21,Justice,5,REP,Cynthia Barbare,1433,21,1087,1,324,0
Kaufman,22,Justice,5,REP,Cynthia Barbare,753,16,606,0,131,0
Kaufman,23,Justice,5,REP,Cynthia Barbare,867,8,704,0,155,0
Kaufman,24,Justice,5,REP,Cynthia Barbare,650,17,523,0,110,0
Kaufman,25,Justice,5,REP,Cynthia Barbare,377,5,310,0,62,0
Kaufman,26,Justice,5,REP,Cynthia Barbare,293,6,195,0,92,0
Kaufman,27,Justice,5,REP,Cynthia Barbare,1905,28,1588,0,289,0
Kaufman,28,Justice,5,REP,Cynthia Barbare,1034,16,867,0,151,0
Kaufman,29,Justice,5,REP,Cynthia Barbare,1179,19,811,0,348,1
Kaufman,30,Justice,5,REP,Cynthia Barbare,1110,13,842,1,254,0
Kaufman,31,Justice,5,REP,Cynthia Barbare,632,6,503,0,123,0
Kaufman,32,Justice,5,REP,Cynthia Barbare,1097,22,907,0,168,0
Kaufman,33,Justice,5,REP,Cynthia Barbare,117,1,88,0,28,0
Kaufman,34,Justice,5,REP,Cynthia Barbare,2103,39,1643,0,421,0
Kaufman,35,Justice,5,REP,Cynthia Barbare,1130,9,871,1,249,0
Kaufman,36,Justice,5,REP,Cynthia Barbare,1416,22,1164,3,227,0
Kaufman,37,Justice,5,REP,Cynthia Barbare,697,6,478,0,213,0
Kaufman,1,Justice,5,DEM,Erin A. Nowell,522,29,374,0,119,0
Kaufman,2,Justice,5,DEM,Erin A. Nowell,172,8,116,0,48,0
Kaufman,3,Justice,5,DEM,Erin A. Nowell,1145,27,919,0,199,0
Kaufman,4,Justice,5,DEM,Erin A. Nowell,304,12,254,0,38,0
Kaufman,5,Justice,5,DEM,Erin A. Nowell,696,27,501,2,164,2
Kaufman,6,Justice,5,DEM,Erin A. Nowell,281,13,193,0,75,0
Kaufman,7,Justice,5,DEM,Erin A. Nowell,1919,28,1480,2,408,1
Kaufman,8,Justice,5,DEM,Erin A. Nowell,461,5,360,2,94,0
Kaufman,9,Justice,5,DEM,Erin A. Nowell,271,6,193,1,70,1
Kaufman,10,Justice,5,DEM,Erin A. Nowell,232,4,171,0,57,0
Kaufman,11,Justice,5,DEM,Erin A. Nowell,380,14,298,1,67,0
Kaufman,12,Justice,5,DEM,Erin A. Nowell,189,7,132,0,50,0
Kaufman,13,Justice,5,DEM,Erin A. Nowell,1347,28,1044,0,275,0
Kaufman,14,Justice,5,DEM,Erin A. Nowell,2209,43,1703,3,460,0
Kaufman,15,Justice,5,DEM,Erin A. Nowell,278,4,219,2,53,0
Kaufman,16,Justice,5,DEM,Erin A. Nowell,337,11,224,0,102,0
Kaufman,17,Justice,5,DEM,Erin A. Nowell,178,13,128,1,36,0
Kaufman,18,Justice,5,DEM,Erin A. Nowell,398,9,317,1,71,0
Kaufman,19,Justice,5,DEM,Erin A. Nowell,497,24,371,0,102,0
Kaufman,20,Justice,5,DEM,Erin A. Nowell,206,6,138,0,62,0
