county,precinct,office,district,party,candidate,votes,election_day,early_voting,ballot_by_mail,provisional,limited
Collin,PCT 219,"District Judge, 469th Judicial District",,,Under Votes,1,380,193,1,134,52
Collin,PCT 219,"District Judge, 470th Judicial District",,Rep,Brook Fulks,1757,232,1486,38,1,0
Collin,PCT 219,"District Judge, 470th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,"District Judge, 470th Judicial District",,,Under Votes,1,380,190,1,137,51
Collin,PCT 219,"District Judge, 471st Judicial District",,Rep,Andrea Bouressa,1754,228,1487,38,1,0
Collin,PCT 219,"District Judge, 471st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,"District Judge, 471st Judicial District",,,Under Votes,1,383,194,1,136,51
Collin,PCT 219,"District Judge, 493rd Judicial District",,Rep,Christine A. Nowak,1761,229,1492,38,2,0
Collin,PCT 219,"District Judge, 493rd Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,"District Judge, 493rd Judicial District",,,Under Votes,1,376,193,1,131,51
Collin,PCT 219,"Judge, County Probate Court, Unexpired Term",,Rep,Sarah R. Duff,1776,230,1507,38,1,0
Collin,PCT 219,"Judge, County Probate Court, Unexpired Term",,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,"Judge, County Probate Court, Unexpired Term",,,Under Votes,1,361,192,1,116,51
Collin,PCT 219,Sheriff,,Rep,Jim Skinner,1769,230,1500,37,2,0
Collin,PCT 219,Sheriff,,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,Sheriff,,,Under Votes,1,368,192,1,123,52
Collin,PCT 219,County Tax Assessor-Collector,,Rep,Scott Grigg,1560,186,1333,38,3,0
Collin,PCT 219,County Tax Assessor-Collector,,Dem,Stephanie Cooksey,1337,14,1,7,7,1121
Collin,PCT 219,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,County Tax Assessor-Collector,,,Under Votes,239,59,168,12,0,0
Collin,PCT 219,"Constable, Precinct No. 3",3,Rep,Sammy Knapp,1530,179,1316,33,2,0
Collin,PCT 219,"Constable, Precinct No. 3",3,Dem,Cesar Avila,1319,174,1102,43,0,0
Collin,PCT 219,"Constable, Precinct No. 3",3,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,"Constable, Precinct No. 3",3,,Under Votes,288,69,205,13,1,0
Collin,PCT 219,Proposition A - Allen ISD,,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,Proposition A - Allen ISD,,,Under Votes,231,50,171,8,2,0
Collin,PCT 219,Proposition B - Allen ISD,,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,Proposition B - Allen ISD,,,Under Votes,263,58,194,9,2,0
Collin,PCT 219,Proposition C - Allen ISD,,,Over Votes,0,0,0,0,0,0
Collin,PCT 219,Proposition C - Allen ISD,,,Under Votes,263,64,187,10,2,0
Collin,PCT 220,President,,Rep,Donald J. Trump/JD Vance,1888,403,1453,32,0,0
Collin,PCT 220,President,,Dem,Kamala D. Harris/Tim Walz,1850,327,1467,52,4,0
Collin,PCT 220,President,,Lib,Chase Oliver/Mike ter Maat,24,8,16,0,0,0
Collin,PCT 220,President,,Grn,Jill Stein/Rudolph Ware,161,67,91,3,0,0
Collin,PCT 220,President,,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,President,,,Under Votes,12,4,8,0,0,0
Collin,PCT 220,U.S. Senate,,Rep,Ted Cruz,1732,346,1356,29,1,0
Collin,PCT 220,U.S. Senate,,Dem,Colin Allred,2035,397,1583,52,3,0
Collin,PCT 220,U.S. Senate,,Lib,Ted Brown,109,36,69,4,0,0
Collin,PCT 220,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,U.S. Senate,,,Under Votes,72,32,38,2,0,0
Collin,PCT 220,U.S. House,4,Rep,Pat Fallon,1918,406,1480,31,1,0
Collin,PCT 220,U.S. House,4,Dem,Simon Cardell,1825,334,1440,48,3,0
Collin,PCT 220,U.S. House,4,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,U.S. House,4,,Under Votes,205,71,126,8,0,0
Collin,PCT 220,Railroad Commissioner,,Rep,Christi Craddick,1844,377,1434,32,1,0
Collin,PCT 220,Railroad Commissioner,,Dem,Katherine Culbert,1681,295,1338,45,3,0
Collin,PCT 220,Railroad Commissioner,,Lib,Hawk Dunlap,74,23,51,0,0,0
Collin,PCT 220,Railroad Commissioner,,Grn,Eddie Espinoza,142,45,93,4,0,0
Collin,PCT 220,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,Railroad Commissioner,,,Under Votes,206,71,129,6,0,0
Collin,PCT 220,"Justice, Supreme Court, Place 2",2,Rep,Jimmy Blacklock,1887,395,1456,35,1,0
Collin,PCT 220,"Justice, Supreme Court, Place 2",2,Dem,DaSean Jones,1833,346,1438,46,3,0
Collin,PCT 220,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, Supreme Court, Place 2",2,,Under Votes,228,70,152,6,0,0
Collin,PCT 220,"Justice, Supreme Court, Place 4",4,Rep,John Devine,1819,374,1410,34,1,0
Collin,PCT 220,"Justice, Supreme Court, Place 4",4,Dem,Christine Vinh Weems,1851,354,1450,44,3,0
Collin,PCT 220,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, Supreme Court, Place 4",4,,Under Votes,278,83,186,9,0,0
Collin,PCT 220,"Justice, Supreme Court, Place 6",6,Rep,Jane Bland,1804,365,1403,35,1,0
Collin,PCT 220,"Justice, Supreme Court, Place 6",6,Dem,Bonnie Lee Goldstein,1774,331,1395,45,3,0
Collin,PCT 220,"Justice, Supreme Court, Place 6",6,Lib,J. David Roberson,131,33,97,1,0,0
Collin,PCT 220,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, Supreme Court, Place 6",6,,Under Votes,239,82,151,6,0,0
Collin,PCT 220,"Presiding Judge, Court of Criminal Appeals",,Rep,David J. Schenck,1849,379,1437,32,1,0
Collin,PCT 220,"Presiding Judge, Court of Criminal Appeals",,Dem,Holly Taylor,1851,353,1449,46,3,0
Collin,PCT 220,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,248,79,160,9,0,0
Collin,PCT 220,"Judge, Court of Criminal Appeals, Place 7",7,Rep,Gina Parker,1862,384,1445,32,1,0
Collin,PCT 220,"Judge, Court of Criminal Appeals, Place 7",7,Dem,Nancy Mulder,1802,334,1420,45,3,0
Collin,PCT 220,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,284,93,181,10,0,0
Collin,PCT 220,"Judge, Court of Criminal Appeals, Place 8",8,Rep,Lee Finley,1873,390,1452,31,0,0
Collin,PCT 220,"Judge, Court of Criminal Appeals, Place 8",8,Dem,Chika Anyiam,1812,338,1423,47,4,0
Collin,PCT 220,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,263,83,171,9,0,0
Collin,PCT 220,State Board of Education,12,Rep,Pam Little,1918,406,1476,35,1,0
Collin,PCT 220,State Board of Education,12,Dem,George King,1799,325,1425,46,3,0
Collin,PCT 220,State Board of Education,12,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,State Board of Education,12,,Under Votes,231,80,145,6,0,0
Collin,PCT 220,State Senate,30,Rep,Brent Hagenbuch,1859,396,1430,32,1,0
Collin,PCT 220,State Senate,30,Dem,Dale Frey,1833,334,1450,46,3,0
Collin,PCT 220,State Senate,30,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,State Senate,30,,Under Votes,256,81,166,9,0,0
Collin,PCT 220,State Representative,61,Rep,Keresa Richardson,1890,393,1462,34,1,0
Collin,PCT 220,State Representative,61,Dem,Tony Adams,1785,328,1407,47,3,0
Collin,PCT 220,State Representative,61,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,State Representative,61,,Under Votes,273,90,177,6,0,0
Collin,PCT 220,"Chief Justice, 5th Court of Appeals District",,Rep,Justin Jay “J.J.” Koch,1810,365,1413,31,1,0
Collin,PCT 220,"Chief Justice, 5th Court of Appeals District",,Dem,Staci Williams,1837,344,1443,47,3,0
Collin,PCT 220,"Chief Justice, 5th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Chief Justice, 5th Court of Appeals District",,,Under Votes,301,102,190,9,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 2",2,Rep,Jessica Lewis,1870,389,1447,33,1,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 2",2,Dem,Robbie Partida-Kipness,1744,313,1384,44,3,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 2",2,,Under Votes,334,109,215,10,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 5",5,Rep,Cynthia Barbare,1836,381,1423,31,1,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 5",5,Dem,Erin A. Nowell,1780,322,1408,47,3,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 5",5,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 5",5,,Under Votes,332,108,215,9,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 9",9,Rep,Matthew J. Kolodoski,1804,363,1408,32,1,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 9",9,Dem,Tina Clinton,1806,333,1424,46,3,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 9",9,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 9",9,,Under Votes,338,115,214,9,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 10",10,Rep,Earl Jackson,1810,369,1409,31,1,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 10",10,Dem,Amanda Reichek,1811,336,1425,47,3,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 10",10,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 10",10,,Under Votes,327,106,212,9,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 11",11,Rep,Gino J. Rossini,1839,375,1431,32,1,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 11",11,Dem,Kim Cooks,1760,323,1388,46,3,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 11",11,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 11",11,,Under Votes,349,113,227,9,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 12",12,Rep,Mike Lee,1841,377,1432,31,1,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 12",12,Dem,Ken Molberg,1757,318,1389,47,3,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 12",12,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 12",12,,Under Votes,350,116,225,9,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 13",13,Rep,Emily A. Miskel,1817,367,1418,31,1,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 13",13,Dem,Tonya Parker,1779,334,1395,47,3,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 13",13,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Justice, 5th Court of Appeals District, Place 13",13,,Under Votes,352,110,233,9,0,0
Collin,PCT 220,"District Judge, 199th Judicial District",,Rep,Angela Tucker,2325,499,1783,42,1,0
Collin,PCT 220,"District Judge, 199th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"District Judge, 199th Judicial District",,,Under Votes,1,623,312,1,263,45
Collin,PCT 220,"District Judge, 380th Judicial District",,Rep,Ben Smith,2263,0,4,8,7,1733
Collin,PCT 220,"District Judge, 380th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"District Judge, 380th Judicial District",,,Under Votes,1,685,324,1,313,45
Collin,PCT 220,"District Judge, 401st Judicial District",,Rep,Kim Laseter,2275,484,1748,42,1,0
Collin,PCT 220,"District Judge, 401st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"District Judge, 401st Judicial District",,,Under Votes,1,673,327,1,298,45
Collin,PCT 220,"District Judge, 416th Judicial District",,Rep,Andrea Stroh Thompson,2254,481,1730,42,1,0
Collin,PCT 220,"District Judge, 416th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"District Judge, 416th Judicial District",,,Under Votes,1,694,330,1,316,45
Collin,PCT 220,"District Judge, 468th Judicial District",,Rep,Lindsey Wynne,2256,485,1728,42,1,0
Collin,PCT 220,"District Judge, 468th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"District Judge, 468th Judicial District",,,Under Votes,1,692,326,1,318,45
Collin,PCT 220,"District Judge, 469th Judicial District",,Rep,Piper McCraw,2248,479,1726,42,1,0
Collin,PCT 220,"District Judge, 469th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"District Judge, 469th Judicial District",,,Under Votes,1,700,332,1,320,45
Collin,PCT 220,"District Judge, 470th Judicial District",,Rep,Brook Fulks,2260,483,1734,42,1,0
Collin,PCT 220,"District Judge, 470th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"District Judge, 470th Judicial District",,,Under Votes,1,688,328,1,312,45
Collin,PCT 220,"District Judge, 471st Judicial District",,Rep,Andrea Bouressa,2256,486,1727,42,1,0
Collin,PCT 220,"District Judge, 471st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"District Judge, 471st Judicial District",,,Under Votes,1,692,325,1,319,45
Collin,PCT 220,"District Judge, 493rd Judicial District",,Rep,Christine A. Nowak,2239,480,1716,42,1,0
Collin,PCT 220,"District Judge, 493rd Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"District Judge, 493rd Judicial District",,,Under Votes,1,709,331,1,330,45
Collin,PCT 220,"Judge, County Probate Court, Unexpired Term",,Rep,Sarah R. Duff,2292,490,1759,42,1,0
Collin,PCT 220,"Judge, County Probate Court, Unexpired Term",,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Judge, County Probate Court, Unexpired Term",,,Under Votes,1,656,321,1,287,45
Collin,PCT 220,Sheriff,,Rep,Jim Skinner,2258,485,1731,41,1,0
Collin,PCT 220,Sheriff,,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,Sheriff,,,Under Votes,1,690,326,1,315,46
Collin,PCT 220,County Tax Assessor-Collector,,Rep,Scott Grigg,1864,387,1446,30,1,0
Collin,PCT 220,County Tax Assessor-Collector,,Dem,Stephanie Cooksey,1684,45,3,0,3,1335
Collin,PCT 220,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,County Tax Assessor-Collector,,,Under Votes,399,121,264,14,0,0
Collin,PCT 220,"County Commissioner, Precinct No. 1",1,Rep,Susan Fletcher,2283,491,1749,42,1,0
Collin,PCT 220,"County Commissioner, Precinct No. 1",1,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"County Commissioner, Precinct No. 1",1,,Under Votes,1,665,320,1,297,45
Collin,PCT 220,"Constable, Precinct No. 4",4,Rep,Steve Asher,2229,478,1708,42,1,0
Collin,PCT 220,"Constable, Precinct No. 4",4,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,"Constable, Precinct No. 4",4,,Under Votes,1,719,333,1,338,45
Collin,PCT 220,Proposition A - Frisco ISD,,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,Proposition A - Frisco ISD,,,Under Votes,225,74,144,6,1,0
Collin,PCT 220,Proposition B - Frisco ISD,,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,Proposition B - Frisco ISD,,,Under Votes,215,73,136,6,0,0
Collin,PCT 220,Proposition C - Frisco ISD,,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,Proposition C - Frisco ISD,,,Under Votes,226,70,149,7,0,0
Collin,PCT 220,Proposition D - Frisco ISD,,,Over Votes,0,0,0,0,0,0
Collin,PCT 220,Proposition D - Frisco ISD,,,Under Votes,235,73,153,8,1,0
Collin,PCT 221,President,,Rep,Donald J. Trump/JD Vance,2263,235,1963,61,4,0
Collin,PCT 221,President,,Dem,Kamala D. Harris/Tim Walz,1434,151,1200,82,1,0
Collin,PCT 221,President,,Lib,Chase Oliver/Mike ter Maat,16,3,13,0,0,0
Collin,PCT 221,President,,Grn,Jill Stein/Rudolph Ware,21,6,15,0,0,0
Collin,PCT 221,President,,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,President,,,Under Votes,20,4,16,0,0,0
Collin,PCT 221,U.S. Senate,,Rep,Ted Cruz,2186,220,1900,63,3,0
Collin,PCT 221,U.S. Senate,,Dem,Colin Allred,1491,155,1255,79,2,0
Collin,PCT 221,U.S. Senate,,Lib,Ted Brown,53,12,40,1,0,0
Collin,PCT 221,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,U.S. Senate,,,Under Votes,43,13,29,1,0,0
Collin,PCT 221,U.S. House,3,Rep,Keith Self,2397,244,2083,66,4,0
Collin,PCT 221,U.S. House,3,Dem,Sandeep Srivastava,1229,123,1034,71,1,0
Collin,PCT 221,U.S. House,3,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,U.S. House,3,,Under Votes,150,33,110,7,0,0
Collin,PCT 221,Railroad Commissioner,,Rep,Christi Craddick,2304,225,2015,60,4,0
Collin,PCT 221,Railroad Commissioner,,Dem,Katherine Culbert,1168,115,982,70,1,0
Collin,PCT 221,Railroad Commissioner,,Lib,Hawk Dunlap,74,17,54,3,0,0
Collin,PCT 221,Railroad Commissioner,,Grn,Eddie Espinoza,37,4,31,2,0,0
Collin,PCT 221,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,Railroad Commissioner,,,Under Votes,190,39,142,9,0,0
Collin,PCT 221,"Justice, Supreme Court, Place 2",2,Rep,Jimmy Blacklock,2355,233,2055,63,4,0
Collin,PCT 221,"Justice, Supreme Court, Place 2",2,Dem,DaSean Jones,1220,129,1018,72,1,0
Collin,PCT 221,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, Supreme Court, Place 2",2,,Under Votes,201,38,154,9,0,0
Collin,PCT 221,"Justice, Supreme Court, Place 4",4,Rep,John Devine,2309,235,2008,62,4,0
Collin,PCT 221,"Justice, Supreme Court, Place 4",4,Dem,Christine Vinh Weems,1249,124,1052,72,1,0
Collin,PCT 221,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, Supreme Court, Place 4",4,,Under Votes,218,41,167,10,0,0
Collin,PCT 221,"Justice, Supreme Court, Place 6",6,Rep,Jane Bland,2298,225,2003,66,4,0
Collin,PCT 221,"Justice, Supreme Court, Place 6",6,Dem,Bonnie Lee Goldstein,1181,118,994,68,1,0
Collin,PCT 221,"Justice, Supreme Court, Place 6",6,Lib,J. David Roberson,93,19,74,0,0,0
Collin,PCT 221,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, Supreme Court, Place 6",6,,Under Votes,204,38,156,10,0,0
Collin,PCT 221,"Presiding Judge, Court of Criminal Appeals",,Rep,David J. Schenck,2343,229,2046,65,3,0
Collin,PCT 221,"Presiding Judge, Court of Criminal Appeals",,Dem,Holly Taylor,1220,128,1020,70,2,0
Collin,PCT 221,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,213,43,161,9,0,0
Collin,PCT 221,"Judge, Court of Criminal Appeals, Place 7",7,Rep,Gina Parker,2330,230,2035,61,4,0
Collin,PCT 221,"Judge, Court of Criminal Appeals, Place 7",7,Dem,Nancy Mulder,1203,124,1007,71,1,0
Collin,PCT 221,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,243,46,185,12,0,0
Collin,PCT 221,"Judge, Court of Criminal Appeals, Place 8",8,Rep,Lee Finley,2354,232,2059,59,4,0
Collin,PCT 221,"Judge, Court of Criminal Appeals, Place 8",8,Dem,Chika Anyiam,1182,123,986,72,1,0
Collin,PCT 221,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,240,45,182,13,0,0
Collin,PCT 221,State Board of Education,12,Rep,Pam Little,2344,223,2052,65,4,0
Collin,PCT 221,State Board of Education,12,Dem,George King,1228,134,1026,67,1,0
Collin,PCT 221,State Board of Education,12,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,State Board of Education,12,,Under Votes,204,43,149,12,0,0
Collin,PCT 221,State Senate,8,Rep,Angela Paxton,2228,231,1937,57,3,0
Collin,PCT 221,State Senate,8,Dem,Rachel Mello,1368,129,1161,76,2,0
Collin,PCT 221,State Senate,8,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,State Senate,8,,Under Votes,180,40,129,11,0,0
Collin,PCT 221,State Representative,61,Rep,Keresa Richardson,2300,226,2006,64,4,0
Collin,PCT 221,State Representative,61,Dem,Tony Adams,1228,124,1036,67,1,0
Collin,PCT 221,State Representative,61,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,State Representative,61,,Under Votes,248,50,185,13,0,0
Collin,PCT 221,"Chief Justice, 5th Court of Appeals District",,Rep,Justin Jay “J.J.” Koch,2297,224,2008,61,4,0
Collin,PCT 221,"Chief Justice, 5th Court of Appeals District",,Dem,Staci Williams,1204,127,1006,70,1,0
Collin,PCT 221,"Chief Justice, 5th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Chief Justice, 5th Court of Appeals District",,,Under Votes,275,49,213,13,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 2",2,Rep,Jessica Lewis,2291,226,2004,57,4,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 2",2,Dem,Robbie Partida-Kipness,1191,121,996,73,1,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 2",2,,Under Votes,294,53,227,14,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 5",5,Rep,Cynthia Barbare,2274,221,1991,58,4,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 5",5,Dem,Erin A. Nowell,1205,126,1005,73,1,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 5",5,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 5",5,,Under Votes,297,53,231,13,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 9",9,Rep,Matthew J. Kolodoski,2269,221,1982,62,4,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 9",9,Dem,Tina Clinton,1206,125,1011,69,1,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 9",9,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 9",9,,Under Votes,301,54,234,13,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 10",10,Rep,Earl Jackson,2251,223,1964,60,4,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 10",10,Dem,Amanda Reichek,1223,122,1028,72,1,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 10",10,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 10",10,,Under Votes,302,55,235,12,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 11",11,Rep,Gino J. Rossini,2269,213,1990,62,4,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 11",11,Dem,Kim Cooks,1203,131,1001,70,1,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 11",11,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 11",11,,Under Votes,304,56,236,12,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 12",12,Rep,Mike Lee,2277,221,1990,62,4,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 12",12,Dem,Ken Molberg,1196,123,1002,70,1,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 12",12,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 12",12,,Under Votes,303,56,235,12,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 13",13,Rep,Emily A. Miskel,2267,219,1982,62,4,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 13",13,Dem,Tonya Parker,1206,123,1012,70,1,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 13",13,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"Justice, 5th Court of Appeals District, Place 13",13,,Under Votes,303,58,233,12,0,0
Collin,PCT 221,"District Judge, 199th Judicial District",,Rep,Angela Tucker,2530,258,2204,65,3,0
Collin,PCT 221,"District Judge, 199th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"District Judge, 199th Judicial District",,,Under Votes,1,246,142,1,23,79
Collin,PCT 221,"District Judge, 380th Judicial District",,Rep,Ben Smith,2490,0,2,5,3,2169
Collin,PCT 221,"District Judge, 380th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"District Judge, 380th Judicial District",,,Under Votes,1,286,147,1,58,80
Collin,PCT 221,"District Judge, 401st Judicial District",,Rep,Kim Laseter,2493,251,2174,64,4,0
Collin,PCT 221,"District Judge, 401st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"District Judge, 401st Judicial District",,,Under Votes,1,283,149,1,53,80
Collin,PCT 221,"District Judge, 416th Judicial District",,Rep,Andrea Stroh Thompson,2473,249,2156,64,4,0
Collin,PCT 221,"District Judge, 416th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"District Judge, 416th Judicial District",,,Under Votes,1,303,151,1,71,80
Collin,PCT 221,"District Judge, 468th Judicial District",,Rep,Lindsey Wynne,2484,249,2168,63,4,0
Collin,PCT 221,"District Judge, 468th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"District Judge, 468th Judicial District",,,Under Votes,1,292,151,1,59,81
Collin,PCT 221,"District Judge, 469th Judicial District",,Rep,Piper McCraw,2490,252,2170,64,4,0
Collin,PCT 221,"District Judge, 469th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"District Judge, 469th Judicial District",,,Under Votes,1,286,148,1,57,80
Collin,PCT 221,"District Judge, 470th Judicial District",,Rep,Brook Fulks,2478,251,2159,64,4,0
Collin,PCT 221,"District Judge, 470th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 221,"District Judge, 470th Judicial District",,,Under Votes,1,298,149,1,68,80
Collin,PCT 221,"District Judge, 471st Judicial District",,Rep,Andrea Bouressa,2474,250,2156,64,4,0
