county,precinct,office,district,party,candidate,votes,ballot_by_mail,early_voting,election_day
Rockwall,2B,U.S. Senate,,,Write-in,3,0,2,1
Rockwall,2C,U.S. Senate,,,Write-in,1,0,0,1
Rockwall,2D,U.S. Senate,,,Write-in,1,0,0,1
Rockwall,2E,U.S. Senate,,,Write-in,0,0,0,0
Rockwall,2F,U.S. Senate,,,Write-in,1,0,1,0
Rockwall,3,U.S. Senate,,,Write-in,5,0,4,1
Rockwall,3A,U.S. Senate,,,Write-in,3,0,2,1
Rockwall,3B,U.S. Senate,,,Write-in,3,0,3,0
Rockwall,3C,U.S. Senate,,,Write-in,0,0,0,0
Rockwall,3D,U.S. Senate,,,Write-in,5,0,4,1
Rockwall,3E,U.S. Senate,,,Write-in,6,0,4,2
Rockwall,4,U.S. Senate,,,Write-in,1,0,0,1
Rockwall,4A,U.S. Senate,,,Write-in,1,0,0,1
Rockwall,4B,U.S. Senate,,,Write-in,10,0,6,4
Rockwall,4C,U.S. Senate,,,Write-in,5,0,3,2
Rockwall,4D,U.S. Senate,,,Write-in,9,1,4,4
Rockwall,4E,U.S. Senate,,,Write-in,2,0,2,0
Rockwall,4F,U.S. Senate,,,Write-in,0,0,0,0
