county,precinct,office,district,party,candidate,votes,absentee,early,election_day,provisional
Lamar,1A3B,Ballots Cast,,,,2574,,,,
Lamar,1A5A,Ballots Cast,,,,414,,,,
Lamar,1C,Ballots Cast,,,,276,,,,
Lamar,1E,Ballots Cast,,,,585,,,,
Lamar,1F,Ballots Cast,,,,997,,,,
Lamar,1H,Ballots Cast,,,,486,,,,
Lamar,1I,Ballots Cast,,,,270,,,,
Lamar,2A1A,Ballots Cast,,,,511,,,,
Lamar,2C3A,Ballots Cast,,,,1618,,,,
Lamar,2D,Ballots Cast,,,,471,,,,
Lamar,2E,Ballots Cast,,,,482,,,,
Lamar,2F,Ballots Cast,,,,167,,,,
Lamar,2G,Ballots Cast,,,,497,,,,
Lamar,3C7G,Ballots Cast,,,,1318,,,,
Lamar,3D,Ballots Cast,,,,600,,,,
Lamar,3E,Ballots Cast,,,,970,,,,
Lamar,3F,Ballots Cast,,,,461,,,,
Lamar,3G,Ballots Cast,,,,465,,,,
Lamar,3H3C,Ballots Cast,,,,527,,,,
Lamar,3I,Ballots Cast,,,,991,,,,
Lamar,4A6E,Ballots Cast,,,,1013,,,,
Lamar,4B,Ballots Cast,,,,1285,,,,
Lamar,4D,Ballots Cast,,,,1205,,,,
Lamar,4E,Ballots Cast,,,,859,,,,
Lamar,4F,Ballots Cast,,,,1258,,,,
Lamar,4G,Ballots Cast,,,,1050,,,,
Lamar,1C,Constable Pct 1,,REP,Travis Rhodes,245,9,190,46,0
Lamar,1E,Constable Pct 1,,REP,Travis Rhodes,490,9,336,145,0
Lamar,1F,Constable Pct 1,,REP,Travis Rhodes,868,28,583,257,0
Lamar,1H,Constable Pct 1,,REP,Travis Rhodes,424,8,300,116,0
Lamar,1I,Constable Pct 1,,REP,Travis Rhodes,243,8,173,62,0
Lamar,2D,Constable Pct 2,,REP,Curtis Graham,389,10,225,154,0
Lamar,2E,Constable Pct 2,,REP,Curtis Graham,407,8,278,121,0
Lamar,2F,Constable Pct 2,,REP,Curtis Graham,143,1,66,76,0
Lamar,2G,Constable Pct 2,,REP,Curtis Graham,400,5,291,104,0
Lamar,3D,Constable Pct 3,,REP,Steven Hill,506,17,318,171,0
Lamar,3E,Constable Pct 3,,REP,Steven Hill,879,17,660,202,0
Lamar,3F,Constable Pct 3,,REP,Steven Hill,411,3,262,146,0
Lamar,3G,Constable Pct 3,,REP,Steven Hill,415,14,297,104,0
Lamar,3I,Constable Pct 3,,REP,Steven Hill,849,19,679,151,0
Lamar,4B,Constable Pct 4,,REP,Tyler Anderson,1075,23,751,301,0
Lamar,4D,Constable Pct 4,,REP,Tyler Anderson,1043,19,751,273,0
Lamar,4E,Constable Pct 4,,REP,Tyler Anderson,758,18,546,194,0
Lamar,1A3B,Constable Pct 5,,REP,Jimmy Hodges,2094,82,1654,358,0
Lamar,1A5A,Constable Pct 5,,REP,Jimmy Hodges,300,7,232,61,0
Lamar,2A1A,Constable Pct 5,,REP,Jimmy Hodges,276,14,209,53,0
Lamar,2C3A,Constable Pct 5,,REP,Jimmy Hodges,1041,32,778,231,0
Lamar,3C7G,Constable Pct 5,,REP,Jimmy Hodges,987,44,760,183,0
Lamar,3H3C,Constable Pct 5,,REP,Jimmy Hodges,401,19,319,63,0
Lamar,4A6E,Constable Pct 5,,REP,Jimmy Hodges,808,28,649,131,0
Lamar,4F,Constable Pct 5,,REP,Jimmy Hodges,1081,26,839,216,0
Lamar,4G,Constable Pct 5,,REP,Jimmy Hodges,897,25,723,149,0
Lamar,1A3B,County Attorney,,REP,Gary D. Young,2110,87,1666,357,0
Lamar,1A5A,County Attorney,,REP,Gary D. Young,299,9,232,58,0
Lamar,1C,County Attorney,,REP,Gary D. Young,244,9,190,45,0
Lamar,1E,County Attorney,,REP,Gary D. Young,482,10,333,139,0
Lamar,1F,County Attorney,,REP,Gary D. Young,862,27,585,250,0
Lamar,1H,County Attorney,,REP,Gary D. Young,429,8,307,114,0
Lamar,1I,County Attorney,,REP,Gary D. Young,233,8,167,58,0
Lamar,2A1A,County Attorney,,REP,Gary D. Young,263,15,197,51,0
Lamar,2C3A,County Attorney,,REP,Gary D. Young,1017,30,755,232,0
Lamar,2D,County Attorney,,REP,Gary D. Young,379,10,217,152,0
Lamar,2E,County Attorney,,REP,Gary D. Young,394,8,270,116,0
Lamar,2F,County Attorney,,REP,Gary D. Young,141,1,64,76,0
Lamar,2G,County Attorney,,REP,Gary D. Young,403,5,297,101,0
Lamar,3C7G,County Attorney,,REP,Gary D. Young,1005,52,770,183,0
Lamar,3D,County Attorney,,REP,Gary D. Young,498,15,320,163,0
Lamar,3E,County Attorney,,REP,Gary D. Young,860,16,648,196,0
Lamar,3F,County Attorney,,REP,Gary D. Young,401,3,255,143,0
Lamar,3G,County Attorney,,REP,Gary D. Young,405,14,292,99,0
Lamar,3H3C,County Attorney,,REP,Gary D. Young,403,22,323,58,0
Lamar,3I,County Attorney,,REP,Gary D. Young,844,21,675,148,0
Lamar,4A6E,County Attorney,,REP,Gary D. Young,804,28,650,126,0
Lamar,4B,County Attorney,,REP,Gary D. Young,1087,24,765,298,0
Lamar,4D,County Attorney,,REP,Gary D. Young,1048,18,752,278,0
Lamar,4E,County Attorney,,REP,Gary D. Young,738,18,537,183,0
Lamar,4F,County Attorney,,REP,Gary D. Young,1083,28,838,217,0
Lamar,4G,County Attorney,,REP,Gary D. Young,892,24,721,147,0
Lamar,1A3B,County Commissioner Pct 1,,REP,Alan Keith Skidmore,2112,88,1659,365,0
Lamar,1A5A,County Commissioner Pct 1,,REP,Alan Keith Skidmore,298,8,232,58,0
Lamar,1C,County Commissioner Pct 1,,REP,Alan Keith Skidmore,244,9,190,45,0
Lamar,1E,County Commissioner Pct 1,,REP,Alan Keith Skidmore,494,9,338,147,0
Lamar,1F,County Commissioner Pct 1,,REP,Alan Keith Skidmore,838,25,567,246,0
Lamar,1H,County Commissioner Pct 1,,REP,Alan Keith Skidmore,420,8,296,116,0
Lamar,1I,County Commissioner Pct 1,,REP,Alan Keith Skidmore,229,7,163,59,0
Lamar,3C7G,County Commissioner Pct 3,,REP,Ronald Bass,998,52,762,184,0
Lamar,3D,County Commissioner Pct 3,,REP,Ronald Bass,495,16,315,164,0
Lamar,3E,County Commissioner Pct 3,,REP,Ronald Bass,854,18,639,197,0
Lamar,3F,County Commissioner Pct 3,,REP,Ronald Bass,390,3,247,140,0
Lamar,3G,County Commissioner Pct 3,,REP,Ronald Bass,398,13,290,95,0
Lamar,3H3C,County Commissioner Pct 3,,REP,Ronald Bass,405,22,319,64,0
Lamar,3I,County Commissioner Pct 3,,REP,Ronald Bass,838,19,668,151,0
Lamar,1A3B,County Tax Assessor-Collector,,REP,Brooke Hill,2156,88,1702,366,0
Lamar,1A5A,County Tax Assessor-Collector,,REP,Brooke Hill,315,10,243,62,0
Lamar,1C,County Tax Assessor-Collector,,REP,Brooke Hill,246,9,192,45,0
Lamar,1E,County Tax Assessor-Collector,,REP,Brooke Hill,499,11,337,151,0
Lamar,1F,County Tax Assessor-Collector,,REP,Brooke Hill,859,27,579,253,0
Lamar,1H,County Tax Assessor-Collector,,REP,Brooke Hill,427,8,301,118,0
Lamar,1I,County Tax Assessor-Collector,,REP,Brooke Hill,235,8,169,58,0
Lamar,2A1A,County Tax Assessor-Collector,,REP,Brooke Hill,315,15,238,62,0
Lamar,2C3A,County Tax Assessor-Collector,,REP,Brooke Hill,1129,33,841,255,0
Lamar,2D,County Tax Assessor-Collector,,REP,Brooke Hill,388,9,222,157,0
Lamar,2E,County Tax Assessor-Collector,,REP,Brooke Hill,409,8,280,121,0
Lamar,2F,County Tax Assessor-Collector,,REP,Brooke Hill,143,1,66,76,0
Lamar,2G,County Tax Assessor-Collector,,REP,Brooke Hill,404,7,295,102,0
Lamar,3C7G,County Tax Assessor-Collector,,REP,Brooke Hill,1046,54,794,198,0
Lamar,3D,County Tax Assessor-Collector,,REP,Brooke Hill,505,15,322,168,0
Lamar,3E,County Tax Assessor-Collector,,REP,Brooke Hill,874,17,657,200,0
Lamar,3F,County Tax Assessor-Collector,,REP,Brooke Hill,413,4,263,146,0
Lamar,3G,County Tax Assessor-Collector,,REP,Brooke Hill,409,14,293,102,0
Lamar,3H3C,County Tax Assessor-Collector,,REP,Brooke Hill,423,22,335,66,0
Lamar,3I,County Tax Assessor-Collector,,REP,Brooke Hill,859,22,683,154,0
Lamar,4A6E,County Tax Assessor-Collector,,REP,Brooke Hill,837,29,669,139,0
Lamar,4B,County Tax Assessor-Collector,,REP,Brooke Hill,1074,22,756,296,0
Lamar,4D,County Tax Assessor-Collector,,REP,Brooke Hill,1055,20,756,279,0
Lamar,4E,County Tax Assessor-Collector,,REP,Brooke Hill,757,18,544,195,0
Lamar,4F,County Tax Assessor-Collector,,REP,Brooke Hill,1103,29,851,223,0
Lamar,4G,County Tax Assessor-Collector,,REP,Brooke Hill,908,24,735,149,0
Lamar,1A3B,Dist Judge,,REP,R. Wesley Tidwell,2116,87,1670,359,0
Lamar,1A5A,Dist Judge,,REP,R. Wesley Tidwell,305,9,234,62,0
Lamar,1C,Dist Judge,,REP,R. Wesley Tidwell,251,9,195,47,0
Lamar,1E,Dist Judge,,REP,R. Wesley Tidwell,499,11,338,150,0
Lamar,1F,Dist Judge,,REP,R. Wesley Tidwell,867,27,589,251,0
Lamar,1H,Dist Judge,,REP,R. Wesley Tidwell,423,8,302,113,0
Lamar,1I,Dist Judge,,REP,R. Wesley Tidwell,238,8,170,60,0
Lamar,2A1A,Dist Judge,,REP,R. Wesley Tidwell,266,14,197,55,0
Lamar,2C3A,Dist Judge,,REP,R. Wesley Tidwell,1052,31,781,240,0
Lamar,2D,Dist Judge,,REP,R. Wesley Tidwell,375,10,217,148,0
Lamar,2E,Dist Judge,,REP,R. Wesley Tidwell,395,8,272,115,0
Lamar,2F,Dist Judge,,REP,R. Wesley Tidwell,140,1,64,75,0
Lamar,2G,Dist Judge,,REP,R. Wesley Tidwell,404,5,296,103,0
Lamar,3C7G,Dist Judge,,REP,R. Wesley Tidwell,1015,53,775,187,0
Lamar,3D,Dist Judge,,REP,R. Wesley Tidwell,510,15,324,171,0
Lamar,3E,Dist Judge,,REP,R. Wesley Tidwell,878,15,662,201,0
Lamar,3F,Dist Judge,,REP,R. Wesley Tidwell,403,3,258,142,0
Lamar,3G,Dist Judge,,REP,R. Wesley Tidwell,413,14,298,101,0
Lamar,3H3C,Dist Judge,,REP,R. Wesley Tidwell,418,22,334,62,0
Lamar,3I,Dist Judge,,REP,R. Wesley Tidwell,849,19,682,148,0
Lamar,4A6E,Dist Judge,,REP,R. Wesley Tidwell,803,29,649,125,0
Lamar,4B,Dist Judge,,REP,R. Wesley Tidwell,1089,22,768,299,0
Lamar,4D,Dist Judge,,REP,R. Wesley Tidwell,1056,19,755,282,0
Lamar,4E,Dist Judge,,REP,R. Wesley Tidwell,751,18,547,186,0
Lamar,4F,Dist Judge,,REP,R. Wesley Tidwell,1091,25,848,218,0
Lamar,4G,Dist Judge,,REP,R. Wesley Tidwell,900,25,729,146,0
Lamar,1A3B,Dist Judge,,REP,Will Biard,2135,91,1683,361,0
Lamar,1A5A,Dist Judge,,REP,Will Biard,308,10,238,60,0
Lamar,1C,Dist Judge,,REP,Will Biard,248,9,194,45,0
Lamar,1E,Dist Judge,,REP,Will Biard,496,12,335,149,0
Lamar,1F,Dist Judge,,REP,Will Biard,868,27,590,251,0
Lamar,1H,Dist Judge,,REP,Will Biard,425,8,304,113,0
Lamar,1I,Dist Judge,,REP,Will Biard,234,8,167,59,0
Lamar,2A1A,Dist Judge,,REP,Will Biard,269,13,205,51,0
Lamar,2C3A,Dist Judge,,REP,Will Biard,1058,31,789,238,0
Lamar,2D,Dist Judge,,REP,Will Biard,375,10,217,148,0
Lamar,2E,Dist Judge,,REP,Will Biard,402,8,275,119,0
Lamar,2F,Dist Judge,,REP,Will Biard,140,1,64,75,0
Lamar,2G,Dist Judge,,REP,Will Biard,402,5,296,101,0
Lamar,3C7G,Dist Judge,,REP,Will Biard,1030,54,788,188,0
Lamar,3D,Dist Judge,,REP,Will Biard,510,16,325,169,0
Lamar,3E,Dist Judge,,REP,Will Biard,873,16,657,200,0
Lamar,3F,Dist Judge,,REP,Will Biard,396,3,254,139,0
Lamar,3G,Dist Judge,,REP,Will Biard,408,14,296,98,0
Lamar,3H3C,Dist Judge,,REP,Will Biard,420,22,335,63,0
Lamar,3I,Dist Judge,,REP,Will Biard,862,21,692,149,0
Lamar,4A6E,Dist Judge,,REP,Will Biard,802,28,647,127,0
Lamar,4B,Dist Judge,,REP,Will Biard,1104,22,784,298,0
Lamar,4D,Dist Judge,,REP,Will Biard,1052,19,759,274,0
Lamar,4E,Dist Judge,,REP,Will Biard,751,18,543,190,0
Lamar,4F,Dist Judge,,REP,Will Biard,1091,26,847,218,0
Lamar,4G,Dist Judge,,REP,Will Biard,899,24,724,151,0
Lamar,1A3B,Judge,7,REP,Gina Parker,1886,72,1514,300,0
Lamar,1A5A,Judge,7,REP,Gina Parker,243,9,193,41,0
Lamar,1C,Judge,7,REP,Gina Parker,234,6,184,44,0
Lamar,1E,Judge,7,REP,Gina Parker,487,9,326,152,0
Lamar,1F,Judge,7,REP,Gina Parker,852,23,577,252,0
Lamar,1H,Judge,7,REP,Gina Parker,421,7,304,110,0
Lamar,1I,Judge,7,REP,Gina Parker,229,6,164,59,0
Lamar,2A1A,Judge,7,REP,Gina Parker,177,8,130,39,0
Lamar,2C3A,Judge,7,REP,Gina Parker,835,18,619,198,0
Lamar,2D,Judge,7,REP,Gina Parker,357,7,205,145,0
Lamar,2E,Judge,7,REP,Gina Parker,386,7,262,117,0
Lamar,2F,Judge,7,REP,Gina Parker,138,1,63,74,0
Lamar,2G,Judge,7,REP,Gina Parker,391,4,290,97,0
Lamar,3C7G,Judge,7,REP,Gina Parker,825,50,632,143,0
Lamar,3D,Judge,7,REP,Gina Parker,495,12,312,171,0
Lamar,3E,Judge,7,REP,Gina Parker,865,14,649,202,0
Lamar,3F,Judge,7,REP,Gina Parker,392,5,245,142,0
Lamar,3G,Judge,7,REP,Gina Parker,391,9,286,96,0
Lamar,3H3C,Judge,7,REP,Gina Parker,367,20,293,54,0
Lamar,3I,Judge,7,REP,Gina Parker,831,19,667,145,0
Lamar,4A6E,Judge,7,REP,Gina Parker,728,26,584,118,0
Lamar,4B,Judge,7,REP,Gina Parker,1085,19,749,317,0
Lamar,4D,Judge,7,REP,Gina Parker,1051,21,746,284,0
Lamar,4E,Judge,7,REP,Gina Parker,739,17,541,181,0
Lamar,4F,Judge,7,REP,Gina Parker,1028,22,815,191,0
Lamar,4G,Judge,7,REP,Gina Parker,856,25,684,147,0
Lamar,1A3B,Judge,7,DEM,Nancy Mulder,522,26,384,112,0
Lamar,1A5A,Judge,7,DEM,Nancy Mulder,144,4,111,29,0
Lamar,1C,Judge,7,DEM,Nancy Mulder,26,2,22,2,0
Lamar,1E,Judge,7,DEM,Nancy Mulder,69,5,41,23,0
Lamar,1F,Judge,7,DEM,Nancy Mulder,82,10,36,36,0
Lamar,1H,Judge,7,DEM,Nancy Mulder,38,0,26,12,0
Lamar,1I,Judge,7,DEM,Nancy Mulder,29,5,21,3,0
Lamar,2A1A,Judge,7,DEM,Nancy Mulder,298,20,214,64,0
Lamar,2C3A,Judge,7,DEM,Nancy Mulder,667,33,488,146,0
Lamar,2D,Judge,7,DEM,Nancy Mulder,68,3,35,30,0
Lamar,2E,Judge,7,DEM,Nancy Mulder,66,2,45,19,0
Lamar,2F,Judge,7,DEM,Nancy Mulder,17,1,9,7,0
Lamar,2G,Judge,7,DEM,Nancy Mulder,78,5,49,24,0
Lamar,3C7G,Judge,7,DEM,Nancy Mulder,401,19,288,94,0
Lamar,3D,Judge,7,DEM,Nancy Mulder,64,7,43,14,0
Lamar,3E,Judge,7,DEM,Nancy Mulder,57,7,38,12,0
Lamar,3F,Judge,7,DEM,Nancy Mulder,36,2,21,13,0
Lamar,3G,Judge,7,DEM,Nancy Mulder,45,5,28,12,0
Lamar,3H3C,Judge,7,DEM,Nancy Mulder,125,3,101,21,0
Lamar,3I,Judge,7,DEM,Nancy Mulder,104,8,77,19,0
Lamar,4A6E,Judge,7,DEM,Nancy Mulder,216,11,162,43,0
Lamar,4B,Judge,7,DEM,Nancy Mulder,129,13,84,32,0
Lamar,4D,Judge,7,DEM,Nancy Mulder,87,2,59,26,0
Lamar,4E,Judge,7,DEM,Nancy Mulder,80,3,40,37,0
Lamar,4F,Judge,7,DEM,Nancy Mulder,163,13,100,50,0
Lamar,4G,Judge,7,DEM,Nancy Mulder,128,5,108,15,0
Lamar,1A3B,Judge,8,DEM,Chika Anyiam,500,23,371,106,0
Lamar,1A5A,Judge,8,DEM,Chika Anyiam,143,4,108,31,0
Lamar,1C,Judge,8,DEM,Chika Anyiam,21,2,18,1,0
Lamar,1E,Judge,8,DEM,Chika Anyiam,66,5,38,23,0
Lamar,1F,Judge,8,DEM,Chika Anyiam,78,9,38,31,0
Lamar,1H,Judge,8,DEM,Chika Anyiam,36,0,27,9,0
Lamar,1I,Judge,8,DEM,Chika Anyiam,26,5,18,3,0
Lamar,2A1A,Judge,8,DEM,Chika Anyiam,306,20,221,65,0
Lamar,2C3A,Judge,8,DEM,Chika Anyiam,679,35,490,154,0
Lamar,2D,Judge,8,DEM,Chika Anyiam,65,3,34,28,0
Lamar,2E,Judge,8,DEM,Chika Anyiam,61,0,44,17,0
Lamar,2F,Judge,8,DEM,Chika Anyiam,12,1,7,4,0
Lamar,2G,Judge,8,DEM,Chika Anyiam,75,5,48,22,0
Lamar,3C7G,Judge,8,DEM,Chika Anyiam,391,20,284,87,0
Lamar,3D,Judge,8,DEM,Chika Anyiam,58,6,42,10,0
Lamar,3E,Judge,8,DEM,Chika Anyiam,52,7,35,10,0
Lamar,3F,Judge,8,DEM,Chika Anyiam,37,2,20,15,0
Lamar,3G,Judge,8,DEM,Chika Anyiam,43,4,29,10,0
Lamar,3H3C,Judge,8,DEM,Chika Anyiam,121,3,98,20,0
Lamar,3I,Judge,8,DEM,Chika Anyiam,103,8,75,20,0
Lamar,4A6E,Judge,8,DEM,Chika Anyiam,213,11,155,47,0
Lamar,4B,Judge,8,DEM,Chika Anyiam,127,13,82,32,0
Lamar,4D,Judge,8,DEM,Chika Anyiam,80,2,53,25,0
Lamar,4E,Judge,8,DEM,Chika Anyiam,78,3,41,34,0
Lamar,4F,Judge,8,DEM,Chika Anyiam,161,12,99,50,0
Lamar,4G,Judge,8,DEM,Chika Anyiam,123,5,104,14,0
Lamar,1A3B,Judge,8,REP,Lee Finley,1920,77,1535,308,0
Lamar,1A5A,Judge,8,REP,Lee Finley,245,9,193,43,0
Lamar,1C,Judge,8,REP,Lee Finley,240,6,188,46,0
Lamar,1E,Judge,8,REP,Lee Finley,489,9,328,152,0
Lamar,1F,Judge,8,REP,Lee Finley,859,26,574,259,0
Lamar,1H,Judge,8,REP,Lee Finley,430,8,305,117,0
Lamar,1I,Judge,8,REP,Lee Finley,230,6,166,58,0
Lamar,2A1A,Judge,8,REP,Lee Finley,175,8,127,40,0
Lamar,2C3A,Judge,8,REP,Lee Finley,834,19,621,194,0
Lamar,2D,Judge,8,REP,Lee Finley,364,7,206,151,0
Lamar,2E,Judge,8,REP,Lee Finley,394,8,264,122,0
Lamar,2F,Judge,8,REP,Lee Finley,146,1,65,80,0
Lamar,2G,Judge,8,REP,Lee Finley,398,4,291,103,0
Lamar,3C7G,Judge,8,REP,Lee Finley,839,49,640,150,0
Lamar,3D,Judge,8,REP,Lee Finley,502,12,314,176,0
Lamar,3E,Judge,8,REP,Lee Finley,876,13,653,210,0
Lamar,3F,Judge,8,REP,Lee Finley,394,5,246,143,0
Lamar,3G,Judge,8,REP,Lee Finley,395,10,286,99,0
Lamar,3H3C,Judge,8,REP,Lee Finley,367,20,293,54,0
Lamar,3I,Judge,8,REP,Lee Finley,836,19,672,145,0
Lamar,4A6E,Judge,8,REP,Lee Finley,735,27,594,114,0
Lamar,4B,Judge,8,REP,Lee Finley,1092,20,750,322,0
Lamar,4D,Judge,8,REP,Lee Finley,1060,21,752,287,0
Lamar,4E,Judge,8,REP,Lee Finley,743,17,539,187,0
Lamar,4F,Judge,8,REP,Lee Finley,1033,24,813,196,0
Lamar,4G,Judge,8,REP,Lee Finley,862,25,689,148,0
Lamar,1A3B,Justice,2,DEM,DaSean Jones,506,23,375,108,0
Lamar,1A5A,Justice,2,DEM,DaSean Jones,147,5,111,31,0
Lamar,1C,Justice,2,DEM,DaSean Jones,27,2,20,5,0
Lamar,1E,Justice,2,DEM,DaSean Jones,67,5,41,21,0
Lamar,1F,Justice,2,DEM,DaSean Jones,91,10,44,37,0
Lamar,1H,Justice,2,DEM,DaSean Jones,36,0,28,8,0
Lamar,1I,Justice,2,DEM,DaSean Jones,29,5,21,3,0
Lamar,2A1A,Justice,2,DEM,DaSean Jones,308,19,224,65,0
Lamar,2C3A,Justice,2,DEM,DaSean Jones,692,36,498,158,0
Lamar,2D,Justice,2,DEM,DaSean Jones,71,3,35,33,0
Lamar,2E,Justice,2,DEM,DaSean Jones,66,2,45,19,0
Lamar,2F,Justice,2,DEM,DaSean Jones,15,1,8,6,0
Lamar,2G,Justice,2,DEM,DaSean Jones,73,7,46,20,0
Lamar,3C7G,Justice,2,DEM,DaSean Jones,397,20,290,87,0
Lamar,3D,Justice,2,DEM,DaSean Jones,57,7,39,11,0
Lamar,3E,Justice,2,DEM,DaSean Jones,55,8,35,12,0
Lamar,3F,Justice,2,DEM,DaSean Jones,40,2,23,15,0
Lamar,3G,Justice,2,DEM,DaSean Jones,43,4,30,9,0
Lamar,3H3C,Justice,2,DEM,DaSean Jones,123,3,98,22,0
Lamar,3I,Justice,2,DEM,DaSean Jones,111,8,81,22,0
Lamar,4A6E,Justice,2,DEM,DaSean Jones,217,12,156,49,0
Lamar,4B,Justice,2,DEM,DaSean Jones,131,15,81,35,0
Lamar,4D,Justice,2,DEM,DaSean Jones,83,2,55,26,0
Lamar,4E,Justice,2,DEM,DaSean Jones,81,3,42,36,0
Lamar,4F,Justice,2,DEM,DaSean Jones,163,13,99,51,0
Lamar,4G,Justice,2,DEM,DaSean Jones,129,5,108,16,0
Lamar,1A3B,Justice,2,REP,Jeff Rambin,2029,84,1592,353,0
Lamar,1A5A,Justice,2,REP,Jeff Rambin,288,8,221,59,0
Lamar,1C,Justice,2,REP,Jeff Rambin,238,9,186,43,0
Lamar,1E,Justice,2,REP,Jeff Rambin,483,11,331,141,0
Lamar,1F,Justice,2,REP,Jeff Rambin,849,27,578,244,0
Lamar,1H,Justice,2,REP,Jeff Rambin,425,8,304,113,0
Lamar,1I,Justice,2,REP,Jeff Rambin,230,7,167,56,0
Lamar,2A1A,Justice,2,REP,Jeff Rambin,252,11,191,50,0
Lamar,2C3A,Justice,2,REP,Jeff Rambin,999,28,744,227,0
Lamar,2D,Justice,2,REP,Jeff Rambin,364,10,211,143,0
Lamar,2E,Justice,2,REP,Jeff Rambin,388,8,269,111,0
Lamar,2F,Justice,2,REP,Jeff Rambin,142,1,66,75,0
Lamar,2G,Justice,2,REP,Jeff Rambin,398,5,291,102,0
Lamar,3C7G,Justice,2,REP,Jeff Rambin,956,48,731,177,0
Lamar,3D,Justice,2,REP,Jeff Rambin,487,15,305,167,0
Lamar,3E,Justice,2,REP,Jeff Rambin,859,16,642,201,0
Lamar,3F,Justice,2,REP,Jeff Rambin,389,4,247,138,0
Lamar,3G,Justice,2,REP,Jeff Rambin,399,13,290,96,0
Lamar,3H3C,Justice,2,REP,Jeff Rambin,406,22,323,61,0
Lamar,3I,Justice,2,REP,Jeff Rambin,825,18,658,149,0
Lamar,4A6E,Justice,2,REP,Jeff Rambin,780,28,627,125,0
Lamar,4B,Justice,2,REP,Jeff Rambin,1067,20,752,295,0
Lamar,4D,Justice,2,REP,Jeff Rambin,1042,20,744,278,0
Lamar,4E,Justice,2,REP,Jeff Rambin,730,17,535,178,0
Lamar,4F,Justice,2,REP,Jeff Rambin,1045,25,811,209,0
Lamar,4G,Justice,2,REP,Jeff Rambin,870,25,699,146,0
Lamar,1A3B,Justice,2,REP,Jimmy Blacklock,1940,79,1546,315,0
Lamar,1A5A,Justice,2,REP,Jimmy Blacklock,246,8,194,44,0
Lamar,1C,Justice,2,REP,Jimmy Blacklock,235,6,186,43,0
Lamar,1E,Justice,2,REP,Jimmy Blacklock,493,9,326,158,0
Lamar,1F,Justice,2,REP,Jimmy Blacklock,861,26,576,259,0
Lamar,1H,Justice,2,REP,Jimmy Blacklock,432,8,307,117,0
Lamar,1I,Justice,2,REP,Jimmy Blacklock,231,7,165,59,0
Lamar,2A1A,Justice,2,REP,Jimmy Blacklock,180,8,131,41,0
Lamar,2C3A,Justice,2,REP,Jimmy Blacklock,836,21,621,194,0
Lamar,2D,Justice,2,REP,Jimmy Blacklock,368,7,213,148,0
Lamar,2E,Justice,2,REP,Jimmy Blacklock,394,7,264,123,0
Lamar,2F,Justice,2,REP,Jimmy Blacklock,144,1,63,80,0
Lamar,2G,Justice,2,REP,Jimmy Blacklock,404,3,296,105,0
Lamar,3C7G,Justice,2,REP,Jimmy Blacklock,853,50,650,153,0
Lamar,3D,Justice,2,REP,Jimmy Blacklock,513,12,323,178,0
Lamar,3E,Justice,2,REP,Jimmy Blacklock,888,15,661,212,0
Lamar,3F,Justice,2,REP,Jimmy Blacklock,400,5,251,144,0
Lamar,3G,Justice,2,REP,Jimmy Blacklock,401,10,291,100,0
Lamar,3H3C,Justice,2,REP,Jimmy Blacklock,374,21,299,54,0
Lamar,3I,Justice,2,REP,Jimmy Blacklock,838,19,673,146,0
Lamar,4A6E,Justice,2,REP,Jimmy Blacklock,740,27,600,113,0
Lamar,4B,Justice,2,REP,Jimmy Blacklock,1095,18,753,324,0
Lamar,4D,Justice,2,REP,Jimmy Blacklock,1074,21,761,292,0
Lamar,4E,Justice,2,REP,Jimmy Blacklock,745,17,541,187,0
Lamar,4F,Justice,2,REP,Jimmy Blacklock,1039,22,816,201,0
Lamar,4G,Justice,2,REP,Jimmy Blacklock,862,26,687,149,0
Lamar,1A3B,Justice,4,DEM,Christine Vinh Weems,549,26,404,119,0
Lamar,1A5A,Justice,4,DEM,Christine Vinh Weems,151,4,116,31,0
Lamar,1C,Justice,4,DEM,Christine Vinh Weems,27,2,21,4,0
Lamar,1E,Justice,4,DEM,Christine Vinh Weems,67,5,40,22,0
Lamar,1F,Justice,4,DEM,Christine Vinh Weems,92,8,46,38,0
Lamar,1H,Justice,4,DEM,Christine Vinh Weems,41,0,30,11,0
Lamar,1I,Justice,4,DEM,Christine Vinh Weems,27,5,19,3,0
Lamar,2A1A,Justice,4,DEM,Christine Vinh Weems,303,19,220,64,0
Lamar,2C3A,Justice,4,DEM,Christine Vinh Weems,699,37,503,159,0
Lamar,2D,Justice,4,DEM,Christine Vinh Weems,73,3,36,34,0
Lamar,2E,Justice,4,DEM,Christine Vinh Weems,67,2,46,19,0
Lamar,2F,Justice,4,DEM,Christine Vinh Weems,15,1,9,5,0
Lamar,2G,Justice,4,DEM,Christine Vinh Weems,78,6,48,24,0
Lamar,3C7G,Justice,4,DEM,Christine Vinh Weems,414,23,297,94,0
Lamar,3D,Justice,4,DEM,Christine Vinh Weems,69,7,45,17,0
Lamar,3E,Justice,4,DEM,Christine Vinh Weems,58,7,39,12,0
Lamar,3F,Justice,4,DEM,Christine Vinh Weems,39,2,23,14,0
Lamar,3G,Justice,4,DEM,Christine Vinh Weems,51,5,33,13,0
Lamar,3H3C,Justice,4,DEM,Christine Vinh Weems,122,3,98,21,0
Lamar,3I,Justice,4,DEM,Christine Vinh Weems,107,9,78,20,0
