county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Bowie,1A,"Justice, 6th Ct of App Dist, Pl 2",,,Under Votes,300,19,190,90,1
Bowie,1A,"Dist Judge, 5th Judicial Dist",,REP,Bill Miller,154,6,87,61,0
Bowie,1A,"Dist Judge, 5th Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,1A,"Dist Judge, 5th Judicial Dist",,,Under Votes,292,19,186,86,1
Bowie,1A,"Dist Judge, 202nd Judicial Dist",,REP,John Tidwell,160,7,93,60,0
Bowie,1A,"Dist Judge, 202nd Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,1A,"Dist Judge, 202nd Judicial Dist",,,Under Votes,286,18,180,87,1
Bowie,1A,Sheriff,,REP,Jeff Neal,166,6,95,65,0
Bowie,1A,Sheriff,,,Over Votes,0,0,0,0,0
Bowie,1A,Sheriff,,,Under Votes,280,19,178,82,1
Bowie,1A,County Tax Assessor-Collector,,REP,Josh Davis,156,8,91,57,0
Bowie,1A,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0
Bowie,1A,County Tax Assessor-Collector,,,Under Votes,290,17,182,90,1
Bowie,1A,County Commissioner Pct 1,,DEM,Sammy Stone,344,19,210,114,1
Bowie,1A,County Commissioner Pct 1,,,Over Votes,0,0,0,0,0
Bowie,1A,County Commissioner Pct 1,,,Under Votes,102,6,63,33,0
Bowie,1A,"Justice of the Peace Pct 1, Place 1",,REP,Nancy Talley,195,9,119,67,0
Bowie,1A,"Justice of the Peace Pct 1, Place 1",,,Over Votes,0,0,0,0,0
Bowie,1A,"Justice of the Peace Pct 1, Place 1",,,Under Votes,251,16,154,80,1
Bowie,1A,"Justice of the Peace-Unexpired Pct 1, Place 2",,REP,Jay Womack,157,6,90,61,0
Bowie,1A,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Over Votes,0,0,0,0,0
Bowie,1A,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Under Votes,289,19,183,86,1
Bowie,1A,Constable Precinct 1,,REP,Randall Baggett,152,6,89,57,0
Bowie,1A,Constable Precinct 1,,,Over Votes,0,0,0,0,0
Bowie,1A,Constable Precinct 1,,,Under Votes,294,19,184,90,1
Bowie,1B,Registered Voters,,,,1307,,,,
Bowie,1B,Ballots Cast,,,,554,33,365,156,0
Bowie,1B,Ballots Cast Blank,,,,1,0,1,0,0
Bowie,1B,President,,REP,Donald J. Trump,190,2,122,66,0
Bowie,1B,President,,DEM,Kamala D. Harris,350,31,232,87,0
Bowie,1B,President,,LIB,Chase Oliver,5,0,4,1,0
Bowie,1B,President,,GRN,Jill Stein,2,0,1,1,0
Bowie,1B,President,,,Uncertified,1,0,0,1,0
Bowie,1B,President,,,Claudia De la Cruz/Karina Garcia,0,0,0,0,0
Bowie,1B,President,,,Peter Sonski/Lauren Onak,0,0,0,0,0
Bowie,1B,President,,,Cornel West/Melina Abdullah,0,0,0,0,0
Bowie,1B,President,,,Shiva Ayyadurai/Crystal Ellis,0,0,0,0,0
Bowie,1B,President,,,Not Assigned,0,0,0,0,0
Bowie,1B,President,,,Over Votes,0,0,0,0,0
Bowie,1B,President,,,Under Votes,6,0,5,1,0
Bowie,1B,U.S. Senate,,REP,Ted Cruz,186,2,121,63,0
Bowie,1B,U.S. Senate,,DEM,Colin Allred,337,29,220,88,0
Bowie,1B,U.S. Senate,,LIB,Ted Brown,12,0,9,3,0
Bowie,1B,U.S. Senate,,,Tracy Andrus,0,0,0,0,0
Bowie,1B,U.S. Senate,,,Analisa Roche,0,0,0,0,0
Bowie,1B,U.S. Senate,,,Uncertified,0,0,0,0,0
Bowie,1B,U.S. Senate,,,Not Assigned,0,0,0,0,0
Bowie,1B,U.S. Senate,,,Over Votes,0,0,0,0,0
Bowie,1B,U.S. Senate,,,Under Votes,19,2,15,2,0
Bowie,1B,U.S. House,1,REP,Nathaniel Moran,254,4,163,87,0
Bowie,1B,U.S. House,1,,Over Votes,0,0,0,0,0
Bowie,1B,U.S. House,1,,Under Votes,300,29,202,69,0
Bowie,1B,Railroad Commissioner,,REP,Christi Craddick,177,2,116,59,0
Bowie,1B,Railroad Commissioner,,DEM,Katherine Culbert,328,29,216,83,0
Bowie,1B,Railroad Commissioner,,LIB,Hawk Dunlap,8,0,3,5,0
Bowie,1B,Railroad Commissioner,,GRN,Eddie Espinoza,7,0,5,2,0
Bowie,1B,Railroad Commissioner,,,Richard McKibbin,0,0,0,0,0
Bowie,1B,Railroad Commissioner,,,Uncertified,0,0,0,0,0
Bowie,1B,Railroad Commissioner,,,Not Assigned,0,0,0,0,0
Bowie,1B,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Bowie,1B,Railroad Commissioner,,,Under Votes,34,2,25,7,0
Bowie,1B,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,193,2,126,65,0
Bowie,1B,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,329,29,214,86,0
Bowie,1B,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,1B,"Justice, Supreme Court, Pl 2",,,Under Votes,32,2,25,5,0
Bowie,1B,"Justice, Supreme Court, Pl 4",,REP,John Devine,190,2,126,62,0
Bowie,1B,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,328,29,212,87,0
Bowie,1B,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0,0
Bowie,1B,"Justice, Supreme Court, Pl 4",,,Under Votes,36,2,27,7,0
Bowie,1B,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,179,2,119,58,0
Bowie,1B,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,328,28,217,83,0
Bowie,1B,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,12,1,4,7,0
Bowie,1B,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0,0
Bowie,1B,"Justice, Supreme Court, Pl 6",,,Under Votes,35,2,25,8,0
Bowie,1B,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,183,3,119,61,0
Bowie,1B,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,331,28,218,85,0
Bowie,1B,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0,0
Bowie,1B,"Presiding Judge, Ct of Crim App",,,Under Votes,40,2,28,10,0
Bowie,1B,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,185,2,120,63,0
Bowie,1B,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,330,28,217,85,0
Bowie,1B,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0,0
Bowie,1B,"Judge, Ct of Crim App, Pl 7",,,Under Votes,39,3,28,8,0
Bowie,1B,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,190,3,125,62,0
Bowie,1B,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,323,28,211,84,0
Bowie,1B,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0,0
Bowie,1B,"Judge, Ct of Crim App, Pl 8",,,Under Votes,41,2,29,10,0
Bowie,1B,"Member, State BoE, Dist 12",,REP,Pam Little,189,3,121,65,0
Bowie,1B,"Member, State BoE, Dist 12",,DEM,George King,327,28,219,80,0
Bowie,1B,"Member, State BoE, Dist 12",,,Over Votes,0,0,0,0,0
Bowie,1B,"Member, State BoE, Dist 12",,,Under Votes,38,2,25,11,0
Bowie,1B,State Representative,1,REP,Gary VanDeaver,262,6,168,88,0
Bowie,1B,State Representative,1,,Over Votes,0,0,0,0,0
Bowie,1B,State Representative,1,,Under Votes,292,27,197,68,0
Bowie,1B,"Justice, 6th Ct of App Dist, Pl 2",,REP,Jeff Rambin,252,4,163,85,0
Bowie,1B,"Justice, 6th Ct of App Dist, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,1B,"Justice, 6th Ct of App Dist, Pl 2",,,Under Votes,302,29,202,71,0
Bowie,1B,"Dist Judge, 5th Judicial Dist",,REP,Bill Miller,256,4,164,88,0
Bowie,1B,"Dist Judge, 5th Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,1B,"Dist Judge, 5th Judicial Dist",,,Under Votes,298,29,201,68,0
Bowie,1B,"Dist Judge, 202nd Judicial Dist",,REP,John Tidwell,259,3,168,88,0
Bowie,1B,"Dist Judge, 202nd Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,1B,"Dist Judge, 202nd Judicial Dist",,,Under Votes,295,30,197,68,0
Bowie,1B,Sheriff,,REP,Jeff Neal,262,4,167,91,0
Bowie,1B,Sheriff,,,Over Votes,0,0,0,0,0
Bowie,1B,Sheriff,,,Under Votes,292,29,198,65,0
Bowie,1B,County Tax Assessor-Collector,,REP,Josh Davis,261,5,171,85,0
Bowie,1B,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0
Bowie,1B,County Tax Assessor-Collector,,,Under Votes,293,28,194,71,0
Bowie,1B,County Commissioner Pct 1,,DEM,Sammy Stone,390,27,258,105,0
Bowie,1B,County Commissioner Pct 1,,,Over Votes,0,0,0,0,0
Bowie,1B,County Commissioner Pct 1,,,Under Votes,164,6,107,51,0
Bowie,1B,"Justice of the Peace Pct 1, Place 1",,REP,Nancy Talley,296,5,194,97,0
Bowie,1B,"Justice of the Peace Pct 1, Place 1",,,Over Votes,0,0,0,0,0
Bowie,1B,"Justice of the Peace Pct 1, Place 1",,,Under Votes,258,28,171,59,0
Bowie,1B,"Justice of the Peace-Unexpired Pct 1, Place 2",,REP,Jay Womack,259,4,169,86,0
Bowie,1B,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Over Votes,0,0,0,0,0
Bowie,1B,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Under Votes,295,29,196,70,0
Bowie,1B,Constable Precinct 1,,REP,Randall Baggett,254,4,164,86,0
Bowie,1B,Constable Precinct 1,,,Over Votes,0,0,0,0,0
Bowie,1B,Constable Precinct 1,,,Under Votes,300,29,201,70,0
Bowie,2A,Registered Voters,,,,1238,,,,
Bowie,2A,Ballots Cast,,,,566,49,383,132,2
Bowie,2A,Ballots Cast Blank,,,,0,0,0,0,0
Bowie,2A,President,,REP,Donald J. Trump,165,7,111,47,0
Bowie,2A,President,,DEM,Kamala D. Harris,395,41,270,82,2
Bowie,2A,President,,LIB,Chase Oliver,2,0,1,1,0
Bowie,2A,President,,GRN,Jill Stein,2,1,1,0,0
Bowie,2A,President,,,Claudia De la Cruz/Karina Garcia,0,0,0,0,0
Bowie,2A,President,,,Peter Sonski/Lauren Onak,0,0,0,0,0
Bowie,2A,President,,,Cornel West/Melina Abdullah,0,0,0,0,0
Bowie,2A,President,,,Uncertified,0,0,0,0,0
Bowie,2A,President,,,Shiva Ayyadurai/Crystal Ellis,0,0,0,0,0
Bowie,2A,President,,,Not Assigned,1,0,0,1,0
Bowie,2A,President,,,Over Votes,0,0,0,0,0
Bowie,2A,President,,,Under Votes,1,0,0,1,0
Bowie,2A,U.S. Senate,,REP,Ted Cruz,147,8,101,38,0
Bowie,2A,U.S. Senate,,DEM,Colin Allred,384,41,259,82,2
Bowie,2A,U.S. Senate,,LIB,Ted Brown,11,0,7,4,0
Bowie,2A,U.S. Senate,,,Tracy Andrus,0,0,0,0,0
Bowie,2A,U.S. Senate,,,Analisa Roche,0,0,0,0,0
Bowie,2A,U.S. Senate,,,Uncertified,0,0,0,0,0
Bowie,2A,U.S. Senate,,,Not Assigned,0,0,0,0,0
Bowie,2A,U.S. Senate,,,Over Votes,0,0,0,0,0
Bowie,2A,U.S. Senate,,,Under Votes,24,0,16,8,0
Bowie,2A,U.S. House,1,REP,Nathaniel Moran,218,11,148,59,0
Bowie,2A,U.S. House,1,,Over Votes,0,0,0,0,0
Bowie,2A,U.S. House,1,,Under Votes,348,38,235,73,2
Bowie,2A,Railroad Commissioner,,REP,Christi Craddick,159,7,114,38,0
Bowie,2A,Railroad Commissioner,,DEM,Katherine Culbert,358,40,239,77,2
Bowie,2A,Railroad Commissioner,,LIB,Hawk Dunlap,4,0,4,0,0
Bowie,2A,Railroad Commissioner,,GRN,Eddie Espinoza,7,1,5,1,0
Bowie,2A,Railroad Commissioner,,,Richard McKibbin,0,0,0,0,0
Bowie,2A,Railroad Commissioner,,,Uncertified,0,0,0,0,0
Bowie,2A,Railroad Commissioner,,,Not Assigned,0,0,0,0,0
Bowie,2A,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Bowie,2A,Railroad Commissioner,,,Under Votes,38,1,21,16,0
Bowie,2A,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,165,8,116,40,1
Bowie,2A,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,367,40,246,80,1
Bowie,2A,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,2A,"Justice, Supreme Court, Pl 2",,,Under Votes,34,1,21,12,0
Bowie,2A,"Justice, Supreme Court, Pl 4",,REP,John Devine,151,6,104,40,1
Bowie,2A,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,367,41,247,79,0
Bowie,2A,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0,0
Bowie,2A,"Justice, Supreme Court, Pl 4",,,Under Votes,48,2,32,13,1
Bowie,2A,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,155,7,111,37,0
Bowie,2A,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,366,40,243,81,2
Bowie,2A,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,8,1,5,2,0
Bowie,2A,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0,0
Bowie,2A,"Justice, Supreme Court, Pl 6",,,Under Votes,37,1,24,12,0
Bowie,2A,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,151,7,106,38,0
Bowie,2A,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,372,41,250,79,2
Bowie,2A,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0,0
Bowie,2A,"Presiding Judge, Ct of Crim App",,,Under Votes,43,1,27,15,0
Bowie,2A,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,158,7,112,39,0
Bowie,2A,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,364,39,243,80,2
Bowie,2A,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0,0
Bowie,2A,"Judge, Ct of Crim App, Pl 7",,,Under Votes,44,3,28,13,0
Bowie,2A,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,157,7,109,41,0
Bowie,2A,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,364,39,246,77,2
Bowie,2A,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0,0
Bowie,2A,"Judge, Ct of Crim App, Pl 8",,,Under Votes,45,3,28,14,0
Bowie,2A,"Member, State BoE, Dist 12",,REP,Pam Little,161,8,114,39,0
Bowie,2A,"Member, State BoE, Dist 12",,DEM,George King,369,41,244,82,2
Bowie,2A,"Member, State BoE, Dist 12",,,Over Votes,0,0,0,0,0
Bowie,2A,"Member, State BoE, Dist 12",,,Under Votes,36,0,25,11,0
Bowie,2A,State Representative,1,REP,Gary VanDeaver,245,15,159,69,2
Bowie,2A,State Representative,1,,Over Votes,0,0,0,0,0
Bowie,2A,State Representative,1,,Under Votes,321,34,224,63,0
Bowie,2A,"Justice, 6th Ct of App Dist, Pl 2",,REP,Jeff Rambin,231,14,155,61,1
Bowie,2A,"Justice, 6th Ct of App Dist, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,2A,"Justice, 6th Ct of App Dist, Pl 2",,,Under Votes,335,35,228,71,1
Bowie,2A,"Dist Judge, 5th Judicial Dist",,REP,Bill Miller,238,15,159,63,1
Bowie,2A,"Dist Judge, 5th Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,2A,"Dist Judge, 5th Judicial Dist",,,Under Votes,328,34,224,69,1
Bowie,2A,"Dist Judge, 202nd Judicial Dist",,REP,John Tidwell,247,15,163,67,2
Bowie,2A,"Dist Judge, 202nd Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,2A,"Dist Judge, 202nd Judicial Dist",,,Under Votes,319,34,220,65,0
Bowie,2A,Sheriff,,REP,Jeff Neal,256,15,172,67,2
Bowie,2A,Sheriff,,,Over Votes,0,0,0,0,0
Bowie,2A,Sheriff,,,Under Votes,310,34,211,65,0
Bowie,2A,County Tax Assessor-Collector,,REP,Josh Davis,239,14,162,62,1
Bowie,2A,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0
Bowie,2A,County Tax Assessor-Collector,,,Under Votes,327,35,221,70,1
Bowie,2A,County Commissioner Pct 1,,DEM,Sammy Stone,416,38,282,95,1
Bowie,2A,County Commissioner Pct 1,,,Over Votes,0,0,0,0,0
Bowie,2A,County Commissioner Pct 1,,,Under Votes,150,11,101,37,1
Bowie,2A,"Justice of the Peace Pct 1, Place 1",,REP,Nancy Talley,283,16,187,79,1
Bowie,2A,"Justice of the Peace Pct 1, Place 1",,,Over Votes,0,0,0,0,0
Bowie,2A,"Justice of the Peace Pct 1, Place 1",,,Under Votes,283,33,196,53,1
Bowie,2A,"Justice of the Peace-Unexpired Pct 1, Place 2",,REP,Jay Womack,243,14,164,64,1
Bowie,2A,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Over Votes,0,0,0,0,0
Bowie,2A,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Under Votes,323,35,219,68,1
Bowie,2A,Constable Precinct 1,,REP,Randall Baggett,240,14,162,63,1
Bowie,2A,Constable Precinct 1,,,Over Votes,0,0,0,0,0
Bowie,2A,Constable Precinct 1,,,Under Votes,326,35,221,69,1
Bowie,2B,Registered Voters,,,,512,,,,
Bowie,2B,Ballots Cast,,,,210,7,136,67,0
Bowie,2B,Ballots Cast Blank,,,,0,0,0,0,0
Bowie,2B,President,,REP,Donald J. Trump,76,3,42,31,0
Bowie,2B,President,,DEM,Kamala D. Harris,131,4,92,35,0
Bowie,2B,President,,LIB,Chase Oliver,0,0,0,0,0
Bowie,2B,President,,GRN,Jill Stein,2,0,1,1,0
Bowie,2B,President,,,Claudia De la Cruz/Karina Garcia,0,0,0,0,0
Bowie,2B,President,,,Peter Sonski/Lauren Onak,0,0,0,0,0
Bowie,2B,President,,,Cornel West/Melina Abdullah,0,0,0,0,0
Bowie,2B,President,,,Uncertified,0,0,0,0,0
Bowie,2B,President,,,Shiva Ayyadurai/Crystal Ellis,0,0,0,0,0
Bowie,2B,President,,,Not Assigned,0,0,0,0,0
Bowie,2B,President,,,Over Votes,0,0,0,0,0
Bowie,2B,President,,,Under Votes,1,0,1,0,0
Bowie,2B,U.S. Senate,,REP,Ted Cruz,74,3,42,29,0
Bowie,2B,U.S. Senate,,DEM,Colin Allred,126,4,88,34,0
Bowie,2B,U.S. Senate,,LIB,Ted Brown,4,0,2,2,0
Bowie,2B,U.S. Senate,,,Tracy Andrus,0,0,0,0,0
Bowie,2B,U.S. Senate,,,Analisa Roche,0,0,0,0,0
Bowie,2B,U.S. Senate,,,Uncertified,0,0,0,0,0
Bowie,2B,U.S. Senate,,,Not Assigned,0,0,0,0,0
Bowie,2B,U.S. Senate,,,Over Votes,0,0,0,0,0
Bowie,2B,U.S. Senate,,,Under Votes,6,0,4,2,0
Bowie,2B,U.S. House,1,REP,Nathaniel Moran,104,4,60,40,0
Bowie,2B,U.S. House,1,,Over Votes,0,0,0,0,0
Bowie,2B,U.S. House,1,,Under Votes,106,3,76,27,0
Bowie,2B,Railroad Commissioner,,REP,Christi Craddick,72,3,42,27,0
Bowie,2B,Railroad Commissioner,,DEM,Katherine Culbert,122,4,88,30,0
Bowie,2B,Railroad Commissioner,,LIB,Hawk Dunlap,3,0,0,3,0
Bowie,2B,Railroad Commissioner,,GRN,Eddie Espinoza,2,0,0,2,0
Bowie,2B,Railroad Commissioner,,,Richard McKibbin,0,0,0,0,0
Bowie,2B,Railroad Commissioner,,,Uncertified,0,0,0,0,0
Bowie,2B,Railroad Commissioner,,,Not Assigned,0,0,0,0,0
Bowie,2B,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Bowie,2B,Railroad Commissioner,,,Under Votes,11,0,6,5,0
Bowie,2B,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,78,3,45,30,0
Bowie,2B,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,120,4,84,32,0
Bowie,2B,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,2B,"Justice, Supreme Court, Pl 2",,,Under Votes,12,0,7,5,0
Bowie,2B,"Justice, Supreme Court, Pl 4",,REP,John Devine,71,3,40,28,0
Bowie,2B,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,128,4,89,35,0
Bowie,2B,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0,0
Bowie,2B,"Justice, Supreme Court, Pl 4",,,Under Votes,11,0,7,4,0
Bowie,2B,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,72,3,41,28,0
Bowie,2B,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,122,4,87,31,0
Bowie,2B,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,5,0,2,3,0
Bowie,2B,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0,0
Bowie,2B,"Justice, Supreme Court, Pl 6",,,Under Votes,11,0,6,5,0
Bowie,2B,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,72,3,42,27,0
Bowie,2B,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,124,4,85,35,0
Bowie,2B,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0,0
Bowie,2B,"Presiding Judge, Ct of Crim App",,,Under Votes,14,0,9,5,0
Bowie,2B,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,74,3,41,30,0
Bowie,2B,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,122,4,86,32,0
