county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Bastrop,Precinct 3017,U.S. House,27,DEM,Tanya Lloyd,44,510,119,673
Bastrop,Precinct 3018,U.S. House,27,REP,Michael Cloud,13,577,270,860
Bastrop,Precinct 3018,U.S. House,27,DEM,Tanya Lloyd,19,221,79,319
Bastrop,Precinct 3019,U.S. House,27,REP,Michael Cloud,9,638,159,806
Bastrop,Precinct 3019,U.S. House,27,DEM,Tanya Lloyd,30,494,137,661
Bastrop,Precinct 3020,U.S. House,27,REP,Michael Cloud,19,556,164,739
Bastrop,Precinct 3020,U.S. House,27,DEM,Tanya Lloyd,34,707,231,972
Bastrop,Precinct 1001,Railroad Commissioner,,REP,Christi Craddick,4,154,37,195
Bastrop,Precinct 1001,Railroad Commissioner,,DEM,Katherine Culbert,5,68,3,76
Bastrop,Precinct 1001,Railroad Commissioner,,LIB,Hawk Dunlap,0,14,3,17
Bastrop,Precinct 1001,Railroad Commissioner,,GRN,Eddie Espinoza,0,5,1,6
Bastrop,Precinct 1001,Railroad Commissioner,,,Write-in,0,0,0,0
Bastrop,Precinct 1002,Railroad Commissioner,,REP,Christi Craddick,11,271,45,327
Bastrop,Precinct 1002,Railroad Commissioner,,DEM,Katherine Culbert,15,173,17,205
Bastrop,Precinct 1002,Railroad Commissioner,,LIB,Hawk Dunlap,0,14,4,18
Bastrop,Precinct 1002,Railroad Commissioner,,GRN,Eddie Espinoza,0,14,0,14
Bastrop,Precinct 1002,Railroad Commissioner,,,Write-in,1,0,0,1
Bastrop,Precinct 1003,Railroad Commissioner,,REP,Christi Craddick,23,1046,203,1272
Bastrop,Precinct 1003,Railroad Commissioner,,DEM,Katherine Culbert,32,566,96,694
Bastrop,Precinct 1003,Railroad Commissioner,,LIB,Hawk Dunlap,0,40,17,57
Bastrop,Precinct 1003,Railroad Commissioner,,GRN,Eddie Espinoza,0,26,8,34
Bastrop,Precinct 1003,Railroad Commissioner,,,Write-in,0,0,0,0
Bastrop,Precinct 1004,Railroad Commissioner,,REP,Christi Craddick,22,576,98,696
Bastrop,Precinct 1004,Railroad Commissioner,,DEM,Katherine Culbert,47,561,88,696
Bastrop,Precinct 1004,Railroad Commissioner,,LIB,Hawk Dunlap,0,29,10,39
Bastrop,Precinct 1004,Railroad Commissioner,,GRN,Eddie Espinoza,1,28,14,43
Bastrop,Precinct 1004,Railroad Commissioner,,,Write-in,1,0,0,1
Bastrop,Precinct 1005,Railroad Commissioner,,REP,Christi Craddick,17,389,78,484
Bastrop,Precinct 1005,Railroad Commissioner,,DEM,Katherine Culbert,31,207,33,271
Bastrop,Precinct 1005,Railroad Commissioner,,LIB,Hawk Dunlap,1,26,5,32
Bastrop,Precinct 1005,Railroad Commissioner,,GRN,Eddie Espinoza,1,14,3,18
Bastrop,Precinct 1005,Railroad Commissioner,,,Write-in,0,0,0,0
Bastrop,Precinct 1006,Railroad Commissioner,,REP,Christi Craddick,26,537,206,769
Bastrop,Precinct 1006,Railroad Commissioner,,DEM,Katherine Culbert,29,384,138,551
Bastrop,Precinct 1006,Railroad Commissioner,,LIB,Hawk Dunlap,0,34,23,57
Bastrop,Precinct 1006,Railroad Commissioner,,GRN,Eddie Espinoza,2,23,23,48
Bastrop,Precinct 1006,Railroad Commissioner,,,Write-in,1,0,0,1
Bastrop,Precinct 1007,Railroad Commissioner,,REP,Christi Craddick,33,1187,223,1443
Bastrop,Precinct 1007,Railroad Commissioner,,DEM,Katherine Culbert,41,735,104,880
Bastrop,Precinct 1007,Railroad Commissioner,,LIB,Hawk Dunlap,2,66,21,89
Bastrop,Precinct 1007,Railroad Commissioner,,GRN,Eddie Espinoza,0,40,16,56
Bastrop,Precinct 1007,Railroad Commissioner,,,Write-in,0,0,2,2
Bastrop,Precinct 1008,Railroad Commissioner,,REP,Christi Craddick,16,531,95,642
Bastrop,Precinct 1008,Railroad Commissioner,,DEM,Katherine Culbert,34,435,60,529
Bastrop,Precinct 1008,Railroad Commissioner,,LIB,Hawk Dunlap,0,36,13,49
Bastrop,Precinct 1008,Railroad Commissioner,,GRN,Eddie Espinoza,1,17,9,27
Bastrop,Precinct 1008,Railroad Commissioner,,,Write-in,0,1,1,2
Bastrop,Precinct 1009,Railroad Commissioner,,REP,Christi Craddick,16,541,145,702
Bastrop,Precinct 1009,Railroad Commissioner,,DEM,Katherine Culbert,19,410,96,525
Bastrop,Precinct 1009,Railroad Commissioner,,LIB,Hawk Dunlap,1,29,18,48
Bastrop,Precinct 1009,Railroad Commissioner,,GRN,Eddie Espinoza,0,25,19,44
Bastrop,Precinct 1009,Railroad Commissioner,,,Write-in,1,0,0,1
Bastrop,Precinct 2010,Railroad Commissioner,,REP,Christi Craddick,10,185,32,227
Bastrop,Precinct 2010,Railroad Commissioner,,DEM,Katherine Culbert,6,123,25,154
Bastrop,Precinct 2010,Railroad Commissioner,,LIB,Hawk Dunlap,0,8,4,12
Bastrop,Precinct 2010,Railroad Commissioner,,GRN,Eddie Espinoza,0,7,2,9
Bastrop,Precinct 2010,Railroad Commissioner,,,Write-in,0,0,0,0
Bastrop,Precinct 2011,Railroad Commissioner,,REP,Christi Craddick,24,790,185,999
Bastrop,Precinct 2011,Railroad Commissioner,,DEM,Katherine Culbert,29,599,123,751
Bastrop,Precinct 2011,Railroad Commissioner,,LIB,Hawk Dunlap,1,56,21,78
Bastrop,Precinct 2011,Railroad Commissioner,,GRN,Eddie Espinoza,0,30,19,49
Bastrop,Precinct 2011,Railroad Commissioner,,,Write-in,0,2,1,3
Bastrop,Precinct 2012,Railroad Commissioner,,REP,Christi Craddick,22,746,111,879
Bastrop,Precinct 2012,Railroad Commissioner,,DEM,Katherine Culbert,21,278,52,351
Bastrop,Precinct 2012,Railroad Commissioner,,LIB,Hawk Dunlap,2,32,12,46
Bastrop,Precinct 2012,Railroad Commissioner,,GRN,Eddie Espinoza,0,13,6,19
Bastrop,Precinct 2012,Railroad Commissioner,,,Write-in,0,1,0,1
Bastrop,Precinct 2013,Railroad Commissioner,,REP,Christi Craddick,37,1066,248,1351
Bastrop,Precinct 2013,Railroad Commissioner,,DEM,Katherine Culbert,47,537,103,687
Bastrop,Precinct 2013,Railroad Commissioner,,LIB,Hawk Dunlap,0,55,17,72
Bastrop,Precinct 2013,Railroad Commissioner,,GRN,Eddie Espinoza,0,32,17,49
Bastrop,Precinct 2013,Railroad Commissioner,,,Write-in,0,1,0,1
Bastrop,Precinct 2014,Railroad Commissioner,,REP,Christi Craddick,36,1080,324,1440
Bastrop,Precinct 2014,Railroad Commissioner,,DEM,Katherine Culbert,42,460,103,605
Bastrop,Precinct 2014,Railroad Commissioner,,LIB,Hawk Dunlap,2,51,28,81
Bastrop,Precinct 2014,Railroad Commissioner,,GRN,Eddie Espinoza,2,26,12,40
Bastrop,Precinct 2014,Railroad Commissioner,,,Write-in,2,1,0,3
Bastrop,Precinct 2015,Railroad Commissioner,,REP,Christi Craddick,30,1099,194,1323
Bastrop,Precinct 2015,Railroad Commissioner,,DEM,Katherine Culbert,39,532,128,699
Bastrop,Precinct 2015,Railroad Commissioner,,LIB,Hawk Dunlap,0,38,7,45
Bastrop,Precinct 2015,Railroad Commissioner,,GRN,Eddie Espinoza,3,40,16,59
Bastrop,Precinct 2015,Railroad Commissioner,,,Write-in,0,0,0,0
Bastrop,Precinct 2016,Railroad Commissioner,,REP,Christi Craddick,18,1234,268,1520
Bastrop,Precinct 2016,Railroad Commissioner,,DEM,Katherine Culbert,27,333,88,448
Bastrop,Precinct 2016,Railroad Commissioner,,LIB,Hawk Dunlap,0,43,18,61
Bastrop,Precinct 2016,Railroad Commissioner,,GRN,Eddie Espinoza,1,21,11,33
Bastrop,Precinct 2016,Railroad Commissioner,,,Write-in,0,0,0,0
Bastrop,Precinct 3017,Railroad Commissioner,,REP,Christi Craddick,36,904,194,1134
Bastrop,Precinct 3017,Railroad Commissioner,,DEM,Katherine Culbert,44,471,102,617
Bastrop,Precinct 3017,Railroad Commissioner,,LIB,Hawk Dunlap,1,37,21,59
Bastrop,Precinct 3017,Railroad Commissioner,,GRN,Eddie Espinoza,0,22,10,32
Bastrop,Precinct 3017,Railroad Commissioner,,,Write-in,1,0,0,1
Bastrop,Precinct 3018,Railroad Commissioner,,REP,Christi Craddick,13,552,242,807
Bastrop,Precinct 3018,Railroad Commissioner,,DEM,Katherine Culbert,20,201,71,292
Bastrop,Precinct 3018,Railroad Commissioner,,LIB,Hawk Dunlap,0,27,22,49
Bastrop,Precinct 3018,Railroad Commissioner,,GRN,Eddie Espinoza,0,13,9,22
Bastrop,Precinct 3018,Railroad Commissioner,,,Write-in,0,0,0,0
Bastrop,Precinct 3019,Railroad Commissioner,,REP,Christi Craddick,9,604,146,759
Bastrop,Precinct 3019,Railroad Commissioner,,DEM,Katherine Culbert,27,449,110,586
Bastrop,Precinct 3019,Railroad Commissioner,,LIB,Hawk Dunlap,0,41,10,51
Bastrop,Precinct 3019,Railroad Commissioner,,GRN,Eddie Espinoza,2,42,26,70
Bastrop,Precinct 3019,Railroad Commissioner,,,Write-in,1,0,2,3
Bastrop,Precinct 3020,Railroad Commissioner,,REP,Christi Craddick,15,516,145,676
Bastrop,Precinct 3020,Railroad Commissioner,,DEM,Katherine Culbert,34,646,202,882
Bastrop,Precinct 3020,Railroad Commissioner,,LIB,Hawk Dunlap,0,41,22,63
Bastrop,Precinct 3020,Railroad Commissioner,,GRN,Eddie Espinoza,3,61,26,90
Bastrop,Precinct 3020,Railroad Commissioner,,,Write-in,1,0,1,2
Bastrop,Precinct 4021,Railroad Commissioner,,REP,Christi Craddick,28,734,194,956
Bastrop,Precinct 4021,Railroad Commissioner,,DEM,Katherine Culbert,32,501,131,664
Bastrop,Precinct 4021,Railroad Commissioner,,LIB,Hawk Dunlap,1,41,19,61
Bastrop,Precinct 4021,Railroad Commissioner,,GRN,Eddie Espinoza,0,25,18,43
Bastrop,Precinct 4021,Railroad Commissioner,,,Write-in,0,1,0,1
Bastrop,Precinct 4022,Railroad Commissioner,,REP,Christi Craddick,19,795,136,950
Bastrop,Precinct 4022,Railroad Commissioner,,DEM,Katherine Culbert,29,476,124,629
Bastrop,Precinct 4022,Railroad Commissioner,,LIB,Hawk Dunlap,0,44,10,54
Bastrop,Precinct 4022,Railroad Commissioner,,GRN,Eddie Espinoza,0,21,11,32
Bastrop,Precinct 4022,Railroad Commissioner,,,Write-in,1,0,0,1
Bastrop,Precinct 4023,Railroad Commissioner,,REP,Christi Craddick,13,475,197,685
Bastrop,Precinct 4023,Railroad Commissioner,,DEM,Katherine Culbert,17,171,77,265
Bastrop,Precinct 4023,Railroad Commissioner,,LIB,Hawk Dunlap,2,19,18,39
Bastrop,Precinct 4023,Railroad Commissioner,,GRN,Eddie Espinoza,1,8,6,15
Bastrop,Precinct 4023,Railroad Commissioner,,,Write-in,0,0,0,0
Bastrop,Precinct 4024,Railroad Commissioner,,REP,Christi Craddick,11,545,110,666
Bastrop,Precinct 4024,Railroad Commissioner,,DEM,Katherine Culbert,12,314,89,415
Bastrop,Precinct 4024,Railroad Commissioner,,LIB,Hawk Dunlap,0,26,7,33
Bastrop,Precinct 4024,Railroad Commissioner,,GRN,Eddie Espinoza,1,16,11,28
Bastrop,Precinct 4024,Railroad Commissioner,,,Write-in,0,0,0,0
Bastrop,Precinct 4025,Railroad Commissioner,,REP,Christi Craddick,15,377,74,466
Bastrop,Precinct 4025,Railroad Commissioner,,DEM,Katherine Culbert,31,569,162,762
Bastrop,Precinct 4025,Railroad Commissioner,,LIB,Hawk Dunlap,0,20,11,31
Bastrop,Precinct 4025,Railroad Commissioner,,GRN,Eddie Espinoza,2,37,22,61
Bastrop,Precinct 4025,Railroad Commissioner,,,Write-in,0,2,0,2
Bastrop,Precinct 4026,Railroad Commissioner,,REP,Christi Craddick,7,516,119,642
Bastrop,Precinct 4026,Railroad Commissioner,,DEM,Katherine Culbert,21,640,148,809
Bastrop,Precinct 4026,Railroad Commissioner,,LIB,Hawk Dunlap,0,49,16,65
Bastrop,Precinct 4026,Railroad Commissioner,,GRN,Eddie Espinoza,0,40,19,59
Bastrop,Precinct 4026,Railroad Commissioner,,,Write-in,0,1,1,2
Bastrop,Precinct 1001,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,5,166,38,209
Bastrop,Precinct 1001,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,4,75,6,85
Bastrop,Precinct 1002,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,14,281,45,340
Bastrop,Precinct 1002,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,13,189,23,225
Bastrop,Precinct 1003,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,22,1078,213,1313
Bastrop,Precinct 1003,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,33,591,109,733
Bastrop,Precinct 1004,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,18,587,106,711
Bastrop,Precinct 1004,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,50,604,104,758
Bastrop,Precinct 1005,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,19,410,83,512
Bastrop,Precinct 1005,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,30,220,35,285
Bastrop,Precinct 1006,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,28,548,237,813
Bastrop,Precinct 1006,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,30,416,152,598
Bastrop,Precinct 1007,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,33,1229,240,1502
Bastrop,Precinct 1007,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,43,785,127,955
Bastrop,Precinct 1008,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,16,550,103,669
Bastrop,Precinct 1008,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,36,467,72,575
Bastrop,Precinct 1009,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,16,564,163,743
Bastrop,Precinct 1009,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,20,438,111,569
Bastrop,Precinct 2010,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,11,188,34,233
Bastrop,Precinct 2010,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,5,134,30,169
Bastrop,Precinct 2011,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,24,836,208,1068
Bastrop,Precinct 2011,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,30,641,142,813
Bastrop,Precinct 2012,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,24,765,116,905
Bastrop,Precinct 2012,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,22,298,63,383
Bastrop,Precinct 2013,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,37,1110,264,1411
Bastrop,Precinct 2013,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,47,583,117,747
Bastrop,Precinct 2014,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,36,1125,341,1502
Bastrop,Precinct 2014,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,46,496,121,663
Bastrop,Precinct 2015,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,31,1114,202,1347
Bastrop,Precinct 2015,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,41,590,140,771
Bastrop,Precinct 2016,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,17,1283,280,1580
Bastrop,Precinct 2016,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,29,350,102,481
Bastrop,Precinct 3017,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,37,922,204,1163
Bastrop,Precinct 3017,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,42,508,117,667
Bastrop,Precinct 3018,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,12,570,267,849
Bastrop,Precinct 3018,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,21,224,78,323
Bastrop,Precinct 3019,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,10,647,153,810
Bastrop,Precinct 3019,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,28,484,141,653
Bastrop,Precinct 3020,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,16,548,162,726
Bastrop,Precinct 3020,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,35,709,229,973
Bastrop,Precinct 4021,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,28,755,205,988
Bastrop,Precinct 4021,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,32,540,151,723
Bastrop,Precinct 4022,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,17,827,143,987
Bastrop,Precinct 4022,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,30,508,135,673
Bastrop,Precinct 4023,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,14,486,217,717
Bastrop,Precinct 4023,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,17,183,79,279
Bastrop,Precinct 4024,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,10,558,122,690
Bastrop,Precinct 4024,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,13,346,100,459
Bastrop,Precinct 4025,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,17,394,93,504
Bastrop,Precinct 4025,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,30,603,174,807
Bastrop,Precinct 4026,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,8,539,135,682
Bastrop,Precinct 4026,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,20,704,163,887
Bastrop,Precinct 1001,"Justice, Supreme Court, Pl 4",,REP,John Devine,5,159,38,202
Bastrop,Precinct 1001,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,4,82,7,93
Bastrop,Precinct 1002,"Justice, Supreme Court, Pl 4",,REP,John Devine,12,270,44,326
Bastrop,Precinct 1002,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,14,197,23,234
Bastrop,Precinct 1003,"Justice, Supreme Court, Pl 4",,REP,John Devine,22,1065,211,1298
Bastrop,Precinct 1003,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,32,601,108,741
Bastrop,Precinct 1004,"Justice, Supreme Court, Pl 4",,REP,John Devine,16,572,105,693
Bastrop,Precinct 1004,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,50,608,101,759
Bastrop,Precinct 1005,"Justice, Supreme Court, Pl 4",,REP,John Devine,18,404,82,504
Bastrop,Precinct 1005,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,32,226,37,295
Bastrop,Precinct 1006,"Justice, Supreme Court, Pl 4",,REP,John Devine,28,544,226,798
Bastrop,Precinct 1006,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,30,426,159,615
Bastrop,Precinct 1007,"Justice, Supreme Court, Pl 4",,REP,John Devine,33,1222,237,1492
Bastrop,Precinct 1007,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,43,793,130,966
Bastrop,Precinct 1008,"Justice, Supreme Court, Pl 4",,REP,John Devine,16,540,99,655
Bastrop,Precinct 1008,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,36,472,78,586
Bastrop,Precinct 1009,"Justice, Supreme Court, Pl 4",,REP,John Devine,16,557,150,723
Bastrop,Precinct 1009,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,19,442,123,584
Bastrop,Precinct 2010,"Justice, Supreme Court, Pl 4",,REP,John Devine,9,183,33,225
Bastrop,Precinct 2010,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,7,135,33,175
Bastrop,Precinct 2011,"Justice, Supreme Court, Pl 4",,REP,John Devine,24,822,208,1054
Bastrop,Precinct 2011,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,30,652,140,822
Bastrop,Precinct 2012,"Justice, Supreme Court, Pl 4",,REP,John Devine,23,756,116,895
Bastrop,Precinct 2012,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,22,306,63,391
Bastrop,Precinct 2013,"Justice, Supreme Court, Pl 4",,REP,John Devine,35,1079,255,1369
Bastrop,Precinct 2013,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,48,598,123,769
Bastrop,Precinct 2014,"Justice, Supreme Court, Pl 4",,REP,John Devine,35,1104,332,1471
Bastrop,Precinct 2014,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,46,508,122,676
Bastrop,Precinct 2015,"Justice, Supreme Court, Pl 4",,REP,John Devine,30,1084,198,1312
Bastrop,Precinct 2015,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,42,609,143,794
Bastrop,Precinct 2016,"Justice, Supreme Court, Pl 4",,REP,John Devine,16,1258,269,1543
Bastrop,Precinct 2016,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,29,365,110,504
Bastrop,Precinct 3017,"Justice, Supreme Court, Pl 4",,REP,John Devine,34,910,202,1146
Bastrop,Precinct 3017,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,44,508,115,667
Bastrop,Precinct 3018,"Justice, Supreme Court, Pl 4",,REP,John Devine,12,563,259,834
Bastrop,Precinct 3018,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,21,228,82,331
Bastrop,Precinct 3019,"Justice, Supreme Court, Pl 4",,REP,John Devine,9,628,154,791
Bastrop,Precinct 3019,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,28,504,142,674
Bastrop,Precinct 3020,"Justice, Supreme Court, Pl 4",,REP,John Devine,15,551,163,729
Bastrop,Precinct 3020,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,36,701,231,968
Bastrop,Precinct 4021,"Justice, Supreme Court, Pl 4",,REP,John Devine,27,738,208,973
Bastrop,Precinct 4021,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,32,555,143,730
Bastrop,Precinct 4022,"Justice, Supreme Court, Pl 4",,REP,John Devine,16,806,139,961
Bastrop,Precinct 4022,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,31,524,139,694
Bastrop,Precinct 4023,"Justice, Supreme Court, Pl 4",,REP,John Devine,14,480,204,698
Bastrop,Precinct 4023,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,19,188,91,298
Bastrop,Precinct 4024,"Justice, Supreme Court, Pl 4",,REP,John Devine,9,557,114,680
Bastrop,Precinct 4024,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,13,344,102,459
Bastrop,Precinct 4025,"Justice, Supreme Court, Pl 4",,REP,John Devine,16,379,90,485
Bastrop,Precinct 4025,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,30,614,174,818
Bastrop,Precinct 4026,"Justice, Supreme Court, Pl 4",,REP,John Devine,7,529,126,662
Bastrop,Precinct 4026,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,21,712,169,902
Bastrop,Precinct 1001,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,5,159,35,199
Bastrop,Precinct 1001,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,4,73,6,83
Bastrop,Precinct 1001,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,8,2,10
Bastrop,Precinct 1002,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,12,266,45,323
Bastrop,Precinct 1002,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,14,184,22,220
Bastrop,Precinct 1002,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,17,1,18
Bastrop,Precinct 1003,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,21,1042,201,1264
Bastrop,Precinct 1003,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,33,584,101,718
Bastrop,Precinct 1003,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,1,40,17,58
Bastrop,Precinct 1004,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,20,555,97,672
Bastrop,Precinct 1004,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,46,590,100,736
Bastrop,Precinct 1004,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,32,11,43
Bastrop,Precinct 1005,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,18,399,76,493
Bastrop,Precinct 1005,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,29,215,36,280
Bastrop,Precinct 1005,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,2,19,5,26
Bastrop,Precinct 1006,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,28,521,205,754
Bastrop,Precinct 1006,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,29,406,148,583
Bastrop,Precinct 1006,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,1,43,35,79
Bastrop,Precinct 1007,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,37,1191,223,1451
Bastrop,Precinct 1007,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,39,766,112,917
Bastrop,Precinct 1007,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,1,60,31,92
Bastrop,Precinct 1008,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,14,523,96,633
Bastrop,Precinct 1008,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,38,450,71,559
Bastrop,Precinct 1008,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,36,8,44
Bastrop,Precinct 1009,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,16,542,146,704
Bastrop,Precinct 1009,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,18,432,107,557
Bastrop,Precinct 1009,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,1,31,21,53
Bastrop,Precinct 2010,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,10,184,34,228
Bastrop,Precinct 2010,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,6,125,25,156
Bastrop,Precinct 2010,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,9,6,15
Bastrop,Precinct 2011,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,23,795,189,1007
Bastrop,Precinct 2011,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,31,622,125,778
Bastrop,Precinct 2011,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,58,30,88
Bastrop,Precinct 2012,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,23,756,109,888
Bastrop,Precinct 2012,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,23,292,61,376
Bastrop,Precinct 2012,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,18,10,28
Bastrop,Precinct 2013,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,38,1050,248,1336
Bastrop,Precinct 2013,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,46,577,113,736
Bastrop,Precinct 2013,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,53,16,69
Bastrop,Precinct 2014,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,34,1081,316,1431
Bastrop,Precinct 2014,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,46,487,117,650
Bastrop,Precinct 2014,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,1,40,25,66
