county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Bastrop,Precinct 2013,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,36,1061,258,1355
Bastrop,Precinct 2013,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,48,606,116,770
Bastrop,Precinct 2014,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,33,1101,325,1459
Bastrop,Precinct 2014,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,45,497,123,665
Bastrop,Precinct 2015,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,32,1085,201,1318
Bastrop,Precinct 2015,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,41,594,133,768
Bastrop,Precinct 2016,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,20,1249,266,1535
Bastrop,Precinct 2016,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,25,362,108,495
Bastrop,Precinct 3017,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,37,909,191,1137
Bastrop,Precinct 3017,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,41,507,126,674
Bastrop,Precinct 3018,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,12,564,256,832
Bastrop,Precinct 3018,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,21,222,83,326
Bastrop,Precinct 3019,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,9,624,155,788
Bastrop,Precinct 3019,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,27,500,131,658
Bastrop,Precinct 3020,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,14,557,153,724
Bastrop,Precinct 3020,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,37,687,228,952
Bastrop,Precinct 4021,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,27,737,197,961
Bastrop,Precinct 4021,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,31,546,152,729
Bastrop,Precinct 4022,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,16,815,133,964
Bastrop,Precinct 4022,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,31,509,137,677
Bastrop,Precinct 4023,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,15,471,208,694
Bastrop,Precinct 4023,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,18,189,83,290
Bastrop,Precinct 4024,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,10,548,113,671
Bastrop,Precinct 4024,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,13,342,103,458
Bastrop,Precinct 4025,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,16,374,82,472
Bastrop,Precinct 4025,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,30,615,177,822
Bastrop,Precinct 4026,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,7,532,119,658
Bastrop,Precinct 4026,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,21,704,169,894
Bastrop,Precinct 1001,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,7,128,24,159
Bastrop,Precinct 1002,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,12,261,31,304
Bastrop,Precinct 1003,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,33,879,174,1086
Bastrop,Precinct 1004,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,49,755,146,950
Bastrop,Precinct 1005,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,35,346,62,443
Bastrop,Precinct 1006,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,34,575,251,860
Bastrop,Precinct 1007,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,48,1092,209,1349
Bastrop,Precinct 1008,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,39,598,105,742
Bastrop,Precinct 1009,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,19,567,179,765
Bastrop,Precinct 2010,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,7,182,45,234
Bastrop,Precinct 2011,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,32,890,222,1144
Bastrop,Precinct 2012,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,21,505,110,636
Bastrop,Precinct 2013,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,51,907,211,1169
Bastrop,Precinct 2014,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,54,764,224,1042
Bastrop,Precinct 2015,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,45,874,211,1130
Bastrop,Precinct 2016,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,31,658,200,889
Bastrop,Precinct 3017,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,47,746,178,971
Bastrop,Precinct 3018,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,23,362,186,571
Bastrop,Precinct 3019,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,30,704,199,933
Bastrop,Precinct 3020,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,38,838,276,1152
Bastrop,Precinct 4021,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,33,723,221,977
Bastrop,Precinct 4022,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,32,740,190,962
Bastrop,Precinct 4023,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,20,312,174,506
Bastrop,Precinct 4024,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,14,479,140,633
Bastrop,Precinct 4025,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,30,709,200,939
Bastrop,Precinct 4026,"Justice, 3rd Ct of App Dist, Pl 3",,DEM,Chari Kelly,24,867,216,1107
Bastrop,Precinct 1001,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,7,128,23,158
Bastrop,Precinct 1002,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,12,264,30,306
Bastrop,Precinct 1003,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,34,876,174,1084
Bastrop,Precinct 1004,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,50,757,143,950
Bastrop,Precinct 1005,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,33,347,64,444
Bastrop,Precinct 1006,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,34,568,248,850
Bastrop,Precinct 1007,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,50,1092,209,1351
Bastrop,Precinct 1008,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,39,592,107,738
Bastrop,Precinct 1009,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,18,572,179,769
Bastrop,Precinct 2010,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,7,185,45,237
Bastrop,Precinct 2011,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,32,883,221,1136
Bastrop,Precinct 2012,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,23,506,111,640
Bastrop,Precinct 2013,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,50,900,218,1168
Bastrop,Precinct 2014,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,58,760,215,1033
Bastrop,Precinct 2015,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,44,865,210,1119
Bastrop,Precinct 2016,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,32,660,200,892
Bastrop,Precinct 3017,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,49,740,184,973
Bastrop,Precinct 3018,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,23,361,184,568
Bastrop,Precinct 3019,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,30,708,197,935
Bastrop,Precinct 3020,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,39,841,274,1154
Bastrop,Precinct 4021,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,31,722,218,971
Bastrop,Precinct 4022,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,33,738,186,957
Bastrop,Precinct 4023,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,20,312,171,503
Bastrop,Precinct 4024,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,14,475,139,628
Bastrop,Precinct 4025,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,30,707,203,940
Bastrop,Precinct 4026,"Justice, 3rd Ct of App Dist, Pl 5",,DEM,Karin Crump,23,863,214,1100
Bastrop,Precinct 1001,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,7,126,24,157
Bastrop,Precinct 1002,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,12,262,31,305
Bastrop,Precinct 1003,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,33,881,176,1090
Bastrop,Precinct 1004,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,50,751,147,948
Bastrop,Precinct 1005,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,35,350,64,449
Bastrop,Precinct 1006,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,34,562,252,848
Bastrop,Precinct 1007,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,49,1100,211,1360
Bastrop,Precinct 1008,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,38,598,108,744
Bastrop,Precinct 1009,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,18,577,179,774
Bastrop,Precinct 2010,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,7,181,45,233
Bastrop,Precinct 2011,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,32,888,221,1141
Bastrop,Precinct 2012,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,23,506,111,640
Bastrop,Precinct 2013,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,51,898,210,1159
Bastrop,Precinct 2014,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,56,754,216,1026
Bastrop,Precinct 2015,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,45,871,211,1127
Bastrop,Precinct 2016,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,32,654,199,885
Bastrop,Precinct 3017,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,46,752,181,979
Bastrop,Precinct 3018,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,23,366,185,574
Bastrop,Precinct 3019,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,30,713,205,948
Bastrop,Precinct 3020,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,41,856,280,1177
Bastrop,Precinct 4021,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,32,721,219,972
Bastrop,Precinct 4022,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,34,740,188,962
Bastrop,Precinct 4023,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,20,311,168,499
Bastrop,Precinct 4024,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,14,472,137,623
Bastrop,Precinct 4025,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,31,714,204,949
Bastrop,Precinct 4026,"Justice, 3rd Ct of App Dist, Pl 6",,DEM,Gisela D. Triana,23,859,218,1100
Bastrop,Precinct 1001,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,5,178,37,220
Bastrop,Precinct 1002,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,19,337,51,407
Bastrop,Precinct 1003,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,22,1203,243,1468
Bastrop,Precinct 1004,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,27,696,136,859
Bastrop,Precinct 1005,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,21,477,89,587
Bastrop,Precinct 1006,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,31,636,278,945
Bastrop,Precinct 1007,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,35,1424,291,1750
Bastrop,Precinct 1008,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,17,684,123,824
Bastrop,Precinct 1009,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,17,664,205,886
Bastrop,Precinct 2010,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,9,225,48,282
Bastrop,Precinct 2011,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,24,998,262,1284
Bastrop,Precinct 2012,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,24,819,148,991
Bastrop,Precinct 2013,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,44,1237,306,1587
Bastrop,Precinct 2014,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,44,1198,359,1601
Bastrop,Precinct 2015,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,38,1207,245,1490
Bastrop,Precinct 2016,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,23,1294,304,1621
Bastrop,Precinct 3017,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,43,1048,231,1322
Bastrop,Precinct 3018,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,18,602,279,899
Bastrop,Precinct 3019,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,13,765,207,985
Bastrop,Precinct 3020,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,16,778,255,1049
Bastrop,Precinct 4021,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,33,840,238,1111
Bastrop,Precinct 4022,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,19,919,189,1127
Bastrop,Precinct 4023,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,21,520,242,783
Bastrop,Precinct 4024,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,11,621,155,787
Bastrop,Precinct 4025,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,23,515,141,679
Bastrop,Precinct 4026,"Dist Judge, 21st Judicial Dist",,REP,Carson Campbell,9,713,185,907
Bastrop,Precinct 1001,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,5,175,38,218
Bastrop,Precinct 1002,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,17,334,53,404
Bastrop,Precinct 1003,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,21,1186,241,1448
Bastrop,Precinct 1004,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,25,679,133,837
Bastrop,Precinct 1005,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,20,482,94,596
Bastrop,Precinct 1006,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,31,617,267,915
Bastrop,Precinct 1007,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,33,1422,287,1742
Bastrop,Precinct 1008,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,18,679,125,822
Bastrop,Precinct 1009,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,16,654,198,868
Bastrop,Precinct 2010,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,8,214,48,270
Bastrop,Precinct 2011,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,21,1004,254,1279
Bastrop,Precinct 2012,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,22,832,143,997
Bastrop,Precinct 2013,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,41,1212,300,1553
Bastrop,Precinct 2014,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,42,1181,350,1573
Bastrop,Precinct 2015,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,38,1178,238,1454
Bastrop,Precinct 2016,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,23,1319,297,1639
Bastrop,Precinct 3017,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,46,1041,228,1315
Bastrop,Precinct 3018,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,18,602,287,907
Bastrop,Precinct 3019,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,13,749,208,970
Bastrop,Precinct 3020,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,16,772,248,1036
Bastrop,Precinct 4021,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,33,829,234,1096
Bastrop,Precinct 4022,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,20,906,183,1109
Bastrop,Precinct 4023,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,19,511,237,767
Bastrop,Precinct 4024,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,11,616,153,780
Bastrop,Precinct 4025,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,22,509,140,671
Bastrop,Precinct 4026,"Dist Judge, 335th Judicial Dist",,REP,John D. Winkelmann,8,715,179,902
Bastrop,Precinct 1001,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,7,140,26,173
Bastrop,Precinct 1002,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,13,281,31,325
Bastrop,Precinct 1003,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,32,943,187,1162
Bastrop,Precinct 1004,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,51,805,148,1004
Bastrop,Precinct 1005,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,34,387,74,495
Bastrop,Precinct 1006,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,38,592,260,890
Bastrop,Precinct 1007,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,50,1155,217,1422
Bastrop,Precinct 1008,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,42,611,109,762
Bastrop,Precinct 1009,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,20,617,182,819
Bastrop,Precinct 2010,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,8,200,50,258
Bastrop,Precinct 2011,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,31,928,230,1189
Bastrop,Precinct 2012,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,25,573,114,712
Bastrop,Precinct 2013,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,49,946,228,1223
Bastrop,Precinct 2014,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,57,847,239,1143
Bastrop,Precinct 2015,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,47,987,220,1254
Bastrop,Precinct 2016,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,30,758,218,1006
Bastrop,Precinct 3017,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,49,845,197,1091
Bastrop,Precinct 3018,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,22,438,208,668
Bastrop,Precinct 3019,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,30,720,208,958
Bastrop,Precinct 3020,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,40,858,282,1180
Bastrop,Precinct 4021,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,33,734,228,995
Bastrop,Precinct 4022,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,31,732,187,950
Bastrop,Precinct 4023,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,22,347,182,551
Bastrop,Precinct 4024,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,14,497,143,654
Bastrop,Precinct 4025,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,28,708,204,940
Bastrop,Precinct 4026,"Dist Judge, 423rd Judicial Dist",,DEM,Chris Duggan,21,872,207,1100
Bastrop,Precinct 1001,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,5,174,36,215
Bastrop,Precinct 1002,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,17,335,52,404
Bastrop,Precinct 1003,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,21,1198,235,1454
Bastrop,Precinct 1004,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,28,689,133,850
Bastrop,Precinct 1005,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,21,472,95,588
Bastrop,Precinct 1006,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,31,619,272,922
Bastrop,Precinct 1007,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,33,1420,284,1737
Bastrop,Precinct 1008,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,18,678,128,824
Bastrop,Precinct 1009,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,17,653,204,874
Bastrop,Precinct 2010,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,9,219,47,275
Bastrop,Precinct 2011,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,24,1003,260,1287
Bastrop,Precinct 2012,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,22,819,144,985
Bastrop,Precinct 2013,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,42,1224,303,1569
Bastrop,Precinct 2014,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,42,1193,360,1595
Bastrop,Precinct 2015,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,39,1186,246,1471
Bastrop,Precinct 2016,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,23,1293,295,1611
Bastrop,Precinct 3017,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,46,1030,223,1299
Bastrop,Precinct 3018,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,19,597,284,900
Bastrop,Precinct 3019,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,13,748,208,969
Bastrop,Precinct 3020,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,18,780,244,1042
Bastrop,Precinct 4021,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,33,836,232,1101
Bastrop,Precinct 4022,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,19,909,189,1117
Bastrop,Precinct 4023,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,21,514,238,773
Bastrop,Precinct 4024,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,12,621,153,786
Bastrop,Precinct 4025,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,20,519,136,675
Bastrop,Precinct 4026,"Dist Judge, 465th Judicial Dist",,REP,Elizabeth Beyer,8,721,183,912
Bastrop,Precinct 1001,Sheriff,,REP,Maurice Cook,5,174,38,217
Bastrop,Precinct 1002,Sheriff,,REP,Maurice Cook,19,341,54,414
Bastrop,Precinct 1003,Sheriff,,REP,Maurice Cook,24,1216,245,1485
Bastrop,Precinct 1004,Sheriff,,REP,Maurice Cook,30,700,140,870
Bastrop,Precinct 1005,Sheriff,,REP,Maurice Cook,23,491,92,606
Bastrop,Precinct 1006,Sheriff,,REP,Maurice Cook,33,646,284,963
Bastrop,Precinct 1007,Sheriff,,REP,Maurice Cook,38,1435,290,1763
Bastrop,Precinct 1008,Sheriff,,REP,Maurice Cook,19,692,130,841
Bastrop,Precinct 1009,Sheriff,,REP,Maurice Cook,17,659,206,882
Bastrop,Precinct 2010,Sheriff,,REP,Maurice Cook,8,221,48,277
Bastrop,Precinct 2011,Sheriff,,REP,Maurice Cook,25,1007,267,1299
Bastrop,Precinct 2012,Sheriff,,REP,Maurice Cook,22,856,140,1018
Bastrop,Precinct 2013,Sheriff,,REP,Maurice Cook,45,1234,309,1588
Bastrop,Precinct 2014,Sheriff,,REP,Maurice Cook,42,1210,365,1617
Bastrop,Precinct 2015,Sheriff,,REP,Maurice Cook,42,1228,246,1516
Bastrop,Precinct 2016,Sheriff,,REP,Maurice Cook,23,1327,306,1656
Bastrop,Precinct 3017,Sheriff,,REP,Maurice Cook,47,1049,234,1330
Bastrop,Precinct 3018,Sheriff,,REP,Maurice Cook,17,589,286,892
Bastrop,Precinct 3019,Sheriff,,REP,Maurice Cook,11,749,211,971
Bastrop,Precinct 3020,Sheriff,,REP,Maurice Cook,20,778,246,1044
Bastrop,Precinct 4021,Sheriff,,REP,Maurice Cook,34,854,251,1139
Bastrop,Precinct 4022,Sheriff,,REP,Maurice Cook,20,925,190,1135
Bastrop,Precinct 4023,Sheriff,,REP,Maurice Cook,21,514,246,781
Bastrop,Precinct 4024,Sheriff,,REP,Maurice Cook,13,648,159,820
Bastrop,Precinct 4025,Sheriff,,REP,Maurice Cook,23,543,143,709
Bastrop,Precinct 4026,Sheriff,,REP,Maurice Cook,11,734,189,934
Bastrop,Precinct 1001,County Tax Assessor-Collector,,REP,Ellen Owens,5,174,36,215
Bastrop,Precinct 1002,County Tax Assessor-Collector,,REP,Ellen Owens,18,345,51,414
Bastrop,Precinct 1003,County Tax Assessor-Collector,,REP,Ellen Owens,25,1165,233,1423
Bastrop,Precinct 1004,County Tax Assessor-Collector,,REP,Ellen Owens,32,693,134,859
Bastrop,Precinct 1005,County Tax Assessor-Collector,,REP,Ellen Owens,22,489,95,606
Bastrop,Precinct 1006,County Tax Assessor-Collector,,REP,Ellen Owens,34,617,270,921
Bastrop,Precinct 1007,County Tax Assessor-Collector,,REP,Ellen Owens,38,1439,287,1764
Bastrop,Precinct 1008,County Tax Assessor-Collector,,REP,Ellen Owens,20,685,126,831
Bastrop,Precinct 1009,County Tax Assessor-Collector,,REP,Ellen Owens,22,671,202,895
Bastrop,Precinct 2010,County Tax Assessor-Collector,,REP,Ellen Owens,9,223,46,278
Bastrop,Precinct 2011,County Tax Assessor-Collector,,REP,Ellen Owens,27,1016,257,1300
Bastrop,Precinct 2012,County Tax Assessor-Collector,,REP,Ellen Owens,25,839,144,1008
Bastrop,Precinct 2013,County Tax Assessor-Collector,,REP,Ellen Owens,45,1217,298,1560
Bastrop,Precinct 2014,County Tax Assessor-Collector,,REP,Ellen Owens,44,1179,362,1585
Bastrop,Precinct 2015,County Tax Assessor-Collector,,REP,Ellen Owens,40,1185,245,1470
Bastrop,Precinct 2016,County Tax Assessor-Collector,,REP,Ellen Owens,24,1322,306,1652
Bastrop,Precinct 3017,County Tax Assessor-Collector,,REP,Ellen Owens,49,1054,231,1334
