county,precinct,office,district,party,candidate,votes,absentee,early,election
Comal,406 - FED,Ballots Cast,,,,3,,,
Comal,407,Ballots Cast,,,,3412,,,
Comal,407 - FED,Ballots Cast,,,,5,,,
Comal,408,Ballots Cast,,,,3658,,,
Comal,408 - FED,Ballots Cast,,,,2,,,
Comal,202 - CSCH,City of Schertz City Council,,,Allison Heyward,235,9,194,32
Comal,205 - CSCH,City of Schertz City Council,,,Allison Heyward,3,0,3,0
Comal,301 - CSCH,City of Schertz City Council,,,Allison Heyward,0,0,0,0
Comal,202 - CSCH,City of Schertz City Council,,,"Robert C. Marks, Jr.",272,8,222,42
Comal,205 - CSCH,City of Schertz City Council,,,"Robert C. Marks, Jr.",4,0,4,0
Comal,301 - CSCH,City of Schertz City Council,,,"Robert C. Marks, Jr.",0,0,0,0
Comal,202 - CSCH,City of Schertz City Council,,,Tim Brown,432,15,348,69
Comal,205 - CSCH,City of Schertz City Council,,,Tim Brown,5,0,5,0
Comal,301 - CSCH,City of Schertz City Council,,,Tim Brown,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition A,,,Against,87,2,67,18
Comal,205 - CSCH,City of Schertz Proposition A,,,Against,0,0,0,0
Comal,301 - CSCH,City of Schertz Proposition A,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition A,,,For,470,19,384,67
Comal,205 - CSCH,City of Schertz Proposition A,,,For,9,0,9,0
Comal,301 - CSCH,City of Schertz Proposition A,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition B,,,Against,135,4,112,19
Comal,205 - CSCH,City of Schertz Proposition B,,,Against,1,0,1,0
Comal,301 - CSCH,City of Schertz Proposition B,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition B,,,For,412,15,332,65
Comal,205 - CSCH,City of Schertz Proposition B,,,For,8,0,8,0
Comal,301 - CSCH,City of Schertz Proposition B,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition C,,,Against,124,4,96,24
Comal,205 - CSCH,City of Schertz Proposition C,,,Against,1,0,1,0
Comal,301 - CSCH,City of Schertz Proposition C,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition C,,,For,417,15,342,60
Comal,205 - CSCH,City of Schertz Proposition C,,,For,6,0,6,0
Comal,301 - CSCH,City of Schertz Proposition C,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition D,,,Against,249,12,202,35
Comal,205 - CSCH,City of Schertz Proposition D,,,Against,2,0,2,0
Comal,301 - CSCH,City of Schertz Proposition D,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition D,,,For,268,6,218,44
Comal,205 - CSCH,City of Schertz Proposition D,,,For,6,0,6,0
Comal,301 - CSCH,City of Schertz Proposition D,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition E,,,Against,80,3,65,12
Comal,205 - CSCH,City of Schertz Proposition E,,,Against,0,0,0,0
Comal,301 - CSCH,City of Schertz Proposition E,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition E,,,For,470,16,381,73
Comal,205 - CSCH,City of Schertz Proposition E,,,For,9,0,9,0
Comal,301 - CSCH,City of Schertz Proposition E,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition F,,,Against,123,6,99,18
Comal,205 - CSCH,City of Schertz Proposition F,,,Against,0,0,0,0
Comal,301 - CSCH,City of Schertz Proposition F,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition F,,,For,434,14,351,69
Comal,205 - CSCH,City of Schertz Proposition F,,,For,9,0,9,0
Comal,301 - CSCH,City of Schertz Proposition F,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition G,,,Against,136,6,116,14
Comal,205 - CSCH,City of Schertz Proposition G,,,Against,4,0,4,0
Comal,301 - CSCH,City of Schertz Proposition G,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition G,,,For,386,13,306,67
Comal,205 - CSCH,City of Schertz Proposition G,,,For,5,0,5,0
Comal,301 - CSCH,City of Schertz Proposition G,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition H,,,Against,219,12,177,30
Comal,205 - CSCH,City of Schertz Proposition H,,,Against,3,0,3,0
Comal,301 - CSCH,City of Schertz Proposition H,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition H,,,For,328,7,265,56
Comal,205 - CSCH,City of Schertz Proposition H,,,For,4,0,4,0
Comal,301 - CSCH,City of Schertz Proposition H,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition I,,,Against,233,12,187,34
Comal,205 - CSCH,City of Schertz Proposition I,,,Against,3,0,3,0
Comal,301 - CSCH,City of Schertz Proposition I,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition I,,,For,288,6,237,45
Comal,205 - CSCH,City of Schertz Proposition I,,,For,5,0,5,0
Comal,301 - CSCH,City of Schertz Proposition I,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition J,,,Against,271,13,222,36
Comal,205 - CSCH,City of Schertz Proposition J,,,Against,2,0,2,0
Comal,301 - CSCH,City of Schertz Proposition J,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition J,,,For,253,7,202,44
Comal,205 - CSCH,City of Schertz Proposition J,,,For,6,0,6,0
Comal,301 - CSCH,City of Schertz Proposition J,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition K,,,Against,303,13,245,45
Comal,205 - CSCH,City of Schertz Proposition K,,,Against,2,0,2,0
Comal,301 - CSCH,City of Schertz Proposition K,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition K,,,For,229,6,186,37
Comal,205 - CSCH,City of Schertz Proposition K,,,For,6,0,6,0
Comal,301 - CSCH,City of Schertz Proposition K,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition L,,,Against,256,13,207,36
Comal,205 - CSCH,City of Schertz Proposition L,,,Against,1,0,1,0
Comal,301 - CSCH,City of Schertz Proposition L,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition L,,,For,274,7,223,44
Comal,205 - CSCH,City of Schertz Proposition L,,,For,7,0,7,0
Comal,301 - CSCH,City of Schertz Proposition L,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition M,,,Against,60,2,53,5
Comal,205 - CSCH,City of Schertz Proposition M,,,Against,0,0,0,0
Comal,301 - CSCH,City of Schertz Proposition M,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition M,,,For,449,15,359,75
Comal,205 - CSCH,City of Schertz Proposition M,,,For,8,0,8,0
Comal,301 - CSCH,City of Schertz Proposition M,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition N,,,Against,86,5,69,12
Comal,205 - CSCH,City of Schertz Proposition N,,,Against,0,0,0,0
Comal,301 - CSCH,City of Schertz Proposition N,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition N,,,For,426,13,344,69
Comal,205 - CSCH,City of Schertz Proposition N,,,For,8,0,8,0
Comal,301 - CSCH,City of Schertz Proposition N,,,For,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition O,,,Against,36,1,32,3
Comal,205 - CSCH,City of Schertz Proposition O,,,Against,0,0,0,0
Comal,301 - CSCH,City of Schertz Proposition O,,,Against,0,0,0,0
Comal,202 - CSCH,City of Schertz Proposition O,,,For,469,18,376,75
Comal,205 - CSCH,City of Schertz Proposition O,,,For,9,0,9,0
Comal,301 - CSCH,City of Schertz Proposition O,,,For,0,0,0,0
Comal,101,Constable,1,,Charlie Motz,2070,91,1778,201
Comal,101 - NB4,Constable,1,,Charlie Motz,196,11,157,28
Comal,102,Constable,1,,Charlie Motz,3225,100,2852,273
Comal,103,Constable,1,,Charlie Motz,3788,130,3185,473
Comal,104,Constable,1,,Charlie Motz,1390,52,1145,193
Comal,105,Constable,1,,Charlie Motz,2604,86,1998,520
Comal,106,Constable,1,,Charlie Motz,2533,66,2259,208
Comal,107,Constable,1,,Charlie Motz,3221,73,2570,578
Comal,108,Constable,1,,Charlie Motz,1380,42,1147,191
Comal,109,Constable,1,,Charlie Motz,2641,66,2216,359
Comal,110,Constable,1,,Charlie Motz,1806,52,1436,318
Comal,201,Constable,2,,Mark Cheatum,1851,48,1492,311
Comal,201 - NB4,Constable,2,,Mark Cheatum,834,26,640,168
Comal,202,Constable,2,,Mark Cheatum,780,12,584,184
Comal,202 - CSCH,Constable,2,,Mark Cheatum,495,14,400,81
Comal,203,Constable,2,,Mark Cheatum,3209,116,2723,370
Comal,204,Constable,2,,Mark Cheatum,3395,89,2980,326
Comal,205,Constable,2,,Mark Cheatum,3205,95,2863,247
Comal,205 - CSCH,Constable,2,,Mark Cheatum,5,0,5,0
Comal,206,Constable,2,,Mark Cheatum,4207,60,3527,620
Comal,207,Constable,2,,Mark Cheatum,2141,85,1840,216
Comal,208,Constable,2,,Mark Cheatum,3311,104,2987,220
Comal,301,Constable,3,,Craig Ackerman,1047,23,786,238
Comal,301 - CSCH,Constable,3,,Craig Ackerman,0,0,0,0
Comal,301 - NB4,Constable,3,,Craig Ackerman,823,29,586,208
Comal,302,Constable,3,,Craig Ackerman,959,37,790,132
Comal,302 - NB4,Constable,3,,Craig Ackerman,308,7,223,78
Comal,303,Constable,3,,Craig Ackerman,396,13,300,83
Comal,304,Constable,3,,Craig Ackerman,1879,42,1471,366
Comal,304 - CCWSC,Constable,3,,Craig Ackerman,0,0,0,0
Comal,305,Constable,3,,Craig Ackerman,2723,39,2138,546
Comal,305 - CCWSC,Constable,3,,Craig Ackerman,156,6,118,32
Comal,306,Constable,3,,Craig Ackerman,1886,57,1417,412
Comal,306 - CCWSC,Constable,3,,Craig Ackerman,217,5,163,49
Comal,307,Constable,3,,Craig Ackerman,613,15,475,123
Comal,308,Constable,3,,Craig Ackerman,655,27,548,80
Comal,308 - NB4,Constable,3,,Craig Ackerman,650,27,528,95
Comal,401,Constable,4,Ali Flores,Alice,1924,85,1530,309
Comal,402,Constable,4,Ali Flores,Alice,2775,89,2402,284
Comal,403,Constable,4,Ali Flores,Alice,3248,104,2722,422
Comal,404,Constable,4,Ali Flores,Alice,2422,48,2000,374
Comal,404 - FWM,Constable,4,Ali Flores,Alice,0,0,0,0
Comal,404 - CCWSC,Constable,4,Ali Flores,Alice,916,24,788,104
Comal,405,Constable,4,Ali Flores,Alice,2862,55,2314,493
Comal,406,Constable,4,Ali Flores,Alice,2566,147,2133,286
Comal,407,Constable,4,Ali Flores,Alice,2825,62,2285,478
Comal,408,Constable,4,Ali Flores,Alice,2974,84,2564,326
Comal,101,County Commissioner,1,,Doug Leecock,1839,78,1585,176
Comal,101 - NB4,County Commissioner,1,,Doug Leecock,160,10,128,22
Comal,102,County Commissioner,1,,Doug Leecock,3012,89,2678,245
Comal,103,County Commissioner,1,,Doug Leecock,3490,110,2966,414
Comal,104,County Commissioner,1,,Doug Leecock,1350,44,1128,178
Comal,105,County Commissioner,1,,Doug Leecock,2417,71,1878,468
Comal,106,County Commissioner,1,,Doug Leecock,2375,55,2135,185
Comal,107,County Commissioner,1,,Doug Leecock,2947,59,2371,517
Comal,108,County Commissioner,1,,Doug Leecock,1281,32,1082,167
Comal,109,County Commissioner,1,,Doug Leecock,2451,55,2078,318
Comal,110,County Commissioner,1,,Doug Leecock,1679,49,1348,282
Comal,101,County Commissioner,1,,Julie P. Sanders,744,59,597,88
Comal,101 - NB4,County Commissioner,1,,Julie P. Sanders,105,8,78,19
Comal,102,County Commissioner,1,,Julie P. Sanders,692,57,575,60
Comal,103,County Commissioner,1,,Julie P. Sanders,917,63,731,123
Comal,104,County Commissioner,1,,Julie P. Sanders,297,29,227,41
Comal,105,County Commissioner,1,,Julie P. Sanders,660,56,474,130
Comal,106,County Commissioner,1,,Julie P. Sanders,538,59,440,39
Comal,107,County Commissioner,1,,Julie P. Sanders,904,51,722,131
Comal,108,County Commissioner,1,,Julie P. Sanders,344,27,258,59
Comal,109,County Commissioner,1,,Julie P. Sanders,584,36,450,98
Comal,110,County Commissioner,1,,Julie P. Sanders,452,34,337,81
Comal,301,County Commissioner,3,,Kevin Webb,884,17,679,188
Comal,301 - CSCH,County Commissioner,3,,Kevin Webb,0,0,0,0
Comal,301 - NB4,County Commissioner,3,,Kevin Webb,651,17,471,163
Comal,302,County Commissioner,3,,Kevin Webb,881,25,746,110
Comal,302 - NB4,County Commissioner,3,,Kevin Webb,280,7,206,67
Comal,303,County Commissioner,3,,Kevin Webb,321,6,254,61
Comal,304,County Commissioner,3,,Kevin Webb,1581,40,1261,280
Comal,304 - CCWSC,County Commissioner,3,,Kevin Webb,0,0,0,0
Comal,305,County Commissioner,3,,Kevin Webb,2378,30,1880,468
Comal,305 - CCWSC,County Commissioner,3,,Kevin Webb,138,5,105,28
Comal,306,County Commissioner,3,,Kevin Webb,1587,47,1211,329
Comal,306 - CCWSC,County Commissioner,3,,Kevin Webb,200,4,155,41
Comal,307,County Commissioner,3,,Kevin Webb,518,7,405,106
Comal,308,County Commissioner,3,,Kevin Webb,561,20,479,62
Comal,308 - NB4,County Commissioner,3,,Kevin Webb,586,20,485,81
Comal,301,County Commissioner,3,,Tanya Marroquin,487,26,350,111
Comal,301 - CSCH,County Commissioner,3,,Tanya Marroquin,0,0,0,0
Comal,301 - NB4,County Commissioner,3,,Tanya Marroquin,596,47,418,131
Comal,302,County Commissioner,3,,Tanya Marroquin,286,43,202,41
Comal,302 - NB4,County Commissioner,3,,Tanya Marroquin,119,12,79,28
Comal,303,County Commissioner,3,,Tanya Marroquin,247,20,166,61
Comal,304,County Commissioner,3,,Tanya Marroquin,775,34,576,165
Comal,304 - CCWSC,County Commissioner,3,,Tanya Marroquin,0,0,0,0
Comal,305,County Commissioner,3,,Tanya Marroquin,948,37,731,180
Comal,305 - CCWSC,County Commissioner,3,,Tanya Marroquin,48,7,34,7
Comal,306,County Commissioner,3,,Tanya Marroquin,841,36,630,175
Comal,306 - CCWSC,County Commissioner,3,,Tanya Marroquin,59,7,38,14
Comal,307,County Commissioner,3,,Tanya Marroquin,331,23,238,70
Comal,308,County Commissioner,3,,Tanya Marroquin,316,36,237,43
Comal,308 - NB4,County Commissioner,3,,Tanya Marroquin,292,24,238,30
Comal,101,County Tax Assessor-Collector,,,Kristen H. Hoyt,2094,95,1790,209
Comal,101 - NB4,County Tax Assessor-Collector,,,Kristen H. Hoyt,197,11,159,27
Comal,102,County Tax Assessor-Collector,,,Kristen H. Hoyt,3265,110,2878,277
Comal,103,County Tax Assessor-Collector,,,Kristen H. Hoyt,3853,137,3234,482
Comal,104,County Tax Assessor-Collector,,,Kristen H. Hoyt,1402,53,1156,193
Comal,105,County Tax Assessor-Collector,,,Kristen H. Hoyt,2645,85,2029,531
Comal,106,County Tax Assessor-Collector,,,Kristen H. Hoyt,2562,73,2280,209
Comal,107,County Tax Assessor-Collector,,,Kristen H. Hoyt,3284,74,2614,596
Comal,108,County Tax Assessor-Collector,,,Kristen H. Hoyt,1384,48,1143,193
Comal,109,County Tax Assessor-Collector,,,Kristen H. Hoyt,2683,70,2246,367
Comal,110,County Tax Assessor-Collector,,,Kristen H. Hoyt,1829,56,1453,320
Comal,201,County Tax Assessor-Collector,,,Kristen H. Hoyt,1873,48,1510,315
Comal,201 - NB4,County Tax Assessor-Collector,,,Kristen H. Hoyt,845,26,645,174
Comal,202,County Tax Assessor-Collector,,,Kristen H. Hoyt,783,13,582,188
Comal,202 - CSCH,County Tax Assessor-Collector,,,Kristen H. Hoyt,500,15,403,82
Comal,203,County Tax Assessor-Collector,,,Kristen H. Hoyt,3263,121,2767,375
Comal,204,County Tax Assessor-Collector,,,Kristen H. Hoyt,3445,91,3023,331
Comal,205,County Tax Assessor-Collector,,,Kristen H. Hoyt,3275,96,2928,251
Comal,205 - CSCH,County Tax Assessor-Collector,,,Kristen H. Hoyt,5,0,5,0
Comal,206,County Tax Assessor-Collector,,,Kristen H. Hoyt,4263,64,3577,622
Comal,207,County Tax Assessor-Collector,,,Kristen H. Hoyt,2154,84,1853,217
Comal,208,County Tax Assessor-Collector,,,Kristen H. Hoyt,3363,109,3028,226
Comal,301,County Tax Assessor-Collector,,,Kristen H. Hoyt,1060,24,792,244
Comal,301 - CSCH,County Tax Assessor-Collector,,,Kristen H. Hoyt,0,0,0,0
Comal,301 - NB4,County Tax Assessor-Collector,,,Kristen H. Hoyt,845,31,599,215
Comal,302,County Tax Assessor-Collector,,,Kristen H. Hoyt,967,37,799,131
Comal,302 - NB4,County Tax Assessor-Collector,,,Kristen H. Hoyt,313,8,225,80
Comal,303,County Tax Assessor-Collector,,,Kristen H. Hoyt,408,14,309,85
Comal,304,County Tax Assessor-Collector,,,Kristen H. Hoyt,1897,45,1483,369
Comal,304 - CCWSC,County Tax Assessor-Collector,,,Kristen H. Hoyt,0,0,0,0
Comal,305,County Tax Assessor-Collector,,,Kristen H. Hoyt,2741,40,2152,549
Comal,305 - CCWSC,County Tax Assessor-Collector,,,Kristen H. Hoyt,157,6,120,31
Comal,306,County Tax Assessor-Collector,,,Kristen H. Hoyt,1917,58,1445,414
Comal,306 - CCWSC,County Tax Assessor-Collector,,,Kristen H. Hoyt,220,6,166,48
Comal,307,County Tax Assessor-Collector,,,Kristen H. Hoyt,623,15,481,127
Comal,308,County Tax Assessor-Collector,,,Kristen H. Hoyt,676,30,561,85
Comal,308 - NB4,County Tax Assessor-Collector,,,Kristen H. Hoyt,669,29,546,94
Comal,401,County Tax Assessor-Collector,,,Kristen H. Hoyt,1967,95,1565,307
Comal,402,County Tax Assessor-Collector,,,Kristen H. Hoyt,2805,93,2428,284
Comal,403,County Tax Assessor-Collector,,,Kristen H. Hoyt,3291,111,2759,421
Comal,404,County Tax Assessor-Collector,,,Kristen H. Hoyt,2449,49,2025,375
Comal,404 - FWM,County Tax Assessor-Collector,,,Kristen H. Hoyt,0,0,0,0
Comal,404 - CCWSC,County Tax Assessor-Collector,,,Kristen H. Hoyt,930,24,803,103
Comal,405,County Tax Assessor-Collector,,,Kristen H. Hoyt,2892,57,2338,497
Comal,406,County Tax Assessor-Collector,,,Kristen H. Hoyt,2601,152,2160,289
Comal,407,County Tax Assessor-Collector,,,Kristen H. Hoyt,2879,64,2325,490
Comal,408,County Tax Assessor-Collector,,,Kristen H. Hoyt,3019,89,2596,334
Comal,304 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Donald A. Bosworth,0,0,0,0
Comal,305 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Donald A. Bosworth,36,0,27,9
Comal,306 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Donald A. Bosworth,54,2,36,16
Comal,404 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Donald A. Bosworth,299,11,258,30
Comal,304 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Joseph Benavides,0,0,0,0
Comal,305 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Joseph Benavides,78,3,57,18
Comal,306 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Joseph Benavides,71,0,48,23
Comal,404 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Joseph Benavides,355,6,305,44
Comal,304 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Nick Reininger,0,0,0,0
Comal,305 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Nick Reininger,63,3,49,11
Comal,306 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Nick Reininger,102,6,76,20
Comal,404 - CCWSC,Crystal Clear Special Utility District Board of Directors,,,Nick Reininger,348,5,303,40
Comal,101,District Judge,,,Dib Waldrip,2095,94,1798,203
Comal,101 - NB4,District Judge,,,Dib Waldrip,198,11,158,29
Comal,102,District Judge,,,Dib Waldrip,3186,102,2814,270
Comal,103,District Judge,,,Dib Waldrip,3791,136,3186,469
Comal,104,District Judge,,,Dib Waldrip,1374,52,1133,189
Comal,105,District Judge,,,Dib Waldrip,2585,84,1986,515
Comal,106,District Judge,,,Dib Waldrip,2514,67,2244,203
Comal,107,District Judge,,,Dib Waldrip,3207,73,2558,576
Comal,108,District Judge,,,Dib Waldrip,1359,43,1130,186
Comal,109,District Judge,,,Dib Waldrip,2625,67,2203,355
Comal,110,District Judge,,,Dib Waldrip,1799,54,1430,315
Comal,201,District Judge,,,Dib Waldrip,1862,51,1499,312
Comal,201 - NB4,District Judge,,,Dib Waldrip,830,25,633,172
Comal,202,District Judge,,,Dib Waldrip,779,13,580,186
Comal,202 - CSCH,District Judge,,,Dib Waldrip,491,15,396,80
Comal,203,District Judge,,,Dib Waldrip,3206,122,2716,368
Comal,204,District Judge,,,Dib Waldrip,3376,91,2955,330
Comal,205,District Judge,,,Dib Waldrip,3169,93,2837,239
Comal,205 - CSCH,District Judge,,,Dib Waldrip,7,0,7,0
Comal,206,District Judge,,,Dib Waldrip,4187,64,3510,613
Comal,207,District Judge,,,Dib Waldrip,2121,85,1824,212
Comal,208,District Judge,,,Dib Waldrip,3279,108,2951,220
Comal,301,District Judge,,,Dib Waldrip,1053,23,792,238
Comal,301 - CSCH,District Judge,,,Dib Waldrip,0,0,0,0
Comal,301 - NB4,District Judge,,,Dib Waldrip,839,30,596,213
Comal,302,District Judge,,,Dib Waldrip,953,39,784,130
Comal,302 - NB4,District Judge,,,Dib Waldrip,305,7,221,77
Comal,303,District Judge,,,Dib Waldrip,399,13,299,87
Comal,304,District Judge,,,Dib Waldrip,1864,43,1459,362
Comal,304 - CCWSC,District Judge,,,Dib Waldrip,0,0,0,0
Comal,305,District Judge,,,Dib Waldrip,2702,39,2121,542
Comal,305 - CCWSC,District Judge,,,Dib Waldrip,154,6,116,32
Comal,306,District Judge,,,Dib Waldrip,1860,56,1408,396
Comal,306 - CCWSC,District Judge,,,Dib Waldrip,215,5,163,47
Comal,307,District Judge,,,Dib Waldrip,619,14,474,131
Comal,308,District Judge,,,Dib Waldrip,665,28,555,82
Comal,308 - NB4,District Judge,,,Dib Waldrip,650,28,531,91
Comal,401,District Judge,,,Dib Waldrip,1926,87,1533,306
Comal,402,District Judge,,,Dib Waldrip,2734,88,2366,280
Comal,403,District Judge,,,Dib Waldrip,3220,104,2700,416
Comal,404,District Judge,,,Dib Waldrip,2411,50,1989,372
Comal,404 - FWM,District Judge,,,Dib Waldrip,0,0,0,0
Comal,404 - CCWSC,District Judge,,,Dib Waldrip,919,24,792,103
Comal,405,District Judge,,,Dib Waldrip,2835,55,2300,480
Comal,406,District Judge,,,Dib Waldrip,2550,153,2112,285
Comal,407,District Judge,,,Dib Waldrip,2816,64,2281,471
Comal,408,District Judge,,,Dib Waldrip,2949,87,2532,330
Comal,101,District Judge,,,R. Bruce Boyer,2086,92,1790,204
Comal,101 - NB4,District Judge,,,R. Bruce Boyer,199,11,158,30
Comal,102,District Judge,,,R. Bruce Boyer,3206,104,2827,275
Comal,103,District Judge,,,R. Bruce Boyer,3792,135,3188,469
Comal,104,District Judge,,,R. Bruce Boyer,1373,54,1129,190
Comal,105,District Judge,,,R. Bruce Boyer,2595,87,1991,517
Comal,106,District Judge,,,R. Bruce Boyer,2516,66,2247,203
Comal,107,District Judge,,,R. Bruce Boyer,3227,73,2568,586
Comal,108,District Judge,,,R. Bruce Boyer,1365,42,1133,190
Comal,109,District Judge,,,R. Bruce Boyer,2632,64,2208,360
Comal,110,District Judge,,,R. Bruce Boyer,1798,52,1431,315
Comal,201,District Judge,,,R. Bruce Boyer,1866,49,1503,314
Comal,201 - NB4,District Judge,,,R. Bruce Boyer,839,27,642,170
Comal,202,District Judge,,,R. Bruce Boyer,783,13,584,186
Comal,202 - CSCH,District Judge,,,R. Bruce Boyer,497,15,401,81
Comal,203,District Judge,,,R. Bruce Boyer,3229,123,2738,368
Comal,204,District Judge,,,R. Bruce Boyer,3402,90,2974,338
Comal,205,District Judge,,,R. Bruce Boyer,3196,92,2858,246
Comal,205 - CSCH,District Judge,,,R. Bruce Boyer,7,0,7,0
Comal,206,District Judge,,,R. Bruce Boyer,4215,65,3530,620
Comal,207,District Judge,,,R. Bruce Boyer,2134,87,1831,216
Comal,208,District Judge,,,R. Bruce Boyer,3276,103,2953,220
Comal,301,District Judge,,,R. Bruce Boyer,1060,24,796,240
